dataset,model,fixed_position,seed,fold,best_epoch,train_seconds,test_uar,test_macro_f1,test_acc,gate0,gate1,gate2,gate3,gate4,gate_argmax,gate_entropy_bits,concepts_linear_mi_lb_bits,concepts_linear_control_bits,concepts_linear_entropy_bits,concepts_mlp_mi_lb_bits,concepts_mlp_control_bits,concepts_mlp_entropy_bits,h_linear_mi_lb_bits,h_linear_control_bits,h_linear_entropy_bits,h_mlp_mi_lb_bits,h_mlp_control_bits,h_mlp_entropy_bits,h_raw_linear_mi_lb_bits,h_raw_linear_control_bits,h_raw_linear_entropy_bits,h_raw_mlp_mi_lb_bits,h_raw_mlp_control_bits,h_raw_mlp_entropy_bits
ravdess,fixed_position_0,0,51,1,17,54.5,0.46562499999999996,0.396990199642998,0.44333333333333336,1.0,0.0,0.0,0.0,0.0,0,-0.0,0.1699786675145325,-0.049989144123537166,2.3219280948873626,0.042745015344181514,-0.051535643906280626,2.3219280948873626,1.664210648965403,-0.500878994180507,2.3219280948873626,1.0522522009759703,-0.2693849113446647,2.3219280948873626,1.664210648965403,-0.500878994180507,2.3219280948873626,1.0522522009759703,-0.2693849113446647,2.3219280948873626
ravdess,fixed_position_0,0,51,2,28,68.3,0.5,0.47622420213276906,0.49,1.0,0.0,0.0,0.0,0.0,0,-0.0,0.30374767715847906,-0.06411176294983933,2.3219280948873626,0.24158810475206183,-0.05500521425877647,2.3219280948873626,1.8651084379848952,-0.8079996141920067,2.3219280948873626,1.485698274860487,-0.23061908654992935,2.3219280948873626,1.8651084379848952,-0.8079996141920067,2.3219280948873626,1.485698274860487,-0.23061908654992935,2.3219280948873626
ravdess,fixed_position_0,0,51,3,25,65.0,0.446875,0.3872512867401242,0.45666666666666667,1.0,0.0,0.0,0.0,0.0,0,-0.0,0.1599794692305614,-0.062392074612313664,2.3219280948873626,0.07103442477065114,-0.06416307434982604,2.3219280948873626,1.7930078376184566,-0.7096911296634412,2.3219280948873626,1.0242087696834707,-0.3108687769123746,2.3219280948873626,1.7930078376184566,-0.7096911296634412,2.3219280948873626,1.0242087696834707,-0.3108687769123746,2.3219280948873626
ravdess,fixed_position_0,0,51,4,30,70.0,0.546875,0.4928992913324102,0.5233333333333333,1.0,0.0,0.0,0.0,0.0,0,-0.0,0.18108061021391952,-0.05840196570851397,2.3219280948873626,0.1083486328092289,-0.06862311476955973,2.3219280948873626,2.0197896622592304,-0.8644716784240298,2.3219280948873626,1.653130848481255,-0.3174267964824513,2.3219280948873626,2.0197896622592304,-0.8644716784240298,2.3219280948873626,1.653130848481255,-0.3174267964824513,2.3219280948873626
ravdess,fixed_position_0,0,51,5,38,72.7,0.45703125,0.43758987459490206,0.45416666666666666,1.0,0.0,0.0,0.0,0.0,0,-0.0,0.3151187467382852,-0.03820550567949477,2.0,0.050052599181670265,-0.050190309349833484,2.0,1.7168831869304406,-0.7258535964351216,2.0,1.3347879594920575,-0.1601563443851628,2.0,1.7168831869304406,-0.7258535964351216,2.0,1.3347879594920575,-0.1601563443851628,2.0
ravdess,fixed_position_0,0,52,1,26,66.6,0.45624999999999993,0.41500426496914616,0.4666666666666667,1.0,0.0,0.0,0.0,0.0,0,-0.0,0.14325270320762273,-0.02931553933489628,2.3219280948873626,-0.005282246219390441,-0.011254009982875957,2.3219280948873626,1.8411414603788994,-0.9036075660533758,2.3219280948873626,1.244733208389581,-0.3298332121990928,2.3219280948873626,1.8411414603788994,-0.9036075660533758,2.3219280948873626,1.244733208389581,-0.3298332121990928,2.3219280948873626
ravdess,fixed_position_0,0,52,2,34,70.9,0.40624999999999994,0.3569238985990384,0.4,1.0,0.0,0.0,0.0,0.0,0,-0.0,0.38629759671716535,-0.040872939808686226,2.3219280948873626,0.18657389531589663,-0.02631995777365681,2.3219280948873626,2.004659986103083,-0.6817185875191996,2.3219280948873626,1.5027338886311132,-0.2967635342828774,2.3219280948873626,2.004659986103083,-0.6817185875191996,2.3219280948873626,1.5027338886311132,-0.2967635342828774,2.3219280948873626
ravdess,fixed_position_0,0,52,3,32,70.2,0.503125,0.47006722836990456,0.51,1.0,0.0,0.0,0.0,0.0,0,-0.0,0.1327116624359168,-0.032141212227149385,2.3219280948873626,0.07265187654764427,-0.01979000713614143,2.3219280948873626,1.84769576122835,-0.859064392256705,2.3219280948873626,1.0378004128099692,-0.27767986497643093,2.3219280948873626,1.84769576122835,-0.859064392256705,2.3219280948873626,1.0378004128099692,-0.27767986497643093,2.3219280948873626
ravdess,fixed_position_0,0,52,4,35,58.3,0.490625,0.45519170230712935,0.4866666666666667,1.0,0.0,0.0,0.0,0.0,0,-0.0,0.2953605037592224,-0.038490208731447595,2.3219280948873626,0.07955832160543208,-0.03787313349883359,2.3219280948873626,2.0039108080395707,-0.5934060162206864,2.3219280948873626,1.601089415967193,-0.30724714359131644,2.3219280948873626,2.0039108080395707,-0.5934060162206864,2.3219280948873626,1.601089415967193,-0.30724714359131644,2.3219280948873626
ravdess,fixed_position_0,0,52,5,24,57.0,0.4296875,0.37385915999267605,0.4125,1.0,0.0,0.0,0.0,0.0,0,-0.0,0.3238381034403084,-0.04726725105070351,2.0,0.19446959159760602,-0.01664424400671871,2.0,1.7087017413468333,-0.48110867146237046,2.0,1.3215983999719765,-0.2865289479428066,2.0,1.7087017413468333,-0.48110867146237046,2.0,1.3215983999719765,-0.2865289479428066,2.0
