dataset,seed,fold,k,lam,lam_star,is_lam_star,is_matrix,tau2,within,test_uar,test_acc,leak_bits,control_bits
iemocap,47,2,1,0.0,0.1464,0,0,27.1795,158.5192,0.39469064478747795,0.42226148409893993,0.05327429833526476,-0.0029429198276282875
iemocap,47,2,1,0.1,0.1464,0,0,27.1795,158.5192,0.4203003230321328,0.44434628975265017,0.04726242413224058,-0.002545708446444306
iemocap,47,2,1,0.1464,0.1464,1,0,27.1795,158.5192,0.431432078780226,0.4531802120141343,0.04444949449291602,-0.0024110426082958325
iemocap,47,2,1,0.2,0.1464,0,0,27.1795,158.5192,0.44020725710571174,0.46024734982332155,0.04124838935803288,-0.0023662988322457057
iemocap,47,2,1,0.3,0.1464,0,0,27.1795,158.5192,0.4520375443538071,0.4664310954063604,0.03482781623635378,-0.0021789266403130503
iemocap,47,2,1,0.5,0.1464,0,0,27.1795,158.5192,0.4730761467907723,0.4726148409893993,0.022699247776326037,-0.0026427941491738993
iemocap,47,2,1,0.7,0.1464,0,0,27.1795,158.5192,0.47776565921809133,0.465547703180212,0.01337989519152416,-0.0035649105039072815
iemocap,47,2,1,1.0,0.1464,0,0,27.1795,158.5192,0.46222529039637217,0.4372791519434629,0.0036049579419724642,-0.005243462396665177
iemocap,47,2,1,0.003505839585075738,0.1464,0,1,27.1795,158.5192,0.4160373511365109,0.43904593639575973,0.047672964921881,-0.002043285950821927
iemocap,47,2,2,0.0,0.2554,0,0,27.1795,158.5192,0.39469064478747795,0.42226148409893993,0.05327429833526476,-0.0029429198276282875
iemocap,47,2,2,0.1,0.2554,0,0,27.1795,158.5192,0.4156131105217498,0.4381625441696113,0.0468811297162236,-0.0021768288285665127
iemocap,47,2,2,0.2,0.2554,0,0,27.1795,158.5192,0.42889417809100344,0.4452296819787986,0.04045330274006431,-0.0013112124545069381
iemocap,47,2,2,0.2554,0.2554,1,0,27.1795,158.5192,0.43728841371027205,0.45141342756183744,0.036681860051470006,-0.000941199950461935
iemocap,47,2,2,0.3,0.2554,0,0,27.1795,158.5192,0.4496950880570836,0.46024734982332155,0.033876063440201554,-0.0007368143021552198
iemocap,47,2,2,0.5,0.2554,0,0,27.1795,158.5192,0.4704081035722382,0.46908127208480566,0.022715851346442495,0.0002457943040505839
iemocap,47,2,2,0.7,0.2554,0,0,27.1795,158.5192,0.4900554565195545,0.47791519434628976,0.011968460908130196,0.0012119112104019836
iemocap,47,2,2,1.0,0.2554,0,0,27.1795,158.5192,0.48670861011225536,0.4620141342756184,0.0043424940784621,0.0017649515365188995
iemocap,47,2,2,0.005831545691910103,0.2554,0,1,27.1795,158.5192,0.43520556888172335,0.4531802120141343,0.044733640612665604,-0.0010279605021050742
iemocap,47,2,5,0.0,0.4616,0,0,27.1795,158.5192,0.39469064478747795,0.42226148409893993,0.05327429833526476,-0.0029429198276282875
iemocap,47,2,5,0.1,0.4616,0,0,27.1795,158.5192,0.41962250898970177,0.44081272084805656,0.04613578354679859,-0.00279294139516828
iemocap,47,2,5,0.2,0.4616,0,0,27.1795,158.5192,0.43152500392017507,0.44876325088339225,0.039749559545480206,-0.0025269774808236445
iemocap,47,2,5,0.3,0.4616,0,0,27.1795,158.5192,0.4466898733747051,0.45936395759717313,0.033490397119004034,-0.0026149596752171878
iemocap,47,2,5,0.4616,0.4616,1,0,27.1795,158.5192,0.476981581731159,0.4787985865724382,0.02491097551582655,-0.002697514182034677
iemocap,47,2,5,0.5,0.4616,0,0,27.1795,158.5192,0.47787610377807777,0.47703180212014135,0.022960122233277147,-0.002744462088305477
iemocap,47,2,5,0.7,0.4616,0,0,27.1795,158.5192,0.4900562393408863,0.4787985865724382,0.014831538251358745,-0.003327553128925631
iemocap,47,2,5,1.0,0.4616,0,0,27.1795,158.5192,0.5083620731924594,0.4823321554770318,0.006431647946538277,-0.003865288292898561
iemocap,47,2,5,0.009936682388588665,0.4616,0,1,27.1795,158.5192,0.46279997227962916,0.4752650176678445,0.03595752490369031,-0.0030168254663064387
iemocap,47,2,10,0.0,0.6316,0,0,27.1795,158.5192,0.39469064478747795,0.42226148409893993,0.05327429833526476,-0.0029429198276282875
iemocap,47,2,10,0.1,0.6316,0,0,27.1795,158.5192,0.4190775257699928,0.44081272084805656,0.04618892784060091,-0.0028271115221877308
iemocap,47,2,10,0.2,0.6316,0,0,27.1795,158.5192,0.43102882263186226,0.44876325088339225,0.03996642533670258,-0.002538881187069797
iemocap,47,2,10,0.3,0.6316,0,0,27.1795,158.5192,0.4485588137914428,0.46113074204946997,0.03401999416719259,-0.0023908284384300815
iemocap,47,2,10,0.5,0.6316,0,0,27.1795,158.5192,0.4868693190838005,0.48586572438162545,0.025281025397914547,-0.0019608852045479574
iemocap,47,2,10,0.6316,0.6316,1,0,27.1795,158.5192,0.5011750087506075,0.4920494699646643,0.020526099098392536,-0.0019598988959739216
iemocap,47,2,10,0.7,0.6316,0,0,27.1795,158.5192,0.5069792223440753,0.49381625441696114,0.017427961575156248,-0.0017839895347263601
iemocap,47,2,10,1.0,0.6316,0,0,27.1795,158.5192,0.5230012326098366,0.49646643109540634,0.006525104926752179,-0.0014253885225934404
iemocap,47,2,10,0.013398225252267283,0.6316,0,1,27.1795,158.5192,0.48370679372403036,0.48851590106007065,0.029572023302389394,-0.0017054806718771465
iemocap,47,2,20,0.0,0.7742,0,0,27.1795,158.5192,0.39469064478747795,0.42226148409893993,0.05327429833526476,-0.0029429198276282875
iemocap,47,2,20,0.1,0.7742,0,0,27.1795,158.5192,0.42134753771742406,0.44346289752650175,0.046131779456745514,-0.0028262982505263823
iemocap,47,2,20,0.2,0.7742,0,0,27.1795,158.5192,0.4325088222143576,0.44876325088339225,0.039974268710410765,-0.002498088730690684
iemocap,47,2,20,0.3,0.7742,0,0,27.1795,158.5192,0.4503794984312018,0.4620141342756184,0.03380518878221206,-0.0025171222873551224
iemocap,47,2,20,0.5,0.7742,0,0,27.1795,158.5192,0.4815392403453249,0.4832155477031802,0.022745454537194454,-0.0024513391425753372
iemocap,47,2,20,0.7,0.7742,0,0,27.1795,158.5192,0.5057823249380904,0.4929328621908127,0.014943374810578613,-0.002913379315413578
iemocap,47,2,20,0.7742,0.7742,1,0,27.1795,158.5192,0.5190661232794316,0.5026501766784452,0.011668704973008204,-0.0030740181635438013
iemocap,47,2,20,1.0,0.7742,0,0,27.1795,158.5192,0.5328555756540382,0.5044169611307421,0.004431966671365584,-0.0035106825391796326
iemocap,47,2,20,0.016771114600512962,0.7742,0,1,27.1795,158.5192,0.47681019240656025,0.48144876325088337,0.01968826722820638,-0.002171347094911291
