dataset,seed,fold,kappa,input_cmn,lambda_aff_spk_adv,lambda_orth,best_epoch,train_seconds,test_uar,test_macro_f1,test_acc,c_aff_rep_linear_mi_lb_bits,c_aff_rep_linear_control_bits,c_aff_rep_linear_entropy_bits,c_aff_rep_mlp_mi_lb_bits,c_aff_rep_mlp_control_bits,c_aff_rep_mlp_entropy_bits,c_style_rep_linear_mi_lb_bits,c_style_rep_linear_control_bits,c_style_rep_linear_entropy_bits,c_style_rep_mlp_mi_lb_bits,c_style_rep_mlp_control_bits,c_style_rep_mlp_entropy_bits,h_linear_mi_lb_bits,h_linear_control_bits,h_linear_entropy_bits,h_mlp_mi_lb_bits,h_mlp_control_bits,h_mlp_entropy_bits,c_aff_probe_acc,c_aff_leakage_index
ravdess,42,4,4.0,False,1.4,0.2,18,115.9,0.2875,0.2134751108108778,0.29,0.1020704313814064,-0.0468113179074745,2.321928094887362,-0.0382079265575252,-0.0194132427102173,2.321928094887362,0.5963807815018387,-0.0259827381229618,2.321928094887362,0.1709232205042457,-0.0484734757746845,2.321928094887362,1.8276874711917863,-0.4396906478356555,2.321928094887362,1.216645320044851,-0.2214529018853741,2.321928094887362,0.2288888888888888,0.036111111111111
ravdess,42,4,8.0,False,2.8,0.4,3,54.3,0.203125,0.1290777230432402,0.2166666666666666,0.5937801883047931,-0.0283349999268729,2.321928094887362,0.3885244548936177,-0.0743172406169732,2.321928094887362,0.5384900965142454,-0.0293870725224354,2.321928094887362,0.19791735395368,-0.0385749317631773,2.321928094887362,1.9117832062954696,-0.1998245762015473,2.321928094887362,1.335019441999142,-0.2724121228909855,2.321928094887362,0.3999999999999999,0.2499999999999999
ravdess,42,4,16.0,False,5.6,0.8,5,60.8,0.109375,0.0458355945274342,0.1166666666666666,0.7624297183352324,-0.0249482396535229,2.321928094887362,0.457380556748499,-0.0301181314452887,2.321928094887362,0.7320581422554382,-0.0286135342897222,2.321928094887362,0.3374891084823326,-0.0364424702212047,2.321928094887362,1.9134712265404472,-0.3036655490106894,2.321928094887362,1.2669282220263227,-0.3085217970776832,2.321928094887362,0.3355555555555555,0.1694444444444443
ravdess,42,5,0.0,False,0.0,0.0,24,152.6,0.390625,0.3401647569697854,0.375,0.5176428650519289,-0.0668007371627665,2.0,0.0821490020077622,-0.0033976028321185,2.0,1.0247535034217838,-0.097518938773526,2.0,0.5027621467578787,-0.0425937891491212,2.0,1.5164383110319704,-1.0638574359726287,2.0,1.1910251841874189,-0.2347711794177374,2.0,0.4722222222222222,0.2962962962962963
ravdess,42,5,0.5,False,0.175,0.025,31,180.6,0.38671875,0.3465360340031742,0.3875,0.265098766882164,-0.0177711409382879,2.0,0.1100211826053696,-0.0265910434512042,2.0,1.129496826536728,-0.0961706645765194,2.0,0.5936087830960628,-0.0376080545125558,2.0,1.5930273739089158,-0.9450175368305098,2.0,1.2208056637695437,-0.330116561988607,2.0,0.3944444444444445,0.1925925925925926
ravdess,42,5,1.0,False,0.35,0.05,15,116.3,0.36328125,0.3086222979066342,0.3583333333333333,0.1915438130746616,-0.0403928086832343,2.0,0.0350618379224814,-0.0036504539758062,2.0,1.0562243459504854,-0.0559700206911726,2.0,0.359300784782429,-0.0464810288509647,2.0,1.4052862742222514,-0.774728124419922,2.0,1.230389636325437,-0.2281498151897585,2.0,0.3694444444444444,0.1592592592592593
ravdess,42,5,2.0,False,0.7,0.1,29,175.6,0.3671875,0.3092193516120634,0.35,0.2075191392447533,-0.0329402683746264,2.0,0.0331281984155709,-0.0032376431390002,2.0,1.1479042080537796,-0.0369984460390533,2.0,0.6496849764240207,-0.058749641189014,2.0,1.4731511780738429,-0.9292647401933484,2.0,1.4389311516731738,-0.1936226992921468,2.0,0.3833333333333333,0.1777777777777778
ravdess,42,5,4.0,False,1.4,0.2,24,153.7,0.3125,0.2598955258117921,0.3208333333333333,0.3931640229512885,-0.0444264217478975,2.0,0.0640896230134726,-0.0220970089435801,2.0,0.6745322401146452,-0.039233053593962,2.0,0.3075664580697728,-0.0513370768698431,2.0,1.5039937641103025,-0.8299316665125813,2.0,1.1513222995125136,-0.2130847757340603,2.0,0.3972222222222222,0.1962962962962963
ravdess,42,5,8.0,False,2.8,0.4,22,147.6,0.26171875,0.2167005388232618,0.275,0.3872824399817365,-0.0734708975347282,2.0,0.0953929848596135,-0.0453642899926651,2.0,0.8157265420202469,-0.0628327999353373,2.0,0.4815411831141667,-0.0567564389766475,2.0,1.5148618000505656,-0.7881895737460431,2.0,1.140024526882591,-0.2887469114654655,2.0,0.3722222222222222,0.1629629629629629
ravdess,42,5,16.0,False,5.6,0.8,11,100.4,0.15234375,0.0986476358088333,0.1625,0.6015176013641741,-0.0657446738051885,2.0,0.1540727908736918,-0.0515604702038379,2.0,0.8910050897590123,-0.1031632914691811,2.0,0.3168909034991904,-0.0576231176463259,2.0,1.470303528609008,-0.6147131909439243,2.0,0.9877430097668318,-0.2935182322338945,2.0,0.4722222222222221,0.2962962962962962
