dataset,seed,fold,kappa,lambda_aff_spk_adv,lambda_orth,best_epoch,train_seconds,test_uar,test_macro_f1,test_acc,c_aff_rep_linear_mi_lb_bits,c_aff_rep_linear_control_bits,c_aff_rep_linear_entropy_bits,c_aff_rep_mlp_mi_lb_bits,c_aff_rep_mlp_control_bits,c_aff_rep_mlp_entropy_bits,c_style_rep_linear_mi_lb_bits,c_style_rep_linear_control_bits,c_style_rep_linear_entropy_bits,c_style_rep_mlp_mi_lb_bits,c_style_rep_mlp_control_bits,c_style_rep_mlp_entropy_bits,h_linear_mi_lb_bits,h_linear_control_bits,h_linear_entropy_bits,h_mlp_mi_lb_bits,h_mlp_control_bits,h_mlp_entropy_bits,c_aff_probe_acc,c_aff_leakage_index
cremad,43,3,8.0,2.8,0.4,31,1279.5,0.5013627414790206,0.4844010004574608,0.4983050847457627,0.2071803168969417,-0.0438378800348102,4.169919344444184,0.2129814736122073,-0.0388352311261721,4.169919344444184,1.2743531500966243,-0.0647487570215883,4.169919344444184,1.1612825165935523,-0.0324708447746227,4.169919344444184,2.4906552653187823,-1.6420050376077209,4.169919344444184,2.3737662769143997,-0.2142915373625058,4.169919344444184,0.1200902934537246,0.0683308989510025
cremad,43,3,16.0,5.6,0.8,5,475.6,0.3805155653992862,0.2997647557046534,0.375593220338983,0.1561095628286342,-0.0189076198836906,4.169919344444184,0.0849724136365983,-0.0242526832571616,4.169919344444184,0.3969636632995605,-0.0478155367156647,4.169919344444184,0.3076116503607369,-0.0427389444138395,4.169919344444184,1.8886765740859204,-0.428970713584297,4.169919344444184,1.1886229498353682,-0.1561361320884069,4.169919344444184,0.1060948081264108,0.0535121497809056
cremad,43,4,0.0,0.0,0.0,37,1262.5,0.609273040135872,0.6073887958268666,0.6054333764553687,0.1982563007995832,-0.0564085330378967,4.247550686408009,0.2071011179526758,-0.0277093405911799,4.247550686408009,1.9549529702233672,-0.053038206506101,4.247550686408009,1.946145840718522,-0.0480879791005843,4.247550686408009,2.906188300243271,-1.8217018633149424,4.247550686408009,2.6799809419354954,-0.2919598816670126,4.247550686408009,0.109051724137931,0.0595545977011494
cremad,43,4,0.5,0.175,0.025,34,1266.2,0.6043286850808974,0.6000980725928701,0.6002587322121604,0.2223038386564431,-0.0384481369812723,4.247550686408009,0.269686995153521,-0.0368840137453698,4.247550686408009,2.2617366111301225,-0.0618039220250938,4.247550686408009,2.1689824128002777,-0.0313965753173608,4.247550686408009,3.0468061069915393,-1.63858950511412,4.247550686408009,2.937479557266958,-0.3041329563300623,4.247550686408009,0.1258620689655172,0.0772988505747126
cremad,43,4,1.0,0.35,0.05,37,1266.2,0.599803343166175,0.595347945444259,0.5957309184993532,0.2367632543901328,-0.0577633955902099,4.247550686408009,0.2035621677473198,-0.0485476971992584,4.247550686408009,2.2492324816163247,-0.0519951068631447,4.247550686408009,2.1943792897313585,-0.0554719036694439,4.247550686408009,2.961125004916817,-1.5225804743443216,4.247550686408009,2.780172649733739,-0.2819738928847997,4.247550686408009,0.1112068965517241,0.0618295019157088
cremad,43,4,2.0,0.7,0.1,28,1203.9,0.5941271118262269,0.5851143766280608,0.5892626131953428,0.2586278957365926,-0.055121797117402,4.247550686408009,0.2046277680097068,-0.0437001606878748,4.247550686408009,1.9439440528019525,-0.062664424896063,4.247550686408009,1.869465732939371,-0.0323141174893342,4.247550686408009,2.832377347089603,-1.595393952974092,4.247550686408009,2.7167159742319407,-0.3627890384421439,4.247550686408009,0.1163793103448275,0.0672892720306513
cremad,43,4,4.0,1.4,0.2,38,1256.6,0.5614999553052651,0.5538497666114847,0.556921086675291,0.3031135329896535,-0.0452666167472273,4.247550686408009,0.3817596055229839,-0.0324776467900926,4.247550686408009,1.593775187384043,-0.0571820417213295,4.247550686408009,1.5215229468892182,-0.0505556045088591,4.247550686408009,2.6979076881819855,-1.6506917428052157,4.247550686408009,2.643109049801512,-0.3054727409603925,4.247550686408009,0.1293103448275862,0.0809386973180076
cremad,43,4,8.0,2.8,0.4,34,1256.0,0.5191014123536247,0.4946326032655999,0.5129366106080206,0.1830761977802684,-0.029177712082224,4.247550686408009,0.1102846268745212,-0.0372323096571962,4.247550686408009,0.9275021383842246,-0.0295993998809942,4.247550686408009,0.7349966926767073,-0.0390026646758032,4.247550686408009,2.36435645959767,-1.385768453038228,4.247550686408009,2.131863591313332,-0.2676529359736399,4.247550686408009,0.1008620689655172,0.0509099616858237
cremad,43,4,16.0,5.6,0.8,4,446.9,0.3686868686868687,0.3082531480845081,0.3777490297542044,0.1298962469983138,-0.0287792840344733,4.247550686408009,0.0718555990265175,-0.0242249153030371,4.247550686408009,0.5134791782027293,-0.0474860717746583,4.247550686408009,0.4282894952905831,-0.0317997688146904,4.247550686408009,2.0910563536356612,-0.4153770066926707,4.247550686408009,1.513026649433599,-0.1517690311119972,4.247550686408009,0.0870689655172413,0.0363505747126436
cremad,43,5,0.0,0.0,0.0,25,1121.1,0.5420303282992063,0.5283828602051259,0.5360544217687074,0.3488751083789272,-0.0542328111752388,4.169716095873848,0.34078513890978,-0.0312499276129338,4.169716095873848,2.0109529297772957,-0.059455628309716,4.169716095873848,1.896288050985188,-0.0522516044512526,4.169716095873848,3.0346732166728136,-1.628142736923091,4.169716095873848,2.9055890233910535,-0.2675549976180535,4.169716095873848,0.1369614512471655,0.0861944777911164
cremad,43,5,0.5,0.175,0.025,40,1280.4,0.5635967756879459,0.5624027611810966,0.5612244897959183,0.3798880995632325,-0.0444503598007477,4.169716095873848,0.3496478281069612,-0.0423187222894769,4.169716095873848,2.1610055039878397,-0.0493413686315546,4.169716095873848,2.1273938123137763,-0.0467089490045937,4.169716095873848,3.1652065543172743,-1.829328511518863,4.169716095873848,3.027603879241847,-0.3699853768771461,4.169716095873848,0.1668934240362811,0.1178871548619447
cremad,43,5,1.0,0.35,0.05,36,1280.4,0.568254115321659,0.5627065901622935,0.5639455782312925,0.3946568410860713,-0.047796780820458,4.169716095873848,0.3338465588539732,-0.0368113439365735,4.169716095873848,2.313819793842254,-0.0419714119986389,4.169716095873848,2.2284933606690673,-0.0420022802326309,4.169716095873848,3.2126692689411467,-1.7394235743009476,4.169716095873848,3.0919335007198847,-0.2707980154482916,4.169716095873848,0.1564625850340136,0.1068427370948379
cremad,43,5,2.0,0.7,0.1,34,1275.2,0.5497699125976713,0.5449966786791062,0.545578231292517,0.400507450704028,-0.0500684882823669,4.169716095873848,0.2653296159233398,-0.0326163698799772,4.169716095873848,2.1023321969874624,-0.0580648454259993,4.169716095873848,1.9433735045900111,-0.0366554819676023,4.169716095873848,3.0114582318349927,-1.7432634032500145,4.169716095873848,2.919160587609788,-0.2593958452515457,4.169716095873848,0.1446712018140589,0.0943577430972389
cremad,43,5,4.0,1.4,0.2,39,1280.5,0.5592853392631026,0.5541165764431023,0.5557823129251701,0.2898042121693756,-0.0513217830723604,4.169716095873848,0.2624753775796886,-0.0431966617800521,4.169716095873848,2.1144206555384275,-0.0573643129722762,4.169716095873848,1.9769923896042136,-0.0584549336910269,4.169716095873848,3.0817990762918783,-1.6863966731968132,4.169716095873848,2.9332387564092626,-0.376488625349209,4.169716095873848,0.1496598639455782,0.0996398559423769
cremad,43,5,8.0,2.8,0.4,32,1275.8,0.4610025016214212,0.4370951443414451,0.4571428571428571,0.3365403189833151,-0.0522147224554752,4.169716095873848,0.2872144057598751,-0.037271913189012,4.169716095873848,1.6063638381482268,-0.0400784819315207,4.169716095873848,1.390584478184107,-0.046290866547479,4.169716095873848,2.6572917627698125,-1.5703058321472805,4.169716095873848,2.5575411678405935,-0.2659131042471072,4.169716095873848,0.1496598639455782,0.0996398559423769
cremad,43,5,16.0,5.6,0.8,8,574.0,0.3951511782328052,0.3211898416636427,0.3904761904761905,0.2231577299573732,-0.0477700656781081,4.169716095873848,0.1451317688095352,-0.0505128231828493,4.169716095873848,0.3241942209687538,-0.0471240350045416,4.169716095873848,0.296414259124663,-0.0283160504492041,4.169716095873848,1.9922334343036812,-0.6274048745939478,4.169716095873848,1.4790219711450685,-0.1781634578281119,4.169716095873848,0.1147392290249433,0.0626650660264105
cremad,44,1,0.0,0.0,0.0,33,1273.9,0.5617283950617283,0.5583125521973282,0.559620596205962,0.334785443829265,-0.0506357852511953,4.169925001442313,0.3611104490307033,-0.0280804661856759,4.169925001442313,2.251960024148638,-0.0536062502685297,4.169925001442313,2.1893915301828666,-0.0448916312911169,4.169925001442313,3.034177404625977,-1.668875996137972,4.169925001442313,2.989166990989796,-0.2973941878962511,4.169925001442313,0.1530474040632054,0.1032266631257469
cremad,44,1,0.5,0.175,0.025,39,1273.8,0.5690035273368607,0.5640691026566589,0.5670731707317073,0.4083681580699321,-0.0449436933020708,4.169925001442313,0.4271603215304225,-0.0274698749340611,4.169925001442313,2.182374936140132,-0.0606216486922068,4.169925001442313,2.1368041858170046,-0.0393735105626866,4.169925001442313,3.0234954343668843,-1.6195972751160372,4.169925001442313,2.8870582610451914,-0.2673035655370821,4.169925001442313,0.1706546275395034,0.1218696056300624
cremad,44,1,1.0,0.35,0.05,26,1150.7,0.5389109347442681,0.5187126928107691,0.5331978319783198,0.2419569081293167,-0.0560510901403921,4.169925001442313,0.200525341941586,-0.0478768939972988,4.169925001442313,1.691180064463937,-0.062327343473993,4.169925001442313,1.441970837084292,-0.0264131179418205,4.169925001442313,2.7761334614158293,-1.5272273502033338,4.169925001442313,2.551357761304888,-0.2601898942633944,4.169925001442313,0.1376975169300225,0.086973841455318
cremad,44,1,2.0,0.7,0.1,25,1118.1,0.5327380952380952,0.504742632930249,0.5271002710027101,0.2244317775498761,-0.0474906682297131,4.169925001442313,0.1657472923590557,-0.0266913147841378,4.169925001442313,1.4745922128646771,-0.0494064203738631,4.169925001442313,1.3896492109603529,-0.0256772024098603,4.169925001442313,2.773309540750561,-1.4364875830158237,4.169925001442313,2.5033769573987543,-0.2429870512663576,4.169925001442313,0.1336343115124153,0.0826716239543221
cremad,44,1,4.0,1.4,0.2,26,1156.1,0.5169753086419754,0.4997798554803148,0.5128726287262872,0.2436344231305982,-0.0517200312183465,4.169925001442313,0.2093034811216578,-0.0290153397505825,4.169925001442313,1.3611411277155208,-0.0428757264031354,4.169925001442313,1.230765906066048,-0.0345063865616097,4.169925001442313,2.6060599846393027,-1.427157297289285,4.169925001442313,2.426852690300371,-0.3700622608677468,4.169925001442313,0.1381489841986455,0.0874518656220953
cremad,44,1,8.0,2.8,0.4,31,1274.2,0.4923941798941798,0.47596578088747,0.4898373983739837,0.203070851736101,-0.0585724027358045,4.169925001442313,0.1309716150354347,-0.0275937214006862,4.169925001442313,0.5045396130162647,-0.0500723981844295,4.169925001442313,0.4816040847870053,-0.0339533461394863,4.169925001442313,2.250161124326204,-1.5562410963319977,4.169925001442313,1.9124409393268824,-0.3273818405230191,4.169925001442313,0.1318284424379232,0.0807595272872128
cremad,44,1,16.0,5.6,0.8,10,642.1,0.3624338624338625,0.3037695388259055,0.3644986449864498,0.1444001488361346,-0.0228073912982287,4.169925001442313,0.0900204705506562,-0.0267357933642813,4.169925001442313,0.4151226644407475,-0.0362835164546835,4.169925001442313,0.3835637949704749,-0.0270391631790527,4.169925001442313,1.7530880485008282,-0.5687093453421612,4.169925001442313,1.1484610805303244,-0.1475550628034057,4.169925001442313,0.091196388261851,0.037737352277254
cremad,44,2,0.0,0.0,0.0,40,1273.0,0.6082502768549279,0.6025608774372803,0.6054237288135593,0.3422006561642816,-0.0664809565543746,4.169919344444184,0.2522211026124239,-0.0527154275330872,4.169919344444184,1.9743566456285615,-0.0714509201876678,4.169919344444184,1.9323454294109157,-0.0517085498120684,4.169919344444184,2.825457396226504,-1.943323635664307,4.169919344444184,2.7740657132813005,-0.2670550748796554,4.169919344444184,0.1521444695259593,0.1022706147921922
cremad,44,2,0.5,0.175,0.025,34,1274.0,0.6194229112833765,0.613086509401109,0.615593220338983,0.2073489841472833,-0.0677564695057082,4.169919344444184,0.131429305381113,-0.0514734850511047,4.169919344444184,1.956385746756058,-0.0816181159705964,4.169919344444184,1.795354595932778,-0.0556669642128282,4.169919344444184,2.7895413653526564,-1.8601402437236372,4.169919344444184,2.644976942466135,-0.3286398628493092,4.169919344444184,0.1182844243792325,0.0664188022838932
cremad,44,2,1.0,0.35,0.05,35,1273.8,0.6191091423649563,0.615524198191277,0.6183050847457627,0.2106843128307121,-0.0687157543063774,4.169919344444184,0.1523568868307681,-0.0365029286097859,4.169919344444184,1.8125969311606251,-0.0605346195204967,4.169919344444184,1.682189467612582,-0.033821268142252,4.169919344444184,2.616421820003512,-1.8775182349642137,4.169919344444184,2.581513939066906,-0.3289773134313485,4.169919344444184,0.1331828442437923,0.0821935997875448
cremad,44,2,2.0,0.7,0.1,37,1273.1,0.6125599852344038,0.6063563874324093,0.6094915254237289,0.2908114726310686,-0.0641013571096724,4.169919344444184,0.2338555085861418,-0.0433582236028868,4.169919344444184,1.8639590354979416,-0.0666860263264705,4.169919344444184,1.578521578275478,-0.0290289991125627,4.169919344444184,2.5733542300194387,-1.748680027796966,4.169919344444184,2.583186228671713,-0.4115246586051508,4.169919344444184,0.1354401805869074,0.0845837206214314
cremad,44,2,4.0,1.4,0.2,37,1272.4,0.5912821459333087,0.5804053640062339,0.5877966101694915,0.1664860408074995,-0.0654431784692137,4.169919344444184,0.2160277195950355,-0.0457177019027161,4.169919344444184,1.603209984446217,-0.0644984753008213,4.169919344444184,1.561685397839057,-0.0542094044249665,4.169919344444184,2.3864457957522403,-1.8311612931932617,4.169919344444184,2.3512549788466424,-0.2887955852029229,4.169919344444184,0.1255079006772009,0.0740671889523303
cremad,44,2,8.0,2.8,0.4,40,1270.7,0.5255352528608342,0.5064971271138743,0.5220338983050847,0.092233980272713,-0.0677547598278645,4.169919344444184,0.1310662455056439,-0.0429407523130818,4.169919344444184,0.6620506867507174,-0.044205686372341,4.169919344444184,0.6201272568192331,-0.0303639487823152,4.169919344444184,1.9042260778835551,-1.4473411013214266,4.169919344444184,1.857696306582024,-0.2902585394390815,4.169919344444184,0.0997742663656885,0.0468198114460231
cremad,44,2,16.0,5.6,0.8,1,354.1,0.167897133013412,0.0556284489843841,0.1715254237288135,0.4557916286384267,-0.0496094748439723,4.169919344444184,0.352958626380139,-0.0323542104938647,4.169919344444184,0.3451853112766554,-0.052505584940679,4.169919344444184,0.3041143881305483,-0.0421704261618982,4.169919344444184,2.5517373781363335,-0.4095060876146386,4.169919344444184,1.8534797469263915,-0.1369229827031635,4.169919344444184,0.074040632054176,0.0195724339397158
cremad,44,3,0.0,0.0,0.0,31,1278.0,0.5701888765842255,0.5658871225838075,0.5674576271186441,0.3046729492580846,-0.0565352758402681,4.169919344444184,0.1907825470700168,-0.0477666593545222,4.169919344444184,2.1421939934000216,-0.0677965577349128,4.169919344444184,2.0694889644224492,-0.0532198361555247,4.169919344444184,3.0777359345529876,-2.105228978644564,4.169919344444184,3.008152703073442,-0.2626480237364044,4.169919344444184,0.1237020316027088,0.072155092285221
cremad,44,3,0.5,0.175,0.025,31,1279.6,0.567131167712563,0.5609620496312927,0.5633898305084746,0.3010246218015631,-0.0522423541173093,4.169919344444184,0.2246855146376924,-0.0318535068278968,4.169919344444184,2.280090681165744,-0.0673045309293574,4.169919344444184,2.2540143937124633,-0.0497497390422916,4.169919344444184,3.0268153511147333,-1.900854189233507,4.169919344444184,2.9277692700176807,-0.4175540570947769,4.169919344444184,0.1395033860045146,0.0888859381224273
cremad,44,3,1.0,0.35,0.05,17,866.6,0.5152731635289775,0.5126063032486167,0.511864406779661,0.3662328816470128,-0.0498045367198809,4.169919344444184,0.3664451072002035,-0.0429814227726677,4.169919344444184,1.55966205362432,-0.0669474474792997,4.169919344444184,1.4335324975380987,-0.0454253900146497,4.169919344444184,2.6242061501622445,-1.4566196308476282,4.169919344444184,2.478281961013389,-0.3550668042850766,4.169919344444184,0.1494356659142212,0.0994024697915283
cremad,44,3,2.0,0.7,0.1,32,1280.8,0.568823058939338,0.5642184725927658,0.5674576271186441,0.2706581400983854,-0.0437552791959108,4.169919344444184,0.1655730507322834,-0.0343046598379341,4.169919344444184,1.6780631232095558,-0.0540705588810634,4.169919344444184,1.393477187209088,-0.0583202036670336,4.169919344444184,2.641707054347388,-2.0034699271989824,4.169919344444184,2.501780973265905,-0.3151221135801991,4.169919344444184,0.1218961625282167,0.0702429956181118
cremad,44,3,4.0,1.4,0.2,31,1280.5,0.5323335794266028,0.5276011674228677,0.5301694915254237,0.2542985887676381,-0.0460952826562506,4.169919344444184,0.3494024314673578,-0.0319073290321609,4.169919344444184,2.078521530197112,-0.0596644144044669,4.169919344444184,1.91194173062449,-0.0471424059020755,4.169919344444184,2.741810309276589,-1.9506486925153288,4.169919344444184,2.6422726857629035,-0.3955186232610721,4.169919344444184,0.1318284424379232,0.0807595272872128
cremad,44,3,8.0,2.8,0.4,37,1279.6,0.4792881752184078,0.457020945820715,0.4766101694915254,0.1909920726878264,-0.0565192046830125,4.169919344444184,0.1640375798332973,-0.0226029076477862,4.169919344444184,0.3100216723715472,-0.0576280524023813,4.169919344444184,0.2833084137970223,-0.0449376290343082,4.169919344444184,1.749352876989685,-1.7645622668085288,4.169919344444184,1.5145546788397972,-0.2807361180715597,4.169919344444184,0.1232505643340858,0.0716770681184437
cremad,44,3,16.0,5.6,0.8,6,518.3,0.3901870308847053,0.3123614139743172,0.3864406779661017,0.2045363143445637,-0.0285061481882253,4.169919344444184,0.0885478026917407,-0.042654660957047,4.169919344444184,0.3836200465363908,-0.0660028081335495,4.169919344444184,0.3604732258729846,-0.0419733263986774,4.169919344444184,1.9208524686642043,-0.5383319499464099,4.169919344444184,1.3890850220568105,-0.1692092260294195,4.169919344444184,0.1011286681715575,0.048253883946355
cremad,44,4,0.0,0.0,0.0,26,1131.1,0.6054684008223831,0.6103372406650337,0.6034928848641656,0.2397797168855868,-0.0631599292682114,4.247550686408009,0.2039375233633569,-0.0472008683068727,4.247550686408009,2.046381179617802,-0.0868761026559479,4.247550686408009,1.9803703891799,-0.040813826098649,4.247550686408009,2.886809341880994,-1.9377913200441297,4.247550686408009,2.7437376157706597,-0.3485425659731378,4.247550686408009,0.1068965517241379,0.05727969348659
cremad,44,4,0.5,0.175,0.025,33,1257.2,0.6212568159470814,0.6202247369414464,0.6190168175937905,0.2173973206076871,-0.0679337248016551,4.247550686408009,0.1878873592440051,-0.0346652951829433,4.247550686408009,2.2987244256558412,-0.0770626794084581,4.247550686408009,2.1343518524228817,-0.032596270599134,4.247550686408009,3.0464475594150895,-1.9870504144646084,4.247550686408009,3.0026647709464713,-0.2947880853885394,4.247550686408009,0.1051724137931034,0.0554597701149425
cremad,44,4,1.0,0.35,0.05,35,1257.3,0.6024459193706982,0.5930239193838924,0.5970245795601552,0.3372939765866367,-0.0532809702299879,4.247550686408009,0.2564892360797999,-0.019621429085193,4.247550686408009,2.01664208551332,-0.0663087372056425,4.247550686408009,1.9545194326349669,-0.0444868786903898,4.247550686408009,2.815056964904719,-2.016448401752168,4.247550686408009,2.6958584842311417,-0.2745885131198058,4.247550686408009,0.1271551724137931,0.0786637931034482
cremad,44,4,2.0,0.7,0.1,15,788.0,0.5658297577545365,0.5531058883922547,0.5595084087968952,0.2277627750900119,-0.0504568820142621,4.247550686408009,0.1444382662413428,-0.0335149255899738,4.247550686408009,0.5471582050990444,-0.0431498034665924,4.247550686408009,0.3723563573073503,-0.0655568027640693,4.247550686408009,2.145379897336808,-1.2508576041813502,4.247550686408009,1.8540842627389975,-0.3326699866327933,4.247550686408009,0.1038793103448275,0.0540948275862068
cremad,44,4,4.0,1.4,0.2,28,1161.0,0.5363647537320103,0.5196128583500668,0.5297542043984476,0.1980423301328615,-0.0448397342646851,4.247550686408009,0.1267973344570911,-0.0237729706827529,4.247550686408009,0.6744285295382095,-0.0337025513865496,4.247550686408009,0.4524369161710426,-0.0313850226226799,4.247550686408009,2.2767876485695657,-1.504112063124813,4.247550686408009,2.0779266762367103,-0.2757321525858494,4.247550686408009,0.1168103448275862,0.0677442528735632
cremad,44,4,8.0,2.8,0.4,28,1103.1,0.482049477071601,0.4316219296181272,0.4767141009055627,0.1715281463108837,-0.0549296098685783,4.247550686408009,0.0970134504491708,-0.0325964781203378,4.247550686408009,0.2621584225968312,-0.04911878364436,4.247550686408009,0.1831884929913494,-0.0391782912538793,4.247550686408009,1.84798297690025,-1.2911251841674956,4.247550686408009,1.5637273918053674,-0.2779627907778428,4.247550686408009,0.1120689655172413,0.0627394636015325
cremad,44,4,16.0,5.6,0.8,32,1126.0,0.3714300080450523,0.3204766999949668,0.3673997412677878,0.1782132002288383,-0.0448537959771266,4.247550686408009,0.162060348900253,-0.0185431603574244,4.247550686408009,0.2980656037055942,-0.0466554974791275,4.247550686408009,0.1918036944439762,-0.0519776437284971,4.247550686408009,1.8475436874679432,-1.0255548836924993,4.247550686408009,1.4731945988982522,-0.2429912456068255,4.247550686408009,0.1017241379310344,0.0518199233716475
cremad,44,5,0.0,0.0,0.0,34,1092.5,0.5779826430711263,0.5794971150190943,0.5761904761904761,0.3719651858754909,-0.0543129316585018,4.169716095873848,0.267406695434409,-0.0398732243842552,4.169716095873848,2.2885775131423207,-0.0539370492441744,4.169716095873848,2.1635797821224605,-0.0408505034784756,4.169716095873848,2.9705170992703023,-1.9901673084462272,4.169716095873848,2.9596771826390653,-0.3993669348436093,4.169716095873848,0.1655328798185941,0.1164465786314525
cremad,44,5,0.5,0.175,0.025,32,1075.7,0.5811976898607122,0.577745819355306,0.5782312925170068,0.3237970055081285,-0.0380715437953638,4.169716095873848,0.2759379825850185,-0.038348158520006,4.169716095873848,2.245686483431291,-0.0667819514962442,4.169716095873848,2.210331540039199,-0.0363753127605752,4.169716095873848,3.1960611937580063,-1.7264265910362218,4.169716095873848,3.086270874148556,-0.4102847276500432,4.169716095873848,0.1487528344671201,0.0986794717887154
cremad,44,5,1.0,0.35,0.05,39,1039.8,0.5772105376941844,0.5771824635346036,0.5748299319727891,0.2835170521105783,-0.0370268256441272,4.169716095873848,0.2867754477020665,-0.0356863759152794,4.169716095873848,2.0762317889672564,-0.0610295467273074,4.169716095873848,1.7968402081779402,-0.0391348266320186,4.169716095873848,2.9720471752886883,-2.0655684318351613,4.169716095873848,2.938587523428702,-0.3981300997771049,4.169716095873848,0.1514739229024943,0.1015606242496999
cremad,44,5,2.0,0.7,0.1,40,958.7,0.5657061675777509,0.5619112528223517,0.5619047619047619,0.2510811494113358,-0.0485270014111289,4.169716095873848,0.3214707845816535,-0.0297044220077191,4.169716095873848,2.2934318379880265,-0.0569206855741502,4.169716095873848,2.1898403012906176,-0.0475731235386138,4.169716095873848,3.0794066527343595,-1.867764835197918,4.169716095873848,2.939823453344204,-0.401717407950696,4.169716095873848,0.1569160997732426,0.1073229291716686
cremad,44,5,4.0,1.4,0.2,29,932.2,0.5398004879705982,0.5389513158679599,0.5374149659863946,0.3226953296163901,-0.0511671737353749,4.169716095873848,0.2588820491620236,-0.0323344583975986,4.169716095873848,0.946677591786552,-0.0469686871704535,4.169716095873848,0.6495305295648914,-0.0298262836754554,4.169716095873848,2.5081099184075244,-1.698214099991854,4.169716095873848,2.362336206124522,-0.3635553467397496,4.169716095873848,0.1664399092970521,0.117406962785114
cremad,44,5,8.0,2.8,0.4,31,904.4,0.4810401803638161,0.4614474707058985,0.4761904761904761,0.2641462831424186,-0.0453506930479905,4.169716095873848,0.2423299522394888,-0.0311266196587158,4.169716095873848,0.7867520923886362,-0.0283927529949838,4.169716095873848,0.6325925216303316,-0.0328928567496262,4.169716095873848,2.1761765343970643,-1.6342010488659948,4.169716095873848,2.0852941450049483,-0.483558442218996,4.169716095873848,0.1455782312925169,0.0953181272509003
cremad,44,5,16.0,5.6,0.8,8,486.0,0.3855214799715865,0.3149605164912759,0.3809523809523809,0.1908007190920089,-0.027205333792069,4.169716095873848,0.1231679237592473,-0.0235370094149915,4.169716095873848,0.3693199346272537,-0.0492450595513425,4.169716095873848,0.2143475892268869,-0.0484450258710582,4.169716095873848,1.8893147190088229,-0.5691597760583074,4.169716095873848,1.2948284584560534,-0.177492912191437,4.169716095873848,0.1056689342403628,0.0530612244897959
cremad,42,1,32.0,11.2,1.6,6,356.6,0.3637566137566137,0.319359904160288,0.3692411924119241,0.265485454434061,-0.0368437386686597,4.169925001442313,0.221788890706903,-0.0540019497070982,4.169925001442313,0.3174033539513012,-0.0475312445618589,4.169925001442313,0.2852778810675564,-0.0280023442280743,4.169925001442313,1.8711200472208096,-0.4200972056858116,4.169925001442313,1.2179842918304509,-0.181141172325657,4.169925001442313,0.0930022573363431,0.0396494489443633
cremad,42,1,64.0,22.4,3.2,7,375.6,0.3248456790123457,0.2301414508732993,0.3238482384823848,0.2068057258749989,-0.0307836397793463,4.169925001442313,0.1369185269778441,-0.0415201587248912,4.169925001442313,0.3188195715260629,-0.0465736074853531,4.169925001442313,0.2994612427552994,-0.0390523550060013,4.169925001442313,1.8230761971221656,-0.4561832370627909,4.169925001442313,1.2006598787122482,-0.217256825071642,4.169925001442313,0.0966139954853273,0.0434736422785818
cremad,42,2,32.0,11.2,1.6,3,296.6,0.3865294696690045,0.3241301266351161,0.3905084745762712,0.1171911646808316,-0.0171739489152615,4.169919344444184,0.0528166231831273,-0.025345182198138,4.169919344444184,0.3903018578501989,-0.0319569543093178,4.169919344444184,0.2744782212200198,-0.0272962987565659,4.169919344444184,2.3309143168646034,-0.445272128790755,4.169919344444184,1.7983193450523314,-0.120555409732602,4.169919344444184,0.0898419864559819,0.036303279776922
cremad,42,2,64.0,22.4,3.2,13,509.7,0.3315060908084164,0.2767520087436211,0.3383050847457627,0.0984642038137098,-0.0478739149738904,4.169919344444184,0.0887099272044809,-0.0510834880065553,4.169919344444184,0.1615893713519502,-0.0329010199901018,4.169919344444184,0.1155451844461552,-0.0147802942827128,4.169919344444184,1.1759124125460425,-0.3971697138022376,4.169919344444184,0.6952507213316568,-0.1387771266361754,4.169919344444184,0.0893905191873589,0.0358252556101447
cremad,42,3,32.0,11.2,1.6,4,315.6,0.3645841023748,0.2918220433217978,0.3647457627118644,0.171310398471387,-0.0200645686369682,4.169919344444184,0.1019072291697584,-0.0308804740495602,4.169919344444184,0.3894280707509416,-0.047954435129311,4.169919344444184,0.2507642719503118,-0.0484763717946012,4.169919344444184,2.0845795796544855,-0.3723852394733393,4.169919344444184,1.2905064684702574,-0.1735330624738766,4.169919344444184,0.0943566591422121,0.0410835214446952
cremad,42,3,64.0,22.4,3.2,1,254.5,0.1666666666666666,0.0486392588303416,0.1708474576271186,0.4734186978975807,-0.0426748907721439,4.169919344444184,0.327690696540285,-0.0373625069048166,4.169919344444184,0.5060874909960544,-0.0526810298009232,4.169919344444184,0.4308692767221727,-0.039184356778108,4.169919344444184,2.530452873005257,-0.3465709352669721,4.169919344444184,1.8698361324410049,-0.1552640927097446,4.169919344444184,0.1164785553047404,0.0645067056167839
cremad,42,4,32.0,11.2,1.6,3,293.5,0.3608094216501296,0.2839005135311052,0.3680465717981889,0.2750408996366298,-0.022903191690716,4.247550686408009,0.1567169131071937,-0.0210782648526937,4.247550686408009,0.4051937194976309,-0.041581506330929,4.247550686408009,0.3981861075940247,-0.0283547301946818,4.247550686408009,2.083976776940086,-0.3690882665430015,4.247550686408009,1.5569065530849815,-0.1408917057806702,4.247550686408009,0.1176724137931034,0.0686542145593869
cremad,42,4,64.0,22.4,3.2,2,273.1,0.2152777777777778,0.1168647988129528,0.2205692108667529,0.2935767627099901,-0.0426916365599305,4.247550686408009,0.3519931490101804,-0.0330329784914411,4.247550686408009,0.4313767582862926,-0.0420383705259972,4.247550686408009,0.4650113285048949,-0.026776323306862,4.247550686408009,2.2057612455740134,-0.3370878394571424,4.247550686408009,1.7131070245159727,-0.13990894074532,4.247550686408009,0.0827586206896551,0.0318007662835249
