dataset,seed,fold,kappa,lambda_aff_spk_adv,lambda_orth,best_epoch,train_seconds,test_uar,test_macro_f1,test_acc,c_aff_rep_linear_mi_lb_bits,c_aff_rep_linear_control_bits,c_aff_rep_linear_entropy_bits,c_aff_rep_mlp_mi_lb_bits,c_aff_rep_mlp_control_bits,c_aff_rep_mlp_entropy_bits,c_style_rep_linear_mi_lb_bits,c_style_rep_linear_control_bits,c_style_rep_linear_entropy_bits,c_style_rep_mlp_mi_lb_bits,c_style_rep_mlp_control_bits,c_style_rep_mlp_entropy_bits,h_linear_mi_lb_bits,h_linear_control_bits,h_linear_entropy_bits,h_mlp_mi_lb_bits,h_mlp_control_bits,h_mlp_entropy_bits,c_aff_probe_acc,c_aff_leakage_index
cremad,43,1,2.0,0.7,0.1,36,1275.5,0.5439814814814815,0.531601426602612,0.5399728997289973,0.3507222780268613,-0.0390807067928102,4.169925001442313,0.1773625302672155,-0.0376686996156623,4.169925001442313,2.184230836477887,-0.0532437259949949,4.169925001442313,2.092055690795395,-0.022813425208791,4.169925001442313,2.9254863909202387,-1.5756645423528468,4.169925001442313,2.8357691364584072,-0.2082537625162794,4.169925001442313,0.1507900677200903,0.1008365422918603
cremad,43,1,4.0,1.4,0.2,35,1270.2,0.5466269841269842,0.5371694819834208,0.5433604336043361,0.2507593254240934,-0.0280214132145779,4.169925001442313,0.1890971369844605,-0.0377979735667315,4.169925001442313,2.01119487634106,-0.0641752822241557,4.169925001442313,1.8414206332031864,-0.0347765916078044,4.169925001442313,2.85081464450389,-1.55077046076197,4.169925001442313,2.748620531397503,-0.3347700253533832,4.169925001442313,0.127765237020316,0.0764573097862169
cremad,43,1,8.0,2.8,0.4,37,1276.6,0.5282186948853616,0.5147962162767113,0.5237127371273713,0.239081329390427,-0.0328998474830779,4.169925001442313,0.257589324058157,-0.0362292967150734,4.169925001442313,1.8014439695984348,-0.0627384750239876,4.169925001442313,1.6784983791986616,-0.0288571897311644,4.169925001442313,2.6027184260697633,-1.816804836882791,4.169925001442313,2.5832107324903646,-0.2642476837306731,4.169925001442313,0.1191873589164785,0.0673748506174478
cremad,43,1,16.0,5.6,0.8,7,536.3,0.3810626102292769,0.3056165863238503,0.3821138211382114,0.1989554238012454,-0.0239152815580618,4.169925001442313,0.1513427244182184,-0.0345833589591633,4.169925001442313,0.3491566851021765,-0.0436182861000773,4.169925001442313,0.3304412920067103,-0.0394517360528334,4.169925001442313,1.9088863902043691,-0.5026029902955162,4.169925001442313,1.6057687824403883,-0.1392923624572066,4.169925001442313,0.091196388261851,0.037737352277254
cremad,43,2,0.0,0.0,0.0,23,1051.4,0.5880614002707026,0.5671556881932194,0.5816949152542373,0.2758490806055937,-0.0456712019652636,4.169919344444184,0.1832294934265079,-0.0580486842751062,4.169919344444184,1.5763795611762803,-0.0629062413584584,4.169919344444184,1.4177221105452706,-0.0557560111287962,4.169919344444184,2.5874419847389465,-1.7070700099296534,4.169919344444184,2.505514510835397,-0.2964454697147847,4.169919344444184,0.1440180586907449,0.0936661797902005
cremad,43,2,0.5,0.175,0.025,36,1281.2,0.6120616463639719,0.6081270278630221,0.6108474576271187,0.2607276034529082,-0.0384924929282597,4.169919344444184,0.2392255823104969,-0.0412655476246559,4.169919344444184,1.9623134516940584,-0.0733561735743899,4.169919344444184,1.8710114316134483,-0.0584350161097928,4.169919344444184,2.8482585628774655,-1.610489352100645,4.169919344444184,2.649886615885527,-0.3136312519564121,4.169919344444184,0.1151241534988713,0.063072633116452
cremad,43,2,1.0,0.35,0.05,26,1154.1,0.6095730281776793,0.5970778902043233,0.6067796610169491,0.2735357019430187,-0.0419945816761346,4.169919344444184,0.3262114115377463,-0.0413324755627408,4.169919344444184,1.9261387871483728,-0.0796740659814601,4.169919344444184,1.7930965918361617,-0.0594844005544414,4.169919344444184,2.8148316440875645,-1.7247802463923927,4.169919344444184,2.674974012040196,-0.2936244363464624,4.169919344444184,0.1268623024830699,0.0755012614526623
cremad,43,2,2.0,0.7,0.1,39,1281.3,0.615823797219146,0.613456039932839,0.6142372881355932,0.1688267662712324,-0.034262304039843,4.169919344444184,0.1040947245326657,-0.0301280297670771,4.169919344444184,1.9087349763831405,-0.0684916062292959,4.169919344444184,1.7681160772624072,-0.0443422146252814,4.169919344444184,2.807969810976694,-1.8524457360453432,4.169919344444184,2.643355940206616,-0.3023965408168507,4.169919344444184,0.1047404063205417,0.0520780772805736
cremad,43,2,4.0,1.4,0.2,36,1280.9,0.5899870801033592,0.5849677405616797,0.5891525423728814,0.1461640395922181,-0.0388919476023792,4.169919344444184,0.1005241449807599,-0.0323622375900214,4.169919344444184,1.925394799827276,-0.0635037039387391,4.169919344444184,1.8557710698673668,-0.0425442090578513,4.169919344444184,2.773120359836952,-1.749018698076565,4.169919344444184,2.7205399313594523,-0.2716664443658265,4.169919344444184,0.1006772009029345,0.0477758597795777
cremad,43,2,8.0,2.8,0.4,32,1279.9,0.5495293466223699,0.5365373919782455,0.5477966101694915,0.2143104427183999,-0.0423514974607988,4.169919344444184,0.1905801809216085,-0.032486352951806,4.169919344444184,1.8952306157788703,-0.0555267696616708,4.169919344444184,1.787913419302242,-0.0488577361400848,4.169919344444184,2.808823012812664,-1.6048313123316564,4.169919344444184,2.667437444125053,-0.2671228426133103,4.169919344444184,0.1218961625282167,0.0702429956181118
cremad,43,2,16.0,5.6,0.8,4,455.7,0.4260089824043312,0.3447457911766963,0.4196610169491525,0.1234997198294634,-0.028148278896424,4.169919344444184,0.1150487592095252,-0.0266726816074083,4.169919344444184,0.2857646360300241,-0.0429253008969388,4.169919344444184,0.1551502899765386,-0.0445571284776145,4.169919344444184,1.924679380718851,-0.433494684578168,4.169919344444184,1.3356573736787274,-0.1857257114822683,4.169919344444184,0.0979683972911963,0.0449077147789138
cremad,43,3,0.0,0.0,0.0,35,1279.9,0.5679340470038144,0.5686431430130571,0.5667796610169491,0.3520196619006088,-0.0503979216838352,4.169919344444184,0.3615928091953422,-0.051688130480219,4.169919344444184,2.26353747160994,-0.0595482361421089,4.169919344444184,2.2185665589361645,-0.031600860135807,4.169919344444184,3.1862401525009334,-1.9725741931067953,4.169919344444184,3.104368754645502,-0.4239432996752059,4.169919344444184,0.1498871331828442,0.0998804939583056
cremad,43,3,0.5,0.175,0.025,39,1272.5,0.5595422665190107,0.5604050801049499,0.5586440677966101,0.3087476379161655,-0.0488690725019784,4.169919344444184,0.2795688378247205,-0.0411970397879803,4.169919344444184,2.3707742234680245,-0.0491016133625894,4.169919344444184,2.322923300654865,-0.0480678769035574,4.169919344444184,3.2322770090522117,-1.8341483839652384,4.169919344444184,2.996597692872525,-0.3131466570414467,4.169919344444184,0.1480812641083521,0.0979683972911964
cremad,43,3,1.0,0.35,0.05,32,1272.0,0.5534976005906239,0.5536377719064659,0.551864406779661,0.3298632190783142,-0.0428550196856472,4.169919344444184,0.2414863006291807,-0.03706863826201,4.169919344444184,2.28012099049546,-0.056866024638075,4.169919344444184,2.200597085147149,-0.0494331594562105,4.169919344444184,3.1308908943121696,-1.859055219729516,4.169919344444184,3.01054534673786,-0.4950423633057204,4.169919344444184,0.127765237020316,0.0764573097862169
cremad,43,3,2.0,0.7,0.1,37,1278.4,0.5683185677371725,0.5624792267734053,0.5654237288135593,0.248629098074641,-0.0396188700370725,4.169919344444184,0.2525955864679421,-0.0323586819184651,4.169919344444184,2.3001963214009473,-0.061251980338195,4.169919344444184,2.209885694258885,-0.0506589780832502,4.169919344444184,3.161443716967908,-1.7904892861766726,4.169919344444184,3.0326009036861024,-0.2814510398785206,4.169919344444184,0.1128668171557562,0.0606825122825653
cremad,43,3,4.0,1.4,0.2,36,1273.7,0.5442598744924326,0.5398849893892234,0.5416949152542373,0.2984174712770109,-0.0349985492113535,4.169919344444184,0.2723783068479091,-0.0374217330645434,4.169919344444184,2.258115097274999,-0.0500277229479655,4.169919344444184,2.134565049725219,-0.064249146483883,4.169919344444184,3.026939163261391,-1.7443642041879102,4.169919344444184,2.9096815983434583,-0.3165842104507783,4.169919344444184,0.1264108352144469,0.0750232372858849
