dataset,seed,fold,kappa,lambda_aff_spk_adv,lambda_orth,best_epoch,train_seconds,test_uar,test_macro_f1,test_acc,c_aff_rep_linear_mi_lb_bits,c_aff_rep_linear_control_bits,c_aff_rep_linear_entropy_bits,c_aff_rep_mlp_mi_lb_bits,c_aff_rep_mlp_control_bits,c_aff_rep_mlp_entropy_bits,c_style_rep_linear_mi_lb_bits,c_style_rep_linear_control_bits,c_style_rep_linear_entropy_bits,c_style_rep_mlp_mi_lb_bits,c_style_rep_mlp_control_bits,c_style_rep_mlp_entropy_bits,h_linear_mi_lb_bits,h_linear_control_bits,h_linear_entropy_bits,h_mlp_mi_lb_bits,h_mlp_control_bits,h_mlp_entropy_bits,c_aff_probe_acc,c_aff_leakage_index,input_cmn
iemocap,43,3,2.0,0.7,0.1,33,601.6,0.5131424459012619,0.5128395883619246,0.5242805755395683,0.1456038449246867,-0.0081993946207696,0.9973008701007468,0.0572654902364321,-0.0165264285162829,0.9973008701007468,0.0581560097962365,-0.0057739986583462,0.9973008701007468,0.0346158084719997,-0.0111767240140514,0.9973008701007468,0.5589693128924943,-0.1547141023374161,0.9973008701007468,0.4528213087662484,-0.1099966615539769,0.9973008701007468,0.6443113772455089,0.2886227544910178,
iemocap,43,3,4.0,1.4,0.2,24,507.9,0.5072932630668321,0.5009855204149102,0.5152877697841727,0.0467454838038416,-0.0129193048905102,0.9973008701007468,0.0316132027757635,-0.0217503441131645,0.9973008701007468,0.0288234357752116,-0.0129612165391141,0.9973008701007468,0.0099044630498111,-0.0060789460225847,0.9973008701007468,0.5145264553773223,-0.1336195184997597,0.9973008701007468,0.393733342894656,-0.101376022933233,0.9973008701007468,0.6005988023952097,0.2011976047904193,
iemocap,43,3,8.0,2.8,0.4,38,598.0,0.5096834353262277,0.5054288956639634,0.5170863309352518,0.0353196167641749,-0.0131814262215357,0.9973008701007468,0.0341671977100391,-0.0058008087957219,0.9973008701007468,0.1675676400859764,-0.0062202782958116,0.9973008701007468,0.1214463701569246,-0.005314216375287,0.9973008701007468,0.6108000215710476,-0.1279053538338956,0.9973008701007468,0.5139447834116528,-0.0884103597970531,0.9973008701007468,0.5748502994011976,0.1497005988023951,
iemocap,43,3,16.0,5.6,0.8,29,581.2,0.4563187916702509,0.4409792680921136,0.4757194244604316,0.0999632340076308,-0.00204145142733,0.9973008701007468,0.0515663314623896,-0.003395955098848,0.9973008701007468,0.1286961642073727,-0.005051742167579,0.9973008701007468,0.0973813037827693,-0.0018551998085405,0.9973008701007468,0.6078669569375988,-0.0923617634855695,0.9973008701007468,0.335408948765419,-0.1462935385561714,0.9973008701007468,0.6359281437125748,0.2718562874251495,
iemocap,43,4,0.0,0.0,0.0,19,428.7,0.5560674490137103,0.5079160539509938,0.5152073732718894,0.168821199888696,-0.0038313357182627,0.9994846138022,0.1100628834335045,-0.0099242058085525,0.9994846138022,0.6814281940058193,-0.0017366717130297,0.9994846138022,0.2997389725625704,-0.0052397949903185,0.9994846138022,0.7412998011018969,-0.1572778578085912,0.9994846138022,0.7063777751472275,-0.0524412953260157,0.9994846138022,0.5828220858895705,0.165644171779141,
iemocap,43,4,0.5,0.175,0.025,39,605.8,0.560717808473925,0.5226134337395351,0.5235023041474655,0.0093064027114024,-0.0021794433195271,0.9994846138022,0.0290655915295628,-0.0077506324615682,0.9994846138022,0.6570599657781965,-0.0016743184417041,0.9994846138022,0.3715523942512441,-0.0014302602171393,0.9994846138022,0.6965103383628162,-0.1776991191883888,0.9994846138022,0.6850103533390026,-0.0836934632814961,0.9994846138022,0.5588957055214724,0.1177914110429447,
iemocap,43,4,1.0,0.35,0.05,24,515.4,0.5635639851408388,0.5242729866865523,0.5244239631336406,0.0520598242535387,-0.0046046293215981,0.9994846138022,0.0584986817594159,-0.0026357189657194,0.9994846138022,0.6652865400020632,-0.0023608249124528,0.9994846138022,0.464612305322673,-0.0015957859361185,0.9994846138022,0.733724721534635,-0.1686620324209206,0.9994846138022,0.718426702480105,-0.0504125695035498,0.9994846138022,0.5815950920245399,0.1631901840490797,
iemocap,43,4,2.0,0.7,0.1,22,482.5,0.518854134042966,0.4627591466381996,0.4691244239631336,0.1176362794158888,-0.0017961724361467,0.9994846138022,0.0789654295291799,-0.0062671081372055,0.9994846138022,0.6048090414744507,0.0042463920687284,0.9994846138022,0.4998848994585472,0.0067130576593595,0.9994846138022,0.7298552105263096,-0.1412141527512921,0.9994846138022,0.6775689468424904,-0.0390674960088276,0.9994846138022,0.5865030674846625,0.173006134969325,
iemocap,43,4,4.0,1.4,0.2,25,529.0,0.5204811114390124,0.4724784475928536,0.4820276497695852,0.1741608952173947,0.0004405881180794,0.9994846138022,0.1457375414197876,-0.0070043819199151,0.9994846138022,0.6269362671957037,0.0020563447596981,0.9994846138022,0.5617134666929204,-0.0023285982846782,0.9994846138022,0.6832215743783709,-0.1296722733022416,0.9994846138022,0.6611046894410937,-0.0652622262203356,0.9994846138022,0.6122699386503068,0.2245398773006135,
iemocap,43,4,8.0,2.8,0.4,37,603.1,0.5282938714249417,0.4929869274022106,0.4940092165898617,0.0491301771675051,-0.004966361682496,0.9994846138022,0.0467583754605838,-0.0041540694357621,0.9994846138022,0.6449157823012077,0.0003831890535627,0.9994846138022,0.6005554591610334,0.0054426757743175,0.9994846138022,0.7108890760849438,-0.1279924061629717,0.9994846138022,0.6855030287985807,-0.0639199916901059,0.9994846138022,0.5779141104294478,0.1558282208588957,
iemocap,43,4,16.0,5.6,0.8,31,607.9,0.5226583694019213,0.4795978262697086,0.4829493087557603,0.0594805840582106,-0.0032624207481602,0.9994846138022,0.0257591532068692,-0.008028299339898,0.9994846138022,0.5595478006993022,-0.0015946738919422,0.9994846138022,0.3960522017229206,-0.0001315098155693,0.9994846138022,0.692550100668653,-0.1370627717283908,0.9994846138022,0.6350271518665322,-0.0912567279751616,0.9994846138022,0.5754601226993865,0.150920245398773,
iemocap,43,5,0.0,0.0,0.0,27,561.0,0.5581845993214414,0.5440636316504504,0.5289719626168224,0.2098879559724862,-0.0118193714570177,0.9998765061155545,0.2369531420433537,-0.0046386135435839,0.9998765061155545,0.8884155775932835,-0.0058094098439157,0.9998765061155545,0.579436644069185,-0.0156246747317346,0.9998765061155545,0.9104292961256784,-0.1841166157410217,0.9998765061155545,0.8989309949592238,-0.0531132168708038,0.9998765061155545,0.7258566978193146,0.4517133956386292,
iemocap,43,5,0.5,0.175,0.025,35,613.9,0.5646935924885544,0.5660419309958877,0.5514018691588785,0.324948736353548,-0.0084600559320099,0.9998765061155545,0.2197147322912475,-0.0011336289577391,0.9998765061155545,0.8751581420667235,-1.87404994288487e-05,0.9998765061155545,0.3482251287734008,-0.0045382702522273,0.9998765061155545,0.9209096189442116,-0.1518803430668626,0.9998765061155545,0.8226155985333261,-0.0640091256904412,0.9998765061155545,0.7501557632398754,0.5003115264797509,
iemocap,43,5,1.0,0.35,0.05,33,617.0,0.5711641689151099,0.5576295884282736,0.5448598130841121,0.3282298412880716,-0.0068682481489393,0.9998765061155545,0.2702818602476554,-0.0039056718434155,0.9998765061155545,0.8720639426419208,-0.0068292621537343,0.9998765061155545,0.6738329692997188,-0.0078838945166491,0.9998765061155545,0.8983033205670413,-0.1490228795197116,0.9998765061155545,0.8743093183780075,-0.0576531367481895,0.9998765061155545,0.7638629283489097,0.5277258566978194,
iemocap,43,5,2.0,0.7,0.1,32,626.0,0.5477967468138056,0.5414435297322766,0.5233644859813084,0.2645571536019762,-0.0120342796333313,0.9998765061155545,0.2216959258603987,-0.0048023482379101,0.9998765061155545,0.8648056548606764,-0.008658570563092,0.9998765061155545,0.6048492329347074,-0.0036868271875162,0.9998765061155545,0.9112576440775682,-0.1411484947918574,0.9998765061155545,0.8840106455641044,-0.1015098730276932,0.9998765061155545,0.7713395638629283,0.5426791277258567,
iemocap,43,5,4.0,1.4,0.2,30,613.6,0.5508192182746662,0.5368829892319245,0.5214953271028038,0.265570556558407,-0.0078323606906595,0.9998765061155545,0.22877587076112,-0.0027962981849872,0.9998765061155545,0.6337588584053431,-0.0087724301097492,0.9998765061155545,0.4139684611022994,-0.0059491256760221,0.9998765061155545,0.8549594193813823,-0.1231279798750214,0.9998765061155545,0.7853907742729066,-0.054348893383609,0.9998765061155545,0.742056074766355,0.4841121495327101,
iemocap,43,5,8.0,2.8,0.4,32,618.5,0.5718248390679594,0.5549718809750139,0.5420560747663551,0.4242210219672596,-0.0008651577742192,0.9998765061155545,0.2300663731464634,0.0005591423224472,0.9998765061155545,0.8714548378933025,0.0045783706990653,0.9998765061155545,0.4155606378796787,-0.0013574504972094,0.9998765061155545,0.933331989483172,-0.1614766551825827,0.9998765061155545,0.9036847701293924,-0.0570347266251957,0.9998765061155545,0.761993769470405,0.52398753894081,
iemocap,43,5,16.0,5.6,0.8,10,316.1,0.4720838430743066,0.4505523788035234,0.4420560747663551,0.0909927464395841,-0.0031448667562669,0.9998765061155545,0.0817286536179302,0.0005559430823538,0.9998765061155545,0.1244414701750117,-0.0025275577221705,0.9998765061155545,0.1176887197294197,-0.0114669093697793,0.9998765061155545,0.7056294926160037,-0.0719603661661906,0.9998765061155545,0.5742861156382573,-0.0344811250321798,0.9998765061155545,0.6610591900311527,0.3221183800623053,
iemocap,44,1,0.0,0.0,0.0,14,348.7,0.5231530488041995,0.4783140196364707,0.4637809187279152,0.2326783229561305,-0.0032514977311903,0.9836697149306288,0.2772581953339428,-0.0065466141185918,0.9836697149306288,0.8166481252540579,-0.0026739260404822,0.9836697149306288,0.6052182264685915,-0.005971969394735,0.9836697149306288,0.8830062552816245,-0.1186313809909218,0.9836697149306288,0.8358095679224595,-0.0485695391523717,0.9836697149306288,0.6947058823529412,0.3894117647058823,
iemocap,44,1,0.5,0.175,0.025,17,400.8,0.5244465697854144,0.5282854985754251,0.5309187279151943,0.0906739553590282,-0.004102928491823,0.9836697149306288,0.2241654252371494,-0.0021187037029561,0.9836697149306288,0.72235876677456,-0.0039738721783417,0.9836697149306288,0.5286428035517532,-0.0060797552124343,0.9836697149306288,0.8826219064706059,-0.133440845753743,0.9836697149306288,0.8511053250058886,-0.0628569818838824,0.9836697149306288,0.6499999999999999,0.2999999999999998,
iemocap,44,1,1.0,0.35,0.05,14,352.5,0.5109609696037647,0.5082929235604291,0.4832155477031802,0.2982040465113647,-0.0042241989409369,0.9836697149306288,0.2216286062562794,-0.0039723018816524,0.9836697149306288,0.8098525407490247,-0.0050034266399803,0.9836697149306288,0.518728604151242,-0.0057240074331762,0.9836697149306288,0.9016410324286694,-0.1050847523369034,0.9836697149306288,0.8499008944871164,-0.0624355100091065,0.9836697149306288,0.6611764705882353,0.3223529411764705,
iemocap,44,1,2.0,0.7,0.1,29,578.9,0.5520990156817022,0.5343532244880447,0.5212014134275619,0.0885485153798084,-0.0060396660444586,0.9836697149306288,0.1433296718029113,-0.0052222401310979,0.9836697149306288,0.8109065423172663,-0.0054985120123438,0.9836697149306288,0.6686445194671999,-0.0113599334311494,0.9836697149306288,0.8962975861063225,-0.1165712928851567,0.9836697149306288,0.8295985163373178,-0.0451279364871477,0.9836697149306288,0.6564705882352941,0.3129411764705883,
iemocap,44,1,4.0,1.4,0.2,14,358.0,0.4956347418411859,0.4318332698859679,0.4187279151943462,0.1050076551019604,-0.0043592212985186,0.9836697149306288,0.0966259680105958,-0.0085067565908976,0.9836697149306288,0.6319614657119509,-0.0028361226802821,0.9836697149306288,0.450096436885627,-0.0035685888630505,0.9836697149306288,0.8124394121214368,-0.1011505546721502,0.9836697149306288,0.7482277946276704,-0.0506544409530387,0.9836697149306288,0.6347058823529411,0.2694117647058822,
iemocap,44,1,8.0,2.8,0.4,14,358.0,0.5297428093848386,0.4724688419199698,0.4593639575971731,0.0115785324124031,-0.005163484350839,0.9836697149306288,0.0014109478753503,-0.0165375898088331,0.9836697149306288,0.0458771631120938,-0.0006852579894209,0.9836697149306288,0.0455630263341062,-0.0051946941332983,0.9836697149306288,0.6691378632810727,-0.0629233811252389,0.9836697149306288,0.5609408598770474,-0.0611911158865499,0.9836697149306288,0.526470588235294,0.052941176470588,
iemocap,44,1,16.0,5.6,0.8,29,586.9,0.5174518838989252,0.5075076542115174,0.4911660777385159,0.0830981129551899,-0.0067048390708771,0.9836697149306288,0.1617883177292709,-0.0121859712071175,0.9836697149306288,0.6142314645631417,0.0005554609035763,0.9836697149306288,0.4391891727902053,-0.0036330692838996,0.9836697149306288,0.8297912047706248,-0.1157711260746814,0.9836697149306288,0.7378985916732939,-0.0504042611204864,0.9836697149306288,0.6229411764705882,0.2458823529411764,
iemocap,44,2,0.0,0.0,0.0,23,460.6,0.5268832193205645,0.5143460589785152,0.4991166077738516,0.0294665569802397,-0.0082169000388794,0.9910444329385492,0.0266485963074585,-0.0068795743770343,0.9910444329385492,0.1647146858746184,-0.0103465811205109,0.9910444329385492,0.1364552614487945,-0.0097511401675377,0.9910444329385492,0.5304746454718855,-0.1343946482585264,0.9910444329385492,0.4460582067729457,-0.0614491982847288,0.9910444329385492,0.5664705882352942,0.1329411764705883,
iemocap,44,2,0.5,0.175,0.025,35,582.4,0.5188807888120388,0.5216217138337671,0.5097173144876325,0.0299585012855385,-0.0026355680354006,0.9910444329385492,0.0286692493353418,-0.0031473566607095,0.9910444329385492,0.1154822697467071,-0.0057282772608111,0.9910444329385492,0.0696767463914094,-0.0109351923273813,0.9910444329385492,0.5156198697355034,-0.1300737091766092,0.9910444329385492,0.4532287491990503,-0.0927001222808908,0.9910444329385492,0.5788235294117647,0.1576470588235294,
iemocap,44,2,1.0,0.35,0.05,9,270.1,0.5153642461588352,0.494061530497492,0.4823321554770318,0.0297251092470706,-0.0045486897854726,0.9910444329385492,0.0295441213277658,-0.0121716999947515,0.9910444329385492,0.0564296506841985,-0.0085763504313323,0.9910444329385492,0.0687702143577,-0.0072406028264487,0.9910444329385492,0.4550860467385968,-0.0678975112421697,0.9910444329385492,0.3340348092083963,-0.0498941067991879,0.9910444329385492,0.5905882352941176,0.1811764705882352,
iemocap,44,2,2.0,0.7,0.1,7,250.5,0.5121625675957117,0.4854324890399939,0.4840989399293286,0.0212735765559046,-0.0064523871113011,0.9910444329385492,0.0261302822880308,-0.0086775426569545,0.9910444329385492,0.0606211393887051,-0.0098145729349347,0.9910444329385492,0.0580678341711103,-0.0079550806203737,0.9910444329385492,0.4389201065029023,-0.0612179924763499,0.9910444329385492,0.2876786886851802,-0.0342296970953445,0.9910444329385492,0.5623529411764705,0.124705882352941,
iemocap,44,2,4.0,1.4,0.2,21,464.6,0.5103800470129722,0.481874967183188,0.4752650176678445,0.0191790143798843,-0.0055532629381893,0.9910444329385492,0.02600954152693,-0.0121210600685671,0.9910444329385492,0.0179217524916498,-0.0048007953312376,0.9910444329385492,0.0179024380187301,-0.0045762064056041,0.9910444329385492,0.4155458923787759,-0.0726926770071981,0.9910444329385492,0.2965946535583537,-0.0378159539870294,0.9910444329385492,0.5700000000000001,0.1400000000000001,
iemocap,44,2,8.0,2.8,0.4,9,274.0,0.4996200949871763,0.4632426578303708,0.4673144876325088,0.0529164325287047,-0.0032472902759553,0.9910444329385492,0.0180308255641443,-0.0059817956785949,0.9910444329385492,0.0752905692417376,-0.0049122668548271,0.9910444329385492,0.0836660520497326,-0.0135303325142069,0.9910444329385492,0.4495599388601188,-0.0706417591504761,0.9910444329385492,0.2409346091959066,-0.0603474331248822,0.9910444329385492,0.6,0.1999999999999999,
iemocap,44,2,16.0,5.6,0.8,17,392.7,0.4876110574666106,0.4766788540552067,0.4726148409893993,0.0416310938013738,-0.0027869490812675,0.9910444329385492,0.0261198545208517,-0.0033048008057036,0.9910444329385492,0.0434292422328854,-0.0060005456504547,0.9910444329385492,0.0128171339456563,-0.0076220630504237,0.9910444329385492,0.4464599548455427,-0.0944308945742901,0.9910444329385492,0.3380894754918984,-0.0369087646669111,0.9910444329385492,0.5629411764705882,0.1258823529411763,
iemocap,44,3,0.0,0.0,0.0,30,571.0,0.4902903426821723,0.4976218244577491,0.4991007194244604,0.1322484808614009,-0.0056610024923342,0.9973008701007468,0.0494900060578665,-0.0076025492059632,0.9973008701007468,0.5216850164710032,-0.0068385054957018,0.9973008701007468,0.3935974363073568,-0.0037422476648731,0.9973008701007468,0.7734875424508612,-0.1648516404207098,0.9973008701007468,0.6600341957556197,-0.1059688556882563,0.9973008701007468,0.6311377245508982,0.2622754491017964,
iemocap,44,3,0.5,0.175,0.025,35,590.5,0.484309060471231,0.4985998378759487,0.4964028776978417,0.0831917876593946,-0.003557479979074,0.9973008701007468,0.111370702843235,-0.0092019179348195,0.9973008701007468,0.4488833052721004,-0.0064466634033826,0.9973008701007468,0.3592968059686644,-0.0016212442306726,0.9973008701007468,0.7207666861224077,-0.1569982983336766,0.9973008701007468,0.7096842596822319,-0.1050547545203384,0.9973008701007468,0.6221556886227545,0.244311377245509,
iemocap,44,3,1.0,0.35,0.05,37,608.4,0.4963374262183067,0.505266666874603,0.5152877697841727,0.2932859869686745,-0.0003476688903976,0.9973008701007468,0.2198237033032751,-0.0090178987995468,0.9973008701007468,0.386293906653756,-0.0028791788233921,0.9973008701007468,0.3296610254639074,-0.0048638172894783,0.9973008701007468,0.7177696455396374,-0.1899341557333442,0.9973008701007468,0.6972191580423208,-0.0579845314975067,0.9973008701007468,0.7502994011976047,0.5005988023952095,
iemocap,44,3,2.0,0.7,0.1,35,603.7,0.5136085260799732,0.5227515528360792,0.5242805755395683,0.2052378562280812,-0.0036965483583382,0.9973008701007468,0.2262183351805162,-0.0039843043621692,0.9973008701007468,0.4903684396105219,-0.0054084522698774,0.9973008701007468,0.3829783971741772,-0.0055968323398751,0.9973008701007468,0.6795685995018255,-0.1614546087875967,0.9973008701007468,0.6209165324884725,-0.0754121942962513,0.9973008701007468,0.7233532934131736,0.4467065868263471,
iemocap,44,3,4.0,1.4,0.2,34,601.6,0.4686480562787857,0.4760384851480772,0.4856115107913669,0.2881431914863307,-0.004922628922356,0.9973008701007468,0.248708783649627,-0.0025522731654794,0.9973008701007468,0.2536645228393723,-0.0042712500155384,0.9973008701007468,0.171174833378506,0.0008565513708646,0.9973008701007468,0.6375339546765418,-0.1290866625818481,0.9973008701007468,0.5469460753731769,-0.0604125015607841,0.9973008701007468,0.7616766467065867,0.5233532934131735,
iemocap,44,3,8.0,2.8,0.4,38,589.3,0.4545577396637862,0.4469116355475003,0.4757194244604316,0.2453445869151654,-0.0049712747160337,0.9973008701007468,0.1127339167178521,-0.0039381171165149,0.9973008701007468,0.2300501046268603,-0.0068133965001164,0.9973008701007468,0.1504132309438587,-0.0041150400859291,0.9973008701007468,0.6297260023175355,-0.1521811512781372,0.9973008701007468,0.5049148978258442,-0.0647319801514549,0.9973008701007468,0.7113772455089821,0.4227544910179641,
iemocap,44,3,16.0,5.6,0.8,36,587.7,0.4437621330062147,0.4421571012523899,0.4586330935251798,0.2700807043586497,-0.0026962397191132,0.9973008701007468,0.1194136478721018,-0.0086773407086,0.9973008701007468,0.2644241104031388,-0.0031146585631931,0.9973008701007468,0.1725751794291132,-0.0060882931532209,0.9973008701007468,0.5686242040216879,-0.1435441514343367,0.9973008701007468,0.5318639457425027,-0.0950844671762811,0.9973008701007468,0.7269461077844311,0.4538922155688623,
iemocap,44,4,0.0,0.0,0.0,14,362.7,0.5585200409316449,0.5070947325474727,0.5078341013824885,0.0737479558424909,-0.000139515771121,0.9994846138022,0.0836504504871015,-0.0027788588332607,0.9994846138022,0.5753291008409513,-0.0040926161826601,0.9994846138022,0.4095137392689006,-0.0063937909972061,0.9994846138022,0.631261322958252,-0.1249734745960343,0.9994846138022,0.6152355780910803,-0.0671636175437989,0.9994846138022,0.6392638036809816,0.2785276073619631,
iemocap,44,4,0.5,0.175,0.025,26,559.9,0.5547974755240601,0.5206507028927281,0.5179723502304148,0.0328132821887441,-0.0006354821368953,0.9994846138022,0.0397853986308753,-0.0042287462413089,0.9994846138022,0.5664020381052071,-0.0019139957116064,0.9994846138022,0.3074587985303303,-0.0065517220940886,0.9994846138022,0.6158778322723282,-0.1624619237432941,0.9994846138022,0.6064496411747076,-0.0594526727302447,0.9994846138022,0.5282208588957056,0.0564417177914111,
iemocap,44,4,1.0,0.35,0.05,35,622.4,0.5572413183777922,0.5261012248509619,0.5244239631336406,0.0349315228475561,-0.0031426272276763,0.9994846138022,0.0460928166063429,-0.0018571842245819,0.9994846138022,0.5793320704866445,-0.0054408137259546,0.9994846138022,0.3566019230523081,-0.0069186852692805,0.9994846138022,0.6213262775116238,-0.169026001930839,0.9994846138022,0.6097560078911028,-0.0688087313268733,0.9994846138022,0.5748466257668712,0.1496932515337423,
iemocap,44,4,2.0,0.7,0.1,38,607.2,0.5537866721602684,0.5245417483742774,0.5207373271889401,0.0198573565881079,-0.0022766011868894,0.9994846138022,0.0963171936556608,-0.0027750657767505,0.9994846138022,0.6257622581417237,-0.0017957168226016,0.9994846138022,0.5684831616285669,-0.0042696138178169,0.9994846138022,0.6957745194174951,-0.1568170481352372,0.9994846138022,0.6893858062802467,-0.0933416651136002,0.9994846138022,0.5711656441717791,0.1423312883435581,
iemocap,44,4,4.0,1.4,0.2,36,607.2,0.5171332053650961,0.4781291461448741,0.480184331797235,0.0387286051186029,0.0015112255814476,0.9994846138022,0.0740294066636669,-0.002738810244851,0.9994846138022,0.5563723956255731,-0.0055274028280395,0.9994846138022,0.3250228596388592,-0.0078912181434821,0.9994846138022,0.6442339238599601,-0.1422391881971235,0.9994846138022,0.603598681363567,-0.0783477638682071,0.9994846138022,0.5613496932515337,0.1226993865030674,
iemocap,44,4,8.0,2.8,0.4,24,492.1,0.5319337153403375,0.49375297972862,0.488479262672811,0.047785481941306,-0.0014254245490069,0.9994846138022,0.0318517799515961,-6.281583402323321e-05,0.9994846138022,0.3566033998102987,-0.0035211197095571,0.9994846138022,0.2992046815164492,-0.0127564467705197,0.9994846138022,0.5227052838145483,-0.133645396044722,0.9994846138022,0.4648342121388781,-0.0521418628703543,0.9994846138022,0.5570552147239264,0.1141104294478527,
iemocap,44,4,16.0,5.6,0.8,31,521.8,0.5096448407665171,0.4650918288484792,0.4663594470046083,0.073286981957568,-0.0018346049179137,0.9994846138022,0.0597117569464741,-0.0080623276293229,0.9994846138022,0.524025978881031,-0.0030672876959704,0.9994846138022,0.4887006583477447,-0.0044161987793552,0.9994846138022,0.6597202042062564,-0.0826135557154618,0.9994846138022,0.6026129245259637,-0.0631834578919806,0.9994846138022,0.6153374233128834,0.2306748466257668,
iemocap,44,5,0.0,0.0,0.0,37,515.2,0.5651762765951154,0.5536176852699786,0.5467289719626168,0.285957162525423,-0.0033864100547095,0.9998765061155545,0.2277453716551076,-0.009096437536271,0.9998765061155545,0.8661423002547062,-0.0056778734350234,0.9998765061155545,0.5972051043811308,-0.0059820177365276,0.9998765061155545,0.9511233942977808,-0.172996593357514,0.9998765061155545,0.9057890345708828,-0.0745631287095182,0.9998765061155545,0.7445482866043613,0.4890965732087227,
iemocap,44,5,0.5,0.175,0.025,37,508.7,0.5757965524559424,0.564356367363111,0.5607476635514018,0.2546481822255385,-0.0024999294401385,0.9998765061155545,0.2223753738185357,-0.0086729424487045,0.9998765061155545,0.8148354848869652,-0.0088348054212573,0.9998765061155545,0.6317254431115866,-0.0123233717775236,0.9998765061155545,0.9141635978067856,-0.1801269749093369,0.9998765061155545,0.8863873587723781,-0.0783786857916634,0.9998765061155545,0.7283489096573209,0.4566978193146418,
iemocap,44,5,1.0,0.35,0.05,38,506.0,0.5778532696487639,0.5748561478092584,0.5663551401869159,0.2926488064450639,-0.0056214794663128,0.9998765061155545,0.224793442562218,-0.0054090590924634,0.9998765061155545,0.7808091643374396,-0.0051054365521189,0.9998765061155545,0.5969100502672944,-0.0045635103416753,0.9998765061155545,0.8978398068791047,-0.1741905745431947,0.9998765061155545,0.86614397253593,-0.0895189980651672,0.9998765061155545,0.7333333333333334,0.4666666666666668,
iemocap,44,5,2.0,0.7,0.1,38,500.4,0.573997350998066,0.5598326600577104,0.5514018691588785,0.2094117472681899,-0.0065267534655523,0.9998765061155545,0.1898177197544985,-0.005259222737909,0.9998765061155545,0.8161818258827487,-0.0044861968361712,0.9998765061155545,0.380720796862207,-0.0090842355852035,0.9998765061155545,0.8846092239981416,-0.1955033410324779,0.9998765061155545,0.8594763510080213,-0.0641085479274984,0.9998765061155545,0.7183800623052958,0.4367601246105916,
iemocap,44,5,4.0,1.4,0.2,34,471.8,0.5498884240708496,0.5338194288622513,0.5289719626168224,0.2580166504653414,-0.0072862710922135,0.9998765061155545,0.2135920317735826,-0.0024096555685625,0.9998765061155545,0.7939464034193249,-0.0025593966989018,0.9998765061155545,0.4191412047121852,-0.0023491439757609,0.9998765061155545,0.8825332299979759,-0.179730233909216,0.9998765061155545,0.8805670684843449,-0.0931971423854925,0.9998765061155545,0.7582554517133956,0.5165109034267912,
iemocap,44,5,8.0,2.8,0.4,35,453.9,0.5712315802805239,0.5495441686016664,0.5411214953271029,0.2672402498391757,-0.0078962596281243,0.9998765061155545,0.2186988691390993,-0.01183439086624,0.9998765061155545,0.7651327210916058,-0.0042958371365716,0.9998765061155545,0.4175449287088938,-0.0057904434088612,0.9998765061155545,0.8696467670338477,-0.2105669464854865,0.9998765061155545,0.8518959785806371,-0.083603220597806,0.9998765061155545,0.7457943925233644,0.4915887850467288,
iemocap,44,5,16.0,5.6,0.8,38,435.2,0.5437639041835929,0.5237865838904638,0.516822429906542,0.3262932673074664,-0.0051489632306044,0.9998765061155545,0.3085144069631811,-0.0078797818318373,0.9998765061155545,0.7253385727580641,-0.0030146863425001,0.9998765061155545,0.559261935517753,-0.0049658699671958,0.9998765061155545,0.8111273395023021,-0.1443975757548331,0.9998765061155545,0.7714564060612716,-0.0521406819376039,0.9998765061155545,0.7850467289719626,0.5700934579439252,
iemocap,42,1,32.0,11.2,1.6,27,545.2,0.4321694265112297,0.3623689654126211,0.3507067137809187,0.2781739765472609,-0.0051701323990831,0.9836697149306288,0.1832463680456383,-0.0047934211743118,0.9836697149306288,0.2301270309332311,-0.0084978286383569,0.9836697149306288,0.2833527551896481,-0.0026574627392644,0.9836697149306288,0.7023922813474041,-0.0954384934343119,0.9836697149306288,0.6037509130496339,-0.0725642583717294,0.9836697149306288,0.7617647058823529,0.5235294117647058,False
iemocap,42,1,64.0,22.4,3.2,7,258.5,0.2563094979994875,0.1340976249654791,0.2314487632508834,0.2914270620421634,-0.0055654959534611,0.9836697149306288,0.2408556245584548,-0.0069920419808093,0.9836697149306288,0.3824300187205585,-0.0084936424304639,0.9836697149306288,0.3834741111935874,-0.0047694624888199,0.9836697149306288,0.6297785195369379,-0.0431826110905477,0.9836697149306288,0.5797937113880771,-0.0390359791074292,0.9836697149306288,0.5676470588235294,0.1352941176470588,False
iemocap,42,2,32.0,11.2,1.6,35,600.2,0.5013861641851838,0.4431160466109989,0.469964664310954,0.0268709726010226,-0.0065501473918047,0.9910444329385492,0.0226763309828736,-0.0044452971080575,0.9910444329385492,0.0097494834042691,-0.0045330488852058,0.9910444329385492,0.0065450080068704,-0.0031578606101412,0.9910444329385492,0.5114762578027592,-0.0968375241175808,0.9910444329385492,0.2405020771022267,-0.0490524722310062,0.9910444329385492,0.6070588235294119,0.2141176470588237,False
iemocap,42,2,64.0,22.4,3.2,15,385.0,0.2869967793880837,0.1812283744342456,0.2782685512367491,0.0440276249275763,-0.0033201172586094,0.9910444329385492,0.0375643134426484,-0.0010655135420046,0.9910444329385492,0.0468644129986419,-0.0055494971666142,0.9910444329385492,0.0860531745226447,-0.0025164713559313,0.9910444329385492,0.3198235481349072,-0.046254311211776,0.9910444329385492,0.1790078424038873,-0.0750739604809834,0.9910444329385492,0.5623529411764705,0.124705882352941,False
