dataset,seed,fold,k,lam,lam_star,is_lam_star,centered,tau2,within,test_uar,test_acc,leak_bits,control_bits
ravdess,48,5,1,0.1727,0.1727,1,1,8.5202,40.8173,0.35546875,0.3375,0.3342382303169138,-0.05147191799488926
ravdess,48,5,1,0.0,0.1727,0,1,8.5202,40.8173,0.359375,0.3541666666666667,0.4479102230019003,-0.0547793058911088
ravdess,48,5,1,0.1,0.1727,0,1,8.5202,40.8173,0.35546875,0.3458333333333333,0.3824162844389303,-0.053281959180572436
ravdess,48,5,1,0.2,0.1727,0,1,8.5202,40.8173,0.3671875,0.3458333333333333,0.3161333483124582,-0.05079451399420831
ravdess,48,5,1,0.3,0.1727,0,1,8.5202,40.8173,0.34765625,0.32916666666666666,0.2527540212934072,-0.04813889482484024
ravdess,48,5,1,0.5,0.1727,0,1,8.5202,40.8173,0.3125,0.29583333333333334,0.14913872757186297,-0.04222253958512168
ravdess,48,5,1,0.7,0.1727,0,1,8.5202,40.8173,0.296875,0.2791666666666667,0.07079547673220965,-0.03616344291528639
ravdess,48,5,1,1.0,0.1727,0,1,8.5202,40.8173,0.2578125,0.25416666666666665,0.0032231613803359593,-0.03607645229210421
ravdess,48,5,2,0.2945,0.2945,1,1,8.5202,40.8173,0.38671875,0.375,0.30228954786243833,-0.04739712461479728
ravdess,48,5,2,0.0,0.2945,0,1,8.5202,40.8173,0.359375,0.3541666666666667,0.4479102230019003,-0.0547793058911088
ravdess,48,5,2,0.1,0.2945,0,1,8.5202,40.8173,0.3671875,0.3625,0.3991668797107115,-0.053616375687032924
ravdess,48,5,2,0.2,0.2945,0,1,8.5202,40.8173,0.37109375,0.35833333333333334,0.3492328365892503,-0.050851416071767463
ravdess,48,5,2,0.3,0.2945,0,1,8.5202,40.8173,0.38671875,0.375,0.2996255511601109,-0.04720120528470462
ravdess,48,5,2,0.5,0.2945,0,1,8.5202,40.8173,0.36328125,0.3541666666666667,0.21000742319370946,-0.03943045014353297
ravdess,48,5,2,0.7,0.2945,0,1,8.5202,40.8173,0.3359375,0.3333333333333333,0.1315303743750187,-0.030847033582152683
ravdess,48,5,2,1.0,0.2945,0,1,8.5202,40.8173,0.296875,0.3,0.05621340992689228,-0.022467312001643425
ravdess,48,5,5,0.5107,0.5107,1,1,8.5202,40.8173,0.36328125,0.35833333333333334,0.188049046666517,-0.06414946301447211
ravdess,48,5,5,0.0,0.5107,0,1,8.5202,40.8173,0.359375,0.3541666666666667,0.4479102230019003,-0.0547793058911088
ravdess,48,5,5,0.1,0.5107,0,1,8.5202,40.8173,0.3671875,0.35833333333333334,0.39328266592157046,-0.05710922791893047
ravdess,48,5,5,0.2,0.5107,0,1,8.5202,40.8173,0.359375,0.35,0.33937881235790757,-0.059151325849714276
ravdess,48,5,5,0.3,0.5107,0,1,8.5202,40.8173,0.359375,0.35,0.2873811961169579,-0.06043100022872139
ravdess,48,5,5,0.5,0.5107,0,1,8.5202,40.8173,0.37109375,0.3625,0.19259680348848796,-0.06392647463028478
ravdess,48,5,5,0.7,0.5107,0,1,8.5202,40.8173,0.35546875,0.3541666666666667,0.11724435758882357,-0.06956690219164097
ravdess,48,5,5,1.0,0.5107,0,1,8.5202,40.8173,0.35546875,0.35,0.04128587342705248,-0.07728320962552049
ravdess,48,5,10,0.6761,0.6761,1,1,8.5202,40.8173,0.3828125,0.37083333333333335,0.1310790660660548,-0.07444540140258793
ravdess,48,5,10,0.0,0.6761,0,1,8.5202,40.8173,0.359375,0.3541666666666667,0.4479102230019003,-0.0547793058911088
ravdess,48,5,10,0.1,0.6761,0,1,8.5202,40.8173,0.3671875,0.35833333333333334,0.3946775742751967,-0.05730442381071743
ravdess,48,5,10,0.2,0.6761,0,1,8.5202,40.8173,0.36328125,0.3541666666666667,0.34182985728311865,-0.059907002254239394
ravdess,48,5,10,0.3,0.6761,0,1,8.5202,40.8173,0.359375,0.35,0.29141125638204324,-0.0628655932178317
ravdess,48,5,10,0.5,0.6761,0,1,8.5202,40.8173,0.375,0.3625,0.20042265689804317,-0.0692451285887894
ravdess,48,5,10,0.7,0.6761,0,1,8.5202,40.8173,0.3828125,0.37083333333333335,0.12278181302255153,-0.07511222964839792
ravdess,48,5,10,1.0,0.6761,0,1,8.5202,40.8173,0.3828125,0.37083333333333335,0.048477758437818874,-0.07494915392142465
ravdess,48,5,20,0.8068,0.8068,1,1,8.5202,40.8173,0.4296875,0.4166666666666667,0.08682341838672536,-0.06742861599759253
ravdess,48,5,20,0.0,0.8068,0,1,8.5202,40.8173,0.359375,0.3541666666666667,0.4479102230019003,-0.0547793058911088
ravdess,48,5,20,0.1,0.8068,0,1,8.5202,40.8173,0.37109375,0.3625,0.39387287196448484,-0.05636398089459549
ravdess,48,5,20,0.2,0.8068,0,1,8.5202,40.8173,0.37109375,0.3625,0.34035598398019307,-0.05817337100217612
ravdess,48,5,20,0.3,0.8068,0,1,8.5202,40.8173,0.3828125,0.37083333333333335,0.28928989861107013,-0.060236289830554846
ravdess,48,5,20,0.5,0.8068,0,1,8.5202,40.8173,0.41015625,0.3958333333333333,0.1972870240801956,-0.06411836465145226
ravdess,48,5,20,0.7,0.8068,0,1,8.5202,40.8173,0.4296875,0.4166666666666667,0.12025167729908914,-0.06705162385630148
ravdess,48,5,20,1.0,0.8068,0,1,8.5202,40.8173,0.40234375,0.3875,0.042940410594195066,-0.06549249763110465
