dataset,seed,fold,k,lam,lam_star,is_lam_star,centered,tau2,within,test_uar,test_acc,leak_bits,control_bits
ravdess,49,3,1,0.2187,0.2187,1,1,11.2394,40.1561,0.403125,0.4066666666666667,0.15960749878763636,-0.051319584593371825
ravdess,49,3,1,0.0,0.2187,0,1,11.2394,40.1561,0.365625,0.37333333333333335,0.2945012647006924,-0.05631916728892472
ravdess,49,3,1,0.1,0.2187,0,1,11.2394,40.1561,0.39375000000000004,0.39666666666666667,0.237109223224921,-0.05425206437754415
ravdess,49,3,1,0.2,0.2187,0,1,11.2394,40.1561,0.40625,0.41,0.17196394076044097,-0.051802791120326486
ravdess,49,3,1,0.3,0.2187,0,1,11.2394,40.1561,0.384375,0.38666666666666666,0.11007342079852123,-0.049079891511471185
ravdess,49,3,1,0.5,0.2187,0,1,11.2394,40.1561,0.334375,0.34,0.02982035764427904,-0.045822507909015986
ravdess,49,3,1,0.7,0.2187,0,1,11.2394,40.1561,0.29374999999999996,0.3,-0.009369771996453835,-0.04245628872463536
ravdess,49,3,1,1.0,0.2187,0,1,11.2394,40.1561,0.265625,0.26666666666666666,-0.031085690651633247,-0.04346282654766398
ravdess,49,3,2,0.3589,0.3589,1,1,11.2394,40.1561,0.38125,0.38,0.08766627561239382,-0.058298276578530484
ravdess,49,3,2,0.0,0.3589,0,1,11.2394,40.1561,0.365625,0.37333333333333335,0.2945012647006924,-0.05631916728892472
ravdess,49,3,2,0.1,0.3589,0,1,11.2394,40.1561,0.365625,0.37,0.238662768869915,-0.05660946536197642
ravdess,49,3,2,0.2,0.3589,0,1,11.2394,40.1561,0.36875,0.37333333333333335,0.17732724788105036,-0.056897780741023585
ravdess,49,3,2,0.3,0.3589,0,1,11.2394,40.1561,0.36875,0.37333333333333335,0.11891890195589427,-0.057685949798650604
ravdess,49,3,2,0.5,0.3589,0,1,11.2394,40.1561,0.384375,0.38,0.02695248694938046,-0.05817757502453613
ravdess,49,3,2,0.7,0.3589,0,1,11.2394,40.1561,0.403125,0.3933333333333333,-0.026277609539226976,-0.05585031497844506
ravdess,49,3,2,1.0,0.3589,0,1,11.2394,40.1561,0.375,0.36,-0.05072106116866504,-0.05249632159561557
ravdess,49,3,5,0.5832,0.5832,1,1,11.2394,40.1561,0.41875,0.42,0.0092090549991104,-0.050145118266307964
ravdess,49,3,5,0.0,0.5832,0,1,11.2394,40.1561,0.365625,0.37333333333333335,0.2945012647006924,-0.05631916728892472
ravdess,49,3,5,0.1,0.5832,0,1,11.2394,40.1561,0.371875,0.37666666666666665,0.2405673304747724,-0.05419310462442661
ravdess,49,3,5,0.2,0.5832,0,1,11.2394,40.1561,0.39375000000000004,0.4,0.18652964446035325,-0.052336273849877823
ravdess,49,3,5,0.3,0.5832,0,1,11.2394,40.1561,0.39999999999999997,0.4066666666666667,0.13382946325162015,-0.05019546355553395
ravdess,49,3,5,0.5,0.5832,0,1,11.2394,40.1561,0.425,0.4266666666666667,0.04064677343632095,-0.04931664520105805
ravdess,49,3,5,0.7,0.5832,0,1,11.2394,40.1561,0.421875,0.42,-0.025201799501518796,-0.05267489688530791
ravdess,49,3,5,1.0,0.5832,0,1,11.2394,40.1561,0.38750000000000007,0.38666666666666666,-0.06265915397318533,-0.06095755898905697
ravdess,49,3,10,0.7368,0.7368,1,1,11.2394,40.1561,0.40625,0.41,-0.005014701568651692,-0.04402782822770401
ravdess,49,3,10,0.0,0.7368,0,1,11.2394,40.1561,0.365625,0.37333333333333335,0.2945012647006924,-0.05631916728892472
ravdess,49,3,10,0.1,0.7368,0,1,11.2394,40.1561,0.375,0.38,0.23902642882504077,-0.052906702198966205
ravdess,49,3,10,0.2,0.7368,0,1,11.2394,40.1561,0.378125,0.38333333333333336,0.1860467014192908,-0.05010550407448422
ravdess,49,3,10,0.3,0.7368,0,1,11.2394,40.1561,0.384375,0.39,0.13768650816722383,-0.047849149196690366
ravdess,49,3,10,0.5,0.7368,0,1,11.2394,40.1561,0.396875,0.4033333333333333,0.05642785734914213,-0.044970483301430164
ravdess,49,3,10,0.7,0.7368,0,1,11.2394,40.1561,0.40937500000000004,0.41333333333333333,0.0019682690613236353,-0.04390004068588915
ravdess,49,3,10,1.0,0.7368,0,1,11.2394,40.1561,0.390625,0.3933333333333333,-0.02244390966522314,-0.04885220158665282
ravdess,49,3,20,0.8484,0.8484,1,1,11.2394,40.1561,0.415625,0.4166666666666667,-0.028357713646532723,-0.05610921141437908
ravdess,49,3,20,0.0,0.8484,0,1,11.2394,40.1561,0.365625,0.37333333333333335,0.2945012647006924,-0.05631916728892472
ravdess,49,3,20,0.1,0.8484,0,1,11.2394,40.1561,0.375,0.38,0.2390007264354801,-0.05546584999130877
ravdess,49,3,20,0.2,0.8484,0,1,11.2394,40.1561,0.375,0.38,0.1858612902398522,-0.05485556864859431
ravdess,49,3,20,0.3,0.8484,0,1,11.2394,40.1561,0.384375,0.39,0.136671116737638,-0.054227786701312564
ravdess,49,3,20,0.5,0.8484,0,1,11.2394,40.1561,0.40625,0.41,0.054339689912817235,-0.05440004142431176
ravdess,49,3,20,0.7,0.8484,0,1,11.2394,40.1561,0.40312499999999996,0.4066666666666667,-0.0032303064492609224,-0.05518977190484442
ravdess,49,3,20,1.0,0.8484,0,1,11.2394,40.1561,0.415625,0.41333333333333333,-0.03771221906866007,-0.056986357178772096
