dataset,seed,fold,k,lam,lam_star,is_lam_star,centered,tau2,within,test_uar,test_acc,leak_bits,control_bits
ravdess,50,4,1,0.2153,0.2153,1,1,14.0968,51.377,0.403125,0.3933333333333333,0.22321160525150807,-0.052173080485653056
ravdess,50,4,1,0.0,0.2153,0,1,14.0968,51.377,0.425,0.41,0.34186076216670114,-0.0373834565738691
ravdess,50,4,1,0.1,0.2153,0,1,14.0968,51.377,0.43437499999999996,0.4166666666666667,0.28575975996837766,-0.04192245176690079
ravdess,50,4,1,0.2,0.2153,0,1,14.0968,51.377,0.41875,0.4033333333333333,0.23099154293823787,-0.05073741721069558
ravdess,50,4,1,0.3,0.2153,0,1,14.0968,51.377,0.40937500000000004,0.4,0.18391781102258697,-0.059648129791053606
ravdess,50,4,1,0.5,0.2153,0,1,14.0968,51.377,0.42500000000000004,0.4166666666666667,0.11314174659517118,-0.07923177664050707
ravdess,50,4,1,0.7,0.2153,0,1,14.0968,51.377,0.36875,0.3566666666666667,0.06025799396419229,-0.09439410023703454
ravdess,50,4,1,1.0,0.2153,0,1,14.0968,51.377,0.32499999999999996,0.32,0.01923805580862581,-0.10135719193307935
ravdess,50,4,2,0.3543,0.3543,1,1,14.0968,51.377,0.459375,0.44333333333333336,0.19358193952389824,-0.04397175752742033
ravdess,50,4,2,0.0,0.3543,0,1,14.0968,51.377,0.425,0.41,0.34186076216670114,-0.0373834565738691
ravdess,50,4,2,0.1,0.3543,0,1,14.0968,51.377,0.44375,0.4266666666666667,0.29785913690538335,-0.038800304911041916
ravdess,50,4,2,0.2,0.3543,0,1,14.0968,51.377,0.459375,0.44333333333333336,0.25470147853615366,-0.04141509848237135
ravdess,50,4,2,0.3,0.3543,0,1,14.0968,51.377,0.446875,0.43,0.2138407447056685,-0.04340991394975857
ravdess,50,4,2,0.5,0.3543,0,1,14.0968,51.377,0.453125,0.43666666666666665,0.143214530773907,-0.042331879677033335
ravdess,50,4,2,0.7,0.3543,0,1,14.0968,51.377,0.43125,0.4166666666666667,0.09035120093548787,-0.03819702255569313
ravdess,50,4,2,1.0,0.3543,0,1,14.0968,51.377,0.43125,0.41333333333333333,0.0477245063738283,-0.035873365257311995
ravdess,50,4,5,0.5784,0.5784,1,1,14.0968,51.377,0.44375000000000003,0.43333333333333335,0.0871592993750041,-0.027496639733754158
ravdess,50,4,5,0.0,0.5784,0,1,14.0968,51.377,0.425,0.41,0.34186076216670114,-0.0373834565738691
ravdess,50,4,5,0.1,0.5784,0,1,14.0968,51.377,0.425,0.41,0.28914441547290703,-0.034786615375348884
ravdess,50,4,5,0.2,0.5784,0,1,14.0968,51.377,0.4375,0.42333333333333334,0.23971164416630275,-0.032238804998657056
ravdess,50,4,5,0.3,0.5784,0,1,14.0968,51.377,0.446875,0.43,0.19369671419028167,-0.030150832935170513
ravdess,50,4,5,0.5,0.5784,0,1,14.0968,51.377,0.44375000000000003,0.43333333333333335,0.11425005476609673,-0.02771265927715083
ravdess,50,4,5,0.7,0.5784,0,1,14.0968,51.377,0.43437500000000007,0.42333333333333334,0.04889826116581153,-0.02744128437229021
ravdess,50,4,5,1.0,0.5784,0,1,14.0968,51.377,0.4375,0.4266666666666667,-0.016583731593103224,-0.02776400063723461
ravdess,50,4,10,0.7329,0.7329,1,1,14.0968,51.377,0.46875,0.45,0.08137980988442273,-0.0242808558446721
ravdess,50,4,10,0.0,0.7329,0,1,14.0968,51.377,0.425,0.41,0.34186076216670114,-0.0373834565738691
ravdess,50,4,10,0.1,0.7329,0,1,14.0968,51.377,0.446875,0.4266666666666667,0.2955918335134329,-0.03179169002747306
ravdess,50,4,10,0.2,0.7329,0,1,14.0968,51.377,0.446875,0.43,0.2530288155999405,-0.027103557957034674
ravdess,50,4,10,0.3,0.7329,0,1,14.0968,51.377,0.446875,0.43,0.2139893525681158,-0.024004119421698
ravdess,50,4,10,0.5,0.7329,0,1,14.0968,51.377,0.475,0.45666666666666667,0.14535675762790312,-0.02172884906281425
ravdess,50,4,10,0.7,0.7329,0,1,14.0968,51.377,0.46875,0.45,0.08913710307793687,-0.023660006501863506
ravdess,50,4,10,1.0,0.7329,0,1,14.0968,51.377,0.459375,0.44,0.0385750750664271,-0.03516936855485708
ravdess,50,4,20,0.8459,0.8459,1,1,14.0968,51.377,0.459375,0.44,0.0613799449660295,-0.04924038153374344
ravdess,50,4,20,0.0,0.8459,0,1,14.0968,51.377,0.425,0.41,0.34186076216670114,-0.0373834565738691
ravdess,50,4,20,0.1,0.8459,0,1,14.0968,51.377,0.428125,0.41,0.29355850809080675,-0.037077160332684045
ravdess,50,4,20,0.2,0.8459,0,1,14.0968,51.377,0.44687499999999997,0.4266666666666667,0.24925599922651154,-0.037429444246019905
ravdess,50,4,20,0.3,0.8459,0,1,14.0968,51.377,0.44999999999999996,0.43,0.208169698332632,-0.03801339423169203
ravdess,50,4,20,0.5,0.8459,0,1,14.0968,51.377,0.45625,0.43666666666666665,0.13923035986906918,-0.04117079621645958
ravdess,50,4,20,0.7,0.8459,0,1,14.0968,51.377,0.46249999999999997,0.44333333333333336,0.0879261450459019,-0.045471795851008245
ravdess,50,4,20,1.0,0.8459,0,1,14.0968,51.377,0.46562500000000007,0.44333333333333336,0.04501478788092372,-0.053698333176777524
