pos,seed,fold,tau2,within,protocol,draw,k,lam,lam_star,is_lam_star,test_uar,test_acc,n_rows,leak_bits,control_bits,leak_mlp_bits,control_mlp_bits,dataset
0,53,2,,,fixed,0,1,1.0,,0,0.4678905379242434,0.4462081128747795,567,0.4818462312768995,-0.012463544283768835,,,iemocap
0,53,2,,,fixed,0,2,1.0,,0,0.46136673328057354,0.4444444444444444,567,0.4408209177396183,-0.01252092750996403,,,iemocap
0,53,2,,,fixed,0,5,1.0,,0,0.5171314694724216,0.4973544973544973,567,0.20591526957220196,-0.011684495634376901,,,iemocap
0,53,2,,,fixed,0,10,1.0,,0,0.5261637337027056,0.5044091710758377,567,0.12884060012954934,-0.012565324234266706,,,iemocap
0,53,2,,,fixed,0,-1,1.0,,0,0.5421840360327826,0.5379188712522046,567,0.014123271203275833,-0.013750540454004145,-0.015028192195907675,-0.008544391051995892,iemocap
0,53,2,,,resampled,0,1,1.0,,0,0.4133873076784389,0.4038800705467372,567,0.008068530069051838,-0.00589292843647482,,,iemocap
0,53,2,,,resampled,0,2,1.0,,0,0.44811269408383375,0.4409171075837742,567,0.01504081581570349,-0.010427722766898073,,,iemocap
0,53,2,,,resampled,0,5,1.0,,0,0.48883910694527927,0.49029982363315694,567,0.010489871973233034,-0.01238117762329205,,,iemocap
0,53,2,,,resampled,0,10,1.0,,0,0.5399959677845712,0.5326278659611993,567,0.017776604049449585,-0.01605460715032736,,,iemocap
0,53,2,,,fixed,1,1,1.0,,0,0.5439455380184638,0.5220458553791887,567,0.10582525776622409,-0.00499955327402124,,,iemocap
0,53,2,,,fixed,1,2,1.0,,0,0.5507802814137867,0.5220458553791887,567,0.027873474585805913,-0.0008365850878788716,,,iemocap
0,53,2,,,fixed,1,5,1.0,,0,0.5328002534120839,0.48853615520282184,567,0.038324810797354836,-0.004970341577844817,,,iemocap
0,53,2,,,fixed,1,10,1.0,,0,0.5480773854657195,0.5097001763668431,567,0.09578959149005206,-0.006063187651649815,,,iemocap
0,53,2,,,fixed,1,-1,1.0,,0,0.5409921149599596,0.5291005291005291,567,0.0277608291637077,-0.005878954948559945,-0.010087020776929023,-0.003101640398612382,iemocap
0,53,2,,,resampled,1,1,1.0,,0,0.46476231808870083,0.4514991181657848,567,0.002157789830122492,-0.0040810506026552895,,,iemocap
0,53,2,,,resampled,1,2,1.0,,0,0.47461051194561954,0.4603174603174603,567,0.013933371487203305,-0.00906947960708071,,,iemocap
0,53,2,,,resampled,1,5,1.0,,0,0.5055216979939873,0.5026455026455027,567,0.028747665381179455,-0.004494962717496609,,,iemocap
0,53,2,,,resampled,1,10,1.0,,0,0.521895909822545,0.5132275132275133,567,0.021269868414093063,-0.0037285768036942057,,,iemocap
0,53,2,,,pseudo_split,0,0,1.0,,0,0.5454344403519273,0.5397526501766784,1132,-0.00827755345844039,-0.008415712979268242,-0.012897682750112271,-0.006294126548834655,iemocap
