pos,seed,fold,tau2,within,protocol,draw,k,lam,lam_star,is_lam_star,test_uar,test_acc,n_rows,leak_bits,control_bits,leak_mlp_bits,control_mlp_bits,dataset
0,51,4,,,fixed,0,1,1.0,,0,0.5212917241177015,0.47882136279926335,543,0.04460549709902184,-0.0007254323596603829,,,iemocap
0,51,4,,,fixed,0,2,1.0,,0,0.5107285124380946,0.46408839779005523,543,0.025390315929622154,0.0016353212171482667,,,iemocap
0,51,4,,,fixed,0,5,1.0,,0,0.514585850281546,0.4677716390423573,543,0.027746376767573633,0.002044930922599386,,,iemocap
0,51,4,,,fixed,0,10,1.0,,0,0.5347877060819296,0.48987108655616945,543,0.028206565946795048,0.0015468102875970668,,,iemocap
0,51,4,,,fixed,0,-1,1.0,,0,0.540893731002612,0.4953959484346225,543,0.031813974068052975,0.0025216170998825227,0.01999623490446434,-0.0007349699355083672,iemocap
0,51,4,,,resampled,0,1,1.0,,0,0.5009532603891225,0.4567219152854512,543,0.012383602241397562,0.00262574530768922,,,iemocap
0,51,4,,,resampled,0,2,1.0,,0,0.5004365715297611,0.4530386740331492,543,0.019521524564927395,-0.0027714475116358273,,,iemocap
0,51,4,,,resampled,0,5,1.0,,0,0.5385819368090303,0.49355432780847147,543,0.032220075591846586,0.0034335691043119176,,,iemocap
0,51,4,,,resampled,0,10,1.0,,0,0.5160968036998986,0.4714548802946593,543,0.03296671082162994,0.0002999432798503898,,,iemocap
0,51,4,,,fixed,1,1,1.0,,0,0.5408645929177118,0.4953959484346225,543,0.03226259100358164,0.000517377755064774,,,iemocap
0,51,4,,,fixed,1,2,1.0,,0,0.5403105776511333,0.48987108655616945,543,0.01195974122631982,0.00015308419831516762,,,iemocap
0,51,4,,,fixed,1,5,1.0,,0,0.5475961852425245,0.4990791896869245,543,0.019839422184293354,-0.0006729722677232264,,,iemocap
0,51,4,,,fixed,1,10,1.0,,0,0.5513018971825541,0.5027624309392266,543,0.026109340558416405,-0.0008155848608006888,,,iemocap
0,51,4,,,fixed,1,-1,1.0,,0,0.5426807626528053,0.49171270718232046,543,0.044591876864881974,-0.0005294162207565289,0.0072171804023952735,-0.008459631395773659,iemocap
0,51,4,,,resampled,1,1,1.0,,0,0.521405098580531,0.4714548802946593,543,0.03528117887483606,-0.0059244026024023455,,,iemocap
0,51,4,,,resampled,1,2,1.0,,0,0.5370946830364968,0.4861878453038674,543,0.02544567425908628,0.01793575326400776,,,iemocap
0,51,4,,,resampled,1,5,1.0,,0,0.5361928061648489,0.4880294659300184,543,0.03415359332027712,0.002246877658723001,,,iemocap
0,51,4,,,resampled,1,10,1.0,,0,0.5492477361689314,0.4990791896869245,543,0.03537809881520937,0.0022980661804048452,,,iemocap
0,51,4,,,pseudo_split,0,0,1.0,,0,0.5297137342881963,0.4774193548387097,1085,-0.005589183878509041,-0.0037533858104695783,-0.00844514994141543,-0.016076840336793796,iemocap
