pos,seed,fold,tau2,within,protocol,draw,k,lam,lam_star,is_lam_star,test_uar,test_acc,n_rows,leak_bits,control_bits,leak_mlp_bits,control_mlp_bits,dataset
0,52,2,,,fixed,0,1,1.0,,0,0.3927220035592707,0.4021164021164021,567,0.041187616626568446,-0.01236741153851173,,,iemocap
0,52,2,,,fixed,0,2,1.0,,0,0.3961449039399602,0.4074074074074074,567,0.033460729679387846,-0.012569850364382074,,,iemocap
0,52,2,,,fixed,0,5,1.0,,0,0.5001326017577168,0.4991181657848324,567,0.027656565568103808,-0.008363252609690841,,,iemocap
0,52,2,,,fixed,0,10,1.0,,0,0.48868275877405354,0.49559082892416223,567,0.027165460758087456,-0.007843818640021039,,,iemocap
0,52,2,,,fixed,0,-1,1.0,,0,0.5392165745968747,0.5255731922398589,567,0.03891378649949018,-0.005942835903123833,0.03112904465541977,-0.004345326997208243,iemocap
0,52,2,,,resampled,0,1,1.0,,0,0.45348676578489644,0.4409171075837742,567,0.020099662520719375,-0.012011264536071264,,,iemocap
0,52,2,,,resampled,0,2,1.0,,0,0.4820929788974172,0.47266313932980597,567,0.03291458612119236,-0.004837952826821534,,,iemocap
0,52,2,,,resampled,0,5,1.0,,0,0.5179147972534145,0.5044091710758377,567,0.03280713520592993,-0.00464362027460874,,,iemocap
0,52,2,,,resampled,0,10,1.0,,0,0.5372641270950547,0.5220458553791887,567,0.033557940117251106,-0.00573292150542859,,,iemocap
0,52,2,,,fixed,1,1,1.0,,0,0.4684609917146243,0.42857142857142855,567,0.027802746303091985,-0.006623973064859401,,,iemocap
0,52,2,,,fixed,1,2,1.0,,0,0.48185440877046715,0.43386243386243384,567,0.15785553400324248,-0.00736863611028904,,,iemocap
0,52,2,,,fixed,1,5,1.0,,0,0.5474954121493789,0.5202821869488536,567,0.03735845237934288,-0.013943580264332178,,,iemocap
0,52,2,,,fixed,1,10,1.0,,0,0.5460470224608296,0.5238095238095238,567,0.03710711654989163,-0.013453159515329993,,,iemocap
0,52,2,,,fixed,1,-1,1.0,,0,0.5416602384813041,0.527336860670194,567,0.03178103619003492,-0.013894661242324746,0.03370112713585327,-0.014529176823754542,iemocap
0,52,2,,,resampled,1,1,1.0,,0,0.4613080089067537,0.4479717813051146,567,0.027160863481963782,-0.008140025649279736,,,iemocap
0,52,2,,,resampled,1,2,1.0,,0,0.5174771321711769,0.5026455026455027,567,0.020702206855912397,-0.018203434884300762,,,iemocap
0,52,2,,,resampled,1,5,1.0,,0,0.5447434160195944,0.5308641975308642,567,0.027934278843828264,-0.015287911701400203,,,iemocap
0,52,2,,,resampled,1,10,1.0,,0,0.5405550100012546,0.5255731922398589,567,0.027096904546719536,-0.016676852792139263,,,iemocap
0,52,2,,,pseudo_split,0,0,1.0,,0,0.5500728934095911,0.5335689045936396,1132,-0.0017463546798494045,-0.004557416669626835,-0.0058425692267680684,-0.00879891257932608,iemocap
