pos,seed,fold,tau2,within,protocol,draw,k,lam,lam_star,is_lam_star,test_uar,test_acc,n_rows,leak_bits,control_bits,leak_mlp_bits,control_mlp_bits,dataset
4,52,3,18.1616,109.1399,fixed,0,1,0.1427,0.1427,1,0.5490700591998033,0.5683453237410072,556,0.16138391153300358,0.0010140632848193443,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,1,0.0,0.1427,0,0.5392544787699253,0.5593525179856115,556,0.1648091801806072,0.002337833653175636,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,1,0.1,0.1427,0,0.5332109817558761,0.552158273381295,556,0.15750180536237668,0.0011035919635458136,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,1,0.2,0.1427,0,0.5547676297464702,0.5719424460431655,556,0.1720706156847298,0.0009483044216366254,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,1,0.3,0.1427,0,0.5448175149719796,0.5593525179856115,556,0.2049403478362255,0.0007900222812552427,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,1,0.5,0.1427,0,0.5076487368863225,0.5107913669064749,556,0.2886625010335163,0.0019388175664525331,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,1,0.7,0.1427,0,0.4758568754752296,0.4712230215827338,556,0.3878262671097773,0.005552944921687675,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,1,1.0,0.1427,0,0.3950212127154934,0.36330935251798563,556,0.5529564302966292,0.007337928449125841,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,2,0.2497,0.2497,1,0.5441640166411282,0.5575539568345323,556,0.1223920830441948,0.0018672973225730694,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,2,0.0,0.2497,0,0.5392544787699253,0.5593525179856115,556,0.1648091801806072,0.002337833653175636,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,2,0.1,0.2497,0,0.5297214634709345,0.5467625899280576,556,0.13756697402233686,0.0016599301111160925,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,2,0.2,0.2497,0,0.5498075232262345,0.564748201438849,556,0.12447943232575909,0.0017370460215335726,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,2,0.3,0.2497,0,0.5441194533612708,0.5575539568345323,556,0.12322686046765674,0.001992465146103073,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,2,0.5,0.2497,0,0.538173504498866,0.5467625899280576,556,0.13730532182714028,0.002426564390480168,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,2,0.7,0.2497,0,0.4954223682486123,0.49640287769784175,556,0.1540260520413832,0.0034454011560958175,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,2,1.0,0.2497,0,0.45515532011589105,0.4370503597122302,556,0.2560690274445443,0.005199861642215864,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,5,0.4542,0.4542,1,0.5374249055170889,0.5467625899280576,556,0.10957537900633907,0.0030929782099197167,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,5,0.0,0.4542,0,0.5392544787699253,0.5593525179856115,556,0.1648091801806072,0.002337833653175636,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,5,0.1,0.4542,0,0.5371635312071199,0.5557553956834532,556,0.13847495114941244,0.001962213272359681,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,5,0.2,0.4542,0,0.5272604272132053,0.5413669064748201,556,0.1205586699988529,0.0019039214600535814,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,5,0.3,0.4542,0,0.5320121130172946,0.5413669064748201,556,0.11042407520734465,0.0022458758920125277,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,5,0.5,0.4542,0,0.538895493752383,0.5485611510791367,556,0.11219159319246974,0.0033651864072066218,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,5,0.7,0.4542,0,0.5307624175864735,0.5359712230215827,556,0.13472042907338966,0.004088738820122839,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,5,1.0,0.4542,0,0.5082674619401909,0.5053956834532374,556,0.18131076164399262,0.004693041938861442,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,10,0.6246,0.6246,1,0.5381740596827351,0.552158273381295,556,0.053300310042302956,0.0025312119295128888,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,10,0.0,0.6246,0,0.5392544787699253,0.5593525179856115,556,0.1648091801806072,0.002337833653175636,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,10,0.1,0.6246,0,0.5430904474281537,0.5629496402877698,556,0.13730407704167935,0.0021184375415836953,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,10,0.2,0.6246,0,0.5359763526077533,0.5539568345323741,556,0.11322658703433985,0.001936097330800024,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,10,0.3,0.6246,0,0.532220533733441,0.5485611510791367,556,0.09286221652415705,0.0019485236016549834,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,10,0.5,0.6246,0,0.5454848850800669,0.5593525179856115,556,0.06309521216063341,0.002288129576898168,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,10,0.7,0.6246,0,0.5448199624726983,0.5575539568345323,556,0.05096334647160883,0.002609292092035198,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,10,1.0,0.6246,0,0.5352779703979089,0.5431654676258992,556,0.07249307353316847,0.0027729637197074775,,,iemocap
4,52,3,18.1616,109.1399,fixed,0,-1,0.9788,0.9788,1,0.533000113539011,0.5467625899280576,556,0.03310915054442032,0.002758098542117726,0.00788492305055477,-0.0025345341614914085,iemocap
4,52,3,18.1616,109.1399,fixed,0,-1,1.0,0.9788,0,0.533000113539011,0.5467625899280576,556,0.0328884141243283,0.0027798991061049882,0.007514342905532545,-0.0031861164007780385,iemocap
4,52,3,18.1616,109.1399,resampled,0,1,0.1427,0.1427,1,0.5577031214470187,0.5755395683453237,556,0.1290008152422666,0.004938072778743918,,,iemocap
4,52,3,18.1616,109.1399,resampled,0,1,1.0,0.1427,0,0.4990295464163429,0.5017985611510791,556,-0.0030008164030332907,-0.001806202045935179,,,iemocap
4,52,3,18.1616,109.1399,resampled,0,2,0.2497,0.2497,1,0.5390327414604119,0.5593525179856115,556,0.10738441659299824,-0.00199369728347476,,,iemocap
4,52,3,18.1616,109.1399,resampled,0,2,1.0,0.2497,0,0.49323334862825796,0.5017985611510791,556,0.0017264521231847851,-0.0006878015986201413,,,iemocap
4,52,3,18.1616,109.1399,resampled,0,5,0.4542,0.4542,1,0.5302882827427897,0.5467625899280576,556,0.07895779716774798,0.0003662146449188164,,,iemocap
4,52,3,18.1616,109.1399,resampled,0,5,1.0,0.4542,0,0.5017378819000362,0.5143884892086331,556,0.013717805274490513,-0.007442230631485858,,,iemocap
4,52,3,18.1616,109.1399,resampled,0,10,0.6246,0.6246,1,0.5463951833185858,0.564748201438849,556,0.05428699629265499,0.001949445447053888,,,iemocap
4,52,3,18.1616,109.1399,resampled,0,10,1.0,0.6246,0,0.5257759672006754,0.5413669064748201,556,0.029774239631916277,0.0006652487629839055,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,1,0.1427,0.1427,1,0.4957371335035756,0.512589928057554,556,0.09631729573344705,-0.004600396276060348,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,1,0.0,0.1427,0,0.5043776213317335,0.5215827338129496,556,0.12485625940779643,-0.0010671413510340289,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,1,0.1,0.1427,0,0.4949084255171433,0.5107913669064749,556,0.10086215274346544,-0.0036523134756631936,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,1,0.2,0.1427,0,0.50361683237098,0.5197841726618705,556,0.09525026787931778,-0.005888490775349364,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,1,0.3,0.1427,0,0.5036411291130114,0.5197841726618705,556,0.10760240649974184,-0.00797596327752359,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,1,0.5,0.1427,0,0.48331925240815604,0.49640287769784175,556,0.1671197528755195,-0.009868949946085559,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,1,0.7,0.1427,0,0.4457807504609368,0.45323741007194246,556,0.2409044978440572,-0.009007599834854663,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,1,1.0,0.1427,0,0.41421939796490415,0.4010791366906475,556,0.40200244280139996,-0.006714409208073757,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,2,0.2497,0.2497,1,0.5052706797321177,0.5215827338129496,556,0.1232296485703146,-0.004955674260230136,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,2,0.0,0.2497,0,0.5043776213317335,0.5215827338129496,556,0.12485625940779643,-0.0010671413510340289,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,2,0.1,0.2497,0,0.4981784811505574,0.5143884892086331,556,0.11855735224337194,-0.002764559801908373,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,2,0.2,0.2497,0,0.5049946360747515,0.5215827338129496,556,0.11986353585002585,-0.004207041818908186,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,2,0.3,0.2497,0,0.5025532884277698,0.5197841726618705,556,0.1288309036587243,-0.0056428493050890705,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,2,0.5,0.2497,0,0.5062286655607876,0.5215827338129496,556,0.1676750795131029,-0.007716483791472051,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,2,0.7,0.2497,0,0.4995954863204638,0.5107913669064749,556,0.2289820948826884,-0.00934800938045921,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,2,1.0,0.2497,0,0.4794723422293675,0.48201438848920863,556,0.3679513861718413,-0.011866878478674847,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,5,0.4542,0.4542,1,0.4995429425074991,0.5161870503597122,556,0.12174382539435402,-0.005757620273750597,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,5,0.0,0.4542,0,0.5043776213317335,0.5215827338129496,556,0.12485625940779643,-0.0010671413510340289,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,5,0.1,0.4542,0,0.5026694991146292,0.5197841726618705,556,0.11826195209347079,-0.002451012691196963,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,5,0.2,0.4542,0,0.5016190223267973,0.5179856115107914,556,0.11544492733154754,-0.003629092273299994,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,5,0.3,0.4542,0,0.5016839497550831,0.5179856115107914,556,0.11617415584792135,-0.004445914611754365,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,5,0.5,0.4542,0,0.5013159921528891,0.5179856115107914,556,0.12416865386171227,-0.006133887300317831,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,5,0.7,0.4542,0,0.48746872227224197,0.5,556,0.1403801868113016,-0.00795849656272174,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,5,1.0,0.4542,0,0.47356901510435334,0.4784172661870504,556,0.19792754768433696,-0.011290756090508447,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,10,0.6246,0.6246,1,0.5075789057336831,0.5215827338129496,556,0.05508203223440278,-0.006605950723449272,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,10,0.0,0.6246,0,0.5043776213317335,0.5215827338129496,556,0.12485625940779643,-0.0010671413510340289,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,10,0.1,0.6246,0,0.5044425487600193,0.5215827338129496,556,0.11144556612665502,-0.0022599813111235934,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,10,0.2,0.6246,0,0.49967548713858134,0.5161870503597122,556,0.09896480476059488,-0.0032951151858924277,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,10,0.3,0.6246,0,0.5017245804413375,0.5179856115107914,556,0.08751543332939926,-0.004163951433959756,,,iemocap
4,52,3,18.1616,109.1399,fixed,1,10,0.5,0.6246,0,0.5071730072197453,0.5215827338129496,556,0.06678444203874245,-0.005689020001975242,,,iemocap
