dataset,seed,fold,k,lam,lam_star,is_lam_star,is_matrix,tau2,within,test_uar,test_acc,leak_bits,control_bits
cremad,43,5,1,0.0,0.1201,0,0,5.2397,38.39,0.4048488217671948,0.4095238095238095,0.4845788527936934,-0.060817159752281746
cremad,43,5,1,0.1,0.1201,0,0,5.2397,38.39,0.42001605979184037,0.4238095238095238,0.3830932296244831,-0.06035849621736311
cremad,43,5,1,0.1201,0.1201,1,0,5.2397,38.39,0.42433367305969916,0.427891156462585,0.3634114459495277,-0.06013288168193309
cremad,43,5,1,0.2,0.1201,0,0,5.2397,38.39,0.4337440933938664,0.43673469387755104,0.28847415110075314,-0.05915854274872956
cremad,43,5,1,0.3,0.1201,0,0,5.2397,38.39,0.459757867753791,0.46190476190476193,0.20596593786082362,-0.057509519104437246
cremad,43,5,1,0.5,0.1201,0,0,5.2397,38.39,0.48023719077179655,0.4816326530612245,0.08511966746967659,-0.05608069438179708
cremad,43,5,1,0.7,0.1201,0,0,5.2397,38.39,0.467843355261126,0.46870748299319726,0.014262954619163715,-0.05678828969184746
cremad,43,5,1,1.0,0.1201,0,0,5.2397,38.39,0.43896043732048556,0.4387755102040816,-0.036295329621423456,-0.05699764926170481
cremad,43,5,1,0.025399872856756957,0.1201,0,1,5.2397,38.39,0.3737453287624695,0.37891156462585035,0.2585719179975827,-0.05887121013258945
cremad,43,5,2,0.0,0.2144,0,0,5.2397,38.39,0.4048488217671948,0.4095238095238095,0.4845788527936934,-0.060817159752281746
cremad,43,5,2,0.1,0.2144,0,0,5.2397,38.39,0.4211217146916211,0.42517006802721086,0.3871884875316485,-0.061771504914241326
cremad,43,5,2,0.2,0.2144,0,0,5.2397,38.39,0.4302016739244572,0.43333333333333335,0.29565835543451113,-0.061169454416833524
cremad,43,5,2,0.2144,0.2144,1,0,5.2397,38.39,0.43429692084375676,0.43741496598639457,0.2831542756904235,-0.0609738196674261
cremad,43,5,2,0.3,0.2144,0,0,5.2397,38.39,0.4471385774730536,0.4496598639455782,0.21432199762955673,-0.05993457225143395
cremad,43,5,2,0.5,0.2144,0,0,5.2397,38.39,0.47536675005404744,0.47687074829931975,0.08688202470636419,-0.05870232128605046
cremad,43,5,2,0.7,0.2144,0,0,5.2397,38.39,0.49617962259489173,0.4965986394557823,0.00961043665592598,-0.06405391293202545
cremad,43,5,2,1.0,0.2144,0,0,5.2397,38.39,0.4801352728620402,0.47959183673469385,-0.04167311972020471,-0.06405739276935307
cremad,43,5,2,0.04142444606215278,0.2144,0,1,5.2397,38.39,0.3675437783748725,0.373469387755102,0.20412580215170095,-0.06167081633419702
cremad,43,5,5,0.0,0.4056,0,0,5.2397,38.39,0.4048488217671948,0.4095238095238095,0.4845788527936934,-0.060817159752281746
cremad,43,5,5,0.1,0.4056,0,0,5.2397,38.39,0.42621452175792945,0.42993197278911566,0.3896938226391735,-0.061081112077110866
cremad,43,5,5,0.2,0.4056,0,0,5.2397,38.39,0.44680502795021465,0.4496598639455782,0.30264230404100845,-0.060416982960598276
cremad,43,5,5,0.3,0.4056,0,0,5.2397,38.39,0.46772599524383085,0.47006802721088436,0.22586557076987157,-0.05884585848021384
cremad,43,5,5,0.4056,0.4056,1,0,5.2397,38.39,0.4825596837456376,0.48435374149659866,0.1567728299577471,-0.0578580742997552
cremad,43,5,5,0.5,0.4056,0,0,5.2397,38.39,0.5137712715031347,0.5156462585034014,0.10491192114748848,-0.05765611314115837
cremad,43,5,5,0.7,0.4056,0,0,5.2397,38.39,0.5470922511504369,0.5476190476190477,0.022342693501321342,-0.05960741856818785
cremad,43,5,5,1.0,0.4056,0,0,5.2397,38.39,0.5607183668427067,0.5585034013605442,-0.03728326265086679,-0.06372154298958765
cremad,43,5,5,0.07316074035878568,0.4056,0,1,5.2397,38.39,0.3759504617190154,0.38299319727891157,0.1381119885960862,-0.05785066053606602
cremad,43,5,10,0.0,0.5771,0,0,5.2397,38.39,0.4048488217671948,0.4095238095238095,0.4845788527936934,-0.060817159752281746
cremad,43,5,10,0.1,0.5771,0,0,5.2397,38.39,0.42466413416103027,0.42857142857142855,0.3905152192341248,-0.061542115821001886
cremad,43,5,10,0.2,0.5771,0,0,5.2397,38.39,0.4494610704468946,0.4523809523809524,0.30479373875117455,-0.06123883834256727
cremad,43,5,10,0.3,0.5771,0,0,5.2397,38.39,0.467392445720992,0.47006802721088436,0.22894646880189828,-0.06009024100926563
cremad,43,5,10,0.5,0.5771,0,0,5.2397,38.39,0.5149881095771951,0.5170068027210885,0.10923149209386729,-0.057218177331836095
cremad,43,5,10,0.5771,0.5771,1,0,5.2397,38.39,0.5334723123011829,0.535374149659864,0.07354005384849849,-0.057377502765859845
cremad,43,5,10,0.7,0.5771,0,0,5.2397,38.39,0.5604836468081164,0.5612244897959183,0.02622563815316692,-0.05936931696613357
cremad,43,5,10,1.0,0.5771,0,0,5.2397,38.39,0.5800827696964082,0.5789115646258504,-0.0376632230564784,-0.06625544265679206
cremad,43,5,10,0.10558185277368516,0.5771,0,1,5.2397,38.39,0.40904289817474293,0.4163265306122449,0.08451592224917981,-0.05869786333970328
cremad,43,5,20,0.0,0.7319,0,0,5.2397,38.39,0.4048488217671948,0.4095238095238095,0.4845788527936934,-0.060817159752281746
cremad,43,5,20,0.1,0.7319,0,0,5.2397,38.39,0.4218969084900707,0.42585034013605444,0.3897513544281592,-0.06082541784701956
cremad,43,5,20,0.2,0.7319,0,0,5.2397,38.39,0.44614101732604466,0.4489795918367347,0.3031141256414531,-0.05982409702772529
cremad,43,5,20,0.3,0.7319,0,0,5.2397,38.39,0.4681676395194416,0.4707482993197279,0.22677104444849094,-0.05768177852201273
cremad,43,5,20,0.5,0.7319,0,0,5.2397,38.39,0.5184193458723246,0.5204081632653061,0.10734468034933364,-0.05386178244503892
cremad,43,5,20,0.7,0.7319,0,0,5.2397,38.39,0.5744309583371938,0.5748299319727891,0.023099631059444903,-0.053559593517511495
cremad,43,5,20,0.7319,0.7319,1,0,5.2397,38.39,0.5745421415114734,0.5748299319727891,0.013046456963386355,-0.053921659848287895
cremad,43,5,20,1.0,0.7319,0,0,5.2397,38.39,0.6122950060224218,0.610204081632653,-0.04260479048088062,-0.05694030788656956
cremad,43,5,20,0.1437071879148434,0.7319,0,1,5.2397,38.39,0.4299607770468514,0.43741496598639457,0.043355180095450585,-0.05432971624743299
