dataset,seed,fold,k,lam,lam_star,is_lam_star,centered,tau2,within,test_uar,test_acc,leak_bits,control_bits
cremad,49,1,1,0.1259,0.1259,1,1,3.0193,20.9625,0.5744047619047619,0.5724932249322493,0.23463150050285808,-0.05569648279534434
cremad,49,1,1,0.0,0.1259,0,1,3.0193,20.9625,0.5625,0.5609756097560976,0.2992162273996031,-0.053816231459987485
cremad,49,1,1,0.1,0.1259,0,1,3.0193,20.9625,0.5742945326278659,0.5724932249322493,0.24775917819755966,-0.05532823816573895
cremad,49,1,1,0.2,0.1259,0,1,3.0193,20.9625,0.5728615520282186,0.5704607046070461,0.19758648384803124,-0.056985464306092304
cremad,49,1,1,0.3,0.1259,0,1,3.0193,20.9625,0.5676807760141094,0.5650406504065041,0.1509396129381262,-0.05868848027044038
cremad,49,1,1,0.5,0.1259,0,1,3.0193,20.9625,0.546847442680776,0.5440379403794038,0.07242936739101946,-0.06089680648303197
cremad,49,1,1,0.7,0.1259,0,1,3.0193,20.9625,0.513888888888889,0.5121951219512195,0.01644494026177501,-0.06153354586465376
cremad,49,1,1,1.0,0.1259,0,1,3.0193,20.9625,0.44323192239858916,0.4424119241192412,-0.03312296447832974,-0.06142697373971906
cremad,49,1,2,0.2236,0.2236,1,1,3.0193,20.9625,0.5794753086419754,0.5779132791327913,0.1822878294559973,-0.057877232086478436
cremad,49,1,2,0.0,0.2236,0,1,3.0193,20.9625,0.5625,0.5609756097560976,0.2992162273996031,-0.053816231459987485
cremad,49,1,2,0.1,0.2236,0,1,3.0193,20.9625,0.5729717813051146,0.5711382113821138,0.2453434894820834,-0.05557614807444189
cremad,49,1,2,0.2,0.2236,0,1,3.0193,20.9625,0.5796957671957672,0.5779132791327913,0.19393041135317635,-0.05747431221181021
cremad,49,1,2,0.3,0.2236,0,1,3.0193,20.9625,0.5841049382716049,0.5826558265582655,0.14619591125662357,-0.058736902601490115
cremad,49,1,2,0.5,0.2236,0,1,3.0193,20.9625,0.5846560846560847,0.5833333333333334,0.06613320861184135,-0.05867411053443039
cremad,49,1,2,0.7,0.2236,0,1,3.0193,20.9625,0.5778218694885363,0.5765582655826558,0.009952207927810264,-0.057264483008265366
cremad,49,1,2,1.0,0.2236,0,1,3.0193,20.9625,0.5261243386243386,0.5257452574525745,-0.03372140461158324,-0.05312432279203705
cremad,49,1,5,0.4187,0.4187,1,1,3.0193,20.9625,0.6008597883597884,0.5995934959349594,0.11329818286804283,-0.05710673016594381
cremad,49,1,5,0.0,0.4187,0,1,3.0193,20.9625,0.5625,0.5609756097560976,0.2992162273996031,-0.053816231459987485
cremad,49,1,5,0.1,0.4187,0,1,3.0193,20.9625,0.5758377425044091,0.5745257452574526,0.24845598170203997,-0.05468540331028837
cremad,49,1,5,0.2,0.4187,0,1,3.0193,20.9625,0.5795855379188714,0.5779132791327913,0.20155893842576145,-0.05553686260392787
cremad,49,1,5,0.3,0.4187,0,1,3.0193,20.9625,0.58586860670194,0.5846883468834688,0.15867510809784147,-0.056308144965965035
cremad,49,1,5,0.5,0.4187,0,1,3.0193,20.9625,0.605599647266314,0.6043360433604336,0.08595787486412121,-0.05737999861454046
cremad,49,1,5,0.7,0.4187,0,1,3.0193,20.9625,0.6020723104056437,0.6009485094850948,0.032832140999940584,-0.05700618541086655
cremad,49,1,5,1.0,0.4187,0,1,3.0193,20.9625,0.5854276895943563,0.5846883468834688,-0.008468981978923651,-0.0546614906324292
cremad,49,1,10,0.5902,0.5902,1,1,3.0193,20.9625,0.6080246913580247,0.6063685636856369,0.05391708682555407,-0.05555293842585485
cremad,49,1,10,0.0,0.5902,0,1,3.0193,20.9625,0.5625,0.5609756097560976,0.2992162273996031,-0.053816231459987485
