dataset,seed,fold,k,lam,lam_star,is_lam_star,centered,tau2,within,test_uar,test_acc,leak_bits,control_bits
cremad,48,2,1,0.1252,0.1252,1,1,3.7826,26.4338,0.6064230343300111,0.6020338983050847,0.21038913482418886,-0.043692911834982695
cremad,48,2,1,0.0,0.1252,0,1,3.7826,26.4338,0.5934016242155777,0.5891525423728814,0.2700618969054629,-0.04152191603803246
cremad,48,2,1,0.1,0.1252,0,1,3.7826,26.4338,0.606536852467085,0.6020338983050847,0.22230422603373068,-0.04321009581032964
cremad,48,2,1,0.2,0.1252,0,1,3.7826,26.4338,0.6053063861203396,0.6013559322033898,0.1760603331209607,-0.0449769334825918
cremad,48,2,1,0.3,0.1252,0,1,3.7826,26.4338,0.5997877445551864,0.5959322033898306,0.13390635355281688,-0.046778728075872245
cremad,48,2,1,0.5,0.1252,0,1,3.7826,26.4338,0.5932878060785037,0.5891525423728814,0.06362035699974644,-0.04773279629926108
cremad,48,2,1,0.7,0.1252,0,1,3.7826,26.4338,0.5470191952750092,0.5444067796610169,0.012989352051310021,-0.0454659512841058
cremad,48,2,1,1.0,0.1252,0,1,3.7826,26.4338,0.4760520487264674,0.4745762711864407,-0.029943896923937174,-0.043577445342138255
cremad,48,2,2,0.2225,0.2225,1,1,3.7826,26.4338,0.6092746400885936,0.6054237288135593,0.1592178392471988,-0.04495514373178011
cremad,48,2,2,0.0,0.2225,0,1,3.7826,26.4338,0.5934016242155777,0.5891525423728814,0.2700618969054629,-0.04152191603803246
cremad,48,2,2,0.1,0.2225,0,1,3.7826,26.4338,0.6022271440876092,0.5979661016949153,0.21825131880209137,-0.043069817635304375
cremad,48,2,2,0.2,0.2225,0,1,3.7826,26.4338,0.6066291374430909,0.6027118644067797,0.16967175491196151,-0.044614114995745524
cremad,48,2,2,0.3,0.2225,0,1,3.7826,26.4338,0.6095945613387473,0.6061016949152542,0.1254735172335968,-0.04625108368675779
cremad,48,2,2,0.5,0.2225,0,1,3.7826,26.4338,0.6089331856773718,0.6054237288135593,0.05343301401002343,-0.04903959100594246
cremad,48,2,2,0.7,0.2225,0,1,3.7826,26.4338,0.5988771994585947,0.5959322033898306,0.006767421362530612,-0.05025806625864959
cremad,48,2,2,1.0,0.2225,0,1,3.7826,26.4338,0.5436907838070629,0.5416949152542373,-0.01911403562679226,-0.04960636740031621
cremad,48,2,5,0.4171,0.4171,1,1,3.7826,26.4338,0.6294573643410853,0.6257627118644068,0.08548154394927376,-0.04136520813423239
cremad,48,2,5,0.0,0.4171,0,1,3.7826,26.4338,0.5934016242155777,0.5891525423728814,0.2700618969054629,-0.04152191603803246
cremad,48,2,5,0.1,0.4171,0,1,3.7826,26.4338,0.6074043312415406,0.6033898305084746,0.22014904020004833,-0.04192302727761277
cremad,48,2,5,0.2,0.4171,0,1,3.7826,26.4338,0.6172111480251015,0.6135593220338983,0.17365137758056726,-0.04166860353061086
cremad,48,2,5,0.3,0.4171,0,1,3.7826,26.4338,0.6235049833887044,0.6196610169491525,0.13079602016626257,-0.041583150934498825
cremad,48,2,5,0.5,0.4171,0,1,3.7826,26.4338,0.6402670111972438,0.6366101694915254,0.05748965972079567,-0.04111202647474066
cremad,48,2,5,0.7,0.4171,0,1,3.7826,26.4338,0.6361849390919159,0.632542372881356,0.005459561437121785,-0.04060171811069235
cremad,48,2,5,1.0,0.4171,0,1,3.7826,26.4338,0.6357511997046881,0.631864406779661,-0.031024080409882693,-0.03960779846442897
cremad,48,2,10,0.5886,0.5886,1,1,3.7826,26.4338,0.6368678479143596,0.632542372881356,0.03241397313172811,-0.04097999566329236
cremad,48,2,10,0.0,0.5886,0,1,3.7826,26.4338,0.5934016242155777,0.5891525423728814,0.2700618969054629,-0.04152191603803246
cremad,48,2,10,0.1,0.5886,0,1,3.7826,26.4338,0.6047588285960379,0.6006779661016949,0.21935918847213465,-0.041247330583344066
cremad,48,2,10,0.2,0.5886,0,1,3.7826,26.4338,0.620084286944752,0.616271186440678,0.17275944377452923,-0.04120942505828662
cremad,48,2,10,0.3,0.5886,0,1,3.7826,26.4338,0.6201981050818259,0.616271186440678,0.12997923681590873,-0.0410054998268512
cremad,48,2,10,0.5,0.5886,0,1,3.7826,26.4338,0.633994708994709,0.6298305084745762,0.05781590390245217,-0.04102862310866762
cremad,48,2,10,0.7,0.5886,0,1,3.7826,26.4338,0.6384182355112588,0.6338983050847458,0.006657125430716171,-0.041317321303815824
cremad,48,2,10,1.0,0.5886,0,1,3.7826,26.4338,0.6455795496493172,0.6413559322033898,-0.028330908812905342,-0.04130549391278304
cremad,48,2,20,0.7411,0.7411,1,1,3.7826,26.4338,0.6452596283991633,0.6406779661016949,0.0017930711368583374,-0.041583627493763764
cremad,48,2,20,0.0,0.7411,0,1,3.7826,26.4338,0.5934016242155777,0.5891525423728814,0.2700618969054629,-0.04152191603803246
cremad,48,2,20,0.1,0.7411,0,1,3.7826,26.4338,0.6053063861203396,0.6013559322033898,0.22033175427614138,-0.04187000277267039
cremad,48,2,20,0.2,0.7411,0,1,3.7826,26.4338,0.614245724129445,0.6101694915254238,0.17408412566652132,-0.04225449492803346
cremad,48,2,20,0.3,0.7411,0,1,3.7826,26.4338,0.6176664205733973,0.6135593220338983,0.13186872174508757,-0.04247423516663318
cremad,48,2,20,0.5,0.7411,0,1,3.7826,26.4338,0.6287037037037037,0.624406779661017,0.06079232965755299,-0.0424224203746304
cremad,48,2,20,0.7,0.7411,0,1,3.7826,26.4338,0.643823058939338,0.6393220338983051,0.00975262754963424,-0.04176397306740842
cremad,48,2,20,1.0,0.7411,0,1,3.7826,26.4338,0.6473360403592961,0.6433898305084745,-0.02619362741552589,-0.040854034359646185
