dataset,seed,fold,k,lam,lam_star,is_lam_star,centered,tau2,within,test_uar,test_acc,leak_bits,control_bits
cremad,49,5,1,0.1198,0.1198,1,1,3.8546,28.3261,0.5664813613762006,0.5625850340136055,0.29608275029848263,-0.03856599642668446
cremad,49,5,1,0.0,0.1198,0,1,3.8546,28.3261,0.5454522993298125,0.5414965986394558,0.3798192130484557,-0.0400684256592001
cremad,49,5,1,0.1,0.1198,0,1,3.8546,28.3261,0.5605052657586708,0.5564625850340136,0.30975496355700605,-0.0387255379592748
cremad,49,5,1,0.2,0.1198,0,1,3.8546,28.3261,0.5704654251212206,0.5666666666666667,0.24195978590220069,-0.03785333002388924
cremad,49,5,1,0.3,0.1198,0,1,3.8546,28.3261,0.5688038543500417,0.5653061224489796,0.17956523626604692,-0.037472818111612405
cremad,49,5,1,0.5,0.1198,0,1,3.8546,28.3261,0.5505389295531053,0.5476190476190477,0.0744039657017268,-0.037783669462370995
cremad,49,5,1,0.7,0.1198,0,1,3.8546,28.3261,0.5134593409308502,0.5108843537414965,0.002943886714913191,-0.03964924018708693
cremad,49,5,1,1.0,0.1198,0,1,3.8546,28.3261,0.4475987522777109,0.44625850340136053,-0.038124142664577754,-0.043138918468597964
cremad,49,5,2,0.2139,0.2139,1,1,3.8546,28.3261,0.5611692763828408,0.5571428571428572,0.2406382768351949,-0.03860054396073753
cremad,49,5,2,0.0,0.2139,0,1,3.8546,28.3261,0.5454522993298125,0.5414965986394558,0.3798192130484557,-0.0400684256592001
cremad,49,5,2,0.1,0.2139,0,1,3.8546,28.3261,0.5577380400877111,0.5537414965986395,0.3136818381577733,-0.03927654736312114
cremad,49,5,2,0.2,0.2139,0,1,3.8546,28.3261,0.5598412551345008,0.5557823129251701,0.24929398744207898,-0.0386364346319219
cremad,49,5,2,0.3,0.2139,0,1,3.8546,28.3261,0.5562988356650915,0.5523809523809524,0.1889211785962539,-0.038582369242658565
cremad,49,5,2,0.5,0.2139,0,1,3.8546,28.3261,0.5452299329812532,0.5414965986394558,0.08619625624062266,-0.03979541893874927
cremad,49,5,2,0.7,0.2139,0,1,3.8546,28.3261,0.5183328700701072,0.5149659863945578,0.013228888042409181,-0.04185904352359593
cremad,49,5,2,1.0,0.2139,0,1,3.8546,28.3261,0.495419870903981,0.4925170068027211,-0.03691489829810468,-0.045612984333244455
cremad,49,5,5,0.4049,0.4049,1,1,3.8546,28.3261,0.57854473578554,0.5748299319727891,0.14627132184854652,-0.04384813803207699
cremad,49,5,5,0.0,0.4049,0,1,3.8546,28.3261,0.5454522993298125,0.5414965986394558,0.3798192130484557,-0.0400684256592001
cremad,49,5,5,0.1,0.4049,0,1,3.8546,28.3261,0.5636029525309614,0.5598639455782313,0.3156945981255648,-0.04102750565432611
cremad,49,5,5,0.2,0.4049,0,1,3.8546,28.3261,0.5703542419469408,0.5666666666666667,0.2555775381010892,-0.04205324025392887
cremad,49,5,5,0.3,0.4049,0,1,3.8546,28.3261,0.5744494888662405,0.5707482993197279,0.1995257085011648,-0.04313339939723004
cremad,49,5,5,0.5,0.4049,0,1,3.8546,28.3261,0.5817536057321103,0.5782312925170068,0.10337012480492547,-0.044455278604040416
cremad,49,5,5,0.7,0.4049,0,1,3.8546,28.3261,0.5921584977917785,0.5884353741496599,0.03221714803267428,-0.04426816889160179
cremad,49,5,5,1.0,0.4049,0,1,3.8546,28.3261,0.5737823898205626,0.5707482993197279,-0.019385365453738146,-0.042399893934998545
cremad,49,5,10,0.5764,0.5764,1,1,3.8546,28.3261,0.5932672411130671,0.5891156462585034,0.059687159372679766,-0.04366342326770045
cremad,49,5,10,0.0,0.5764,0,1,3.8546,28.3261,0.5454522993298125,0.5414965986394558,0.3798192130484557,-0.0400684256592001
cremad,49,5,10,0.1,0.5764,0,1,3.8546,28.3261,0.5631613082553507,0.5591836734693878,0.312242229807,-0.04029383841592793
cremad,49,5,10,0.2,0.5764,0,1,3.8546,28.3261,0.5695790481484913,0.5659863945578232,0.24924028139776278,-0.040676380767465936
cremad,49,5,10,0.3,0.5764,0,1,3.8546,28.3261,0.5772167145372,0.573469387755102,0.19121988819263436,-0.04162647593086266
cremad,49,5,10,0.5,0.5764,0,1,3.8546,28.3261,0.5931560579387875,0.5891156462585034,0.09153093974911819,-0.043067300367660266
cremad,49,5,10,0.7,0.5764,0,1,3.8546,28.3261,0.5973624880323666,0.5931972789115646,0.016358962838284086,-0.04483143823950542
cremad,49,5,10,1.0,0.5764,0,1,3.8546,28.3261,0.5887303499181568,0.5843537414965987,-0.042240084435180236,-0.046429099433223264
cremad,49,5,20,0.7313,0.7313,1,1,3.8546,28.3261,0.6036690447512275,0.6,0.01708559537472709,-0.04307165504214261
cremad,49,5,20,0.0,0.7313,0,1,3.8546,28.3261,0.5454522993298125,0.5414965986394558,0.3798192130484557,-0.0400684256592001
cremad,49,5,20,0.1,0.7313,0,1,3.8546,28.3261,0.5631613082553507,0.5591836734693878,0.31327776927558926,-0.04042766026196798
cremad,49,5,20,0.2,0.7313,0,1,3.8546,28.3261,0.5784335526112604,0.5748299319727891,0.25152320140828355,-0.041061683489345135
cremad,49,5,20,0.3,0.7313,0,1,3.8546,28.3261,0.5866240464498594,0.5829931972789115,0.19485946166631463,-0.04157378902871045
cremad,49,5,20,0.5,0.7313,0,1,3.8546,28.3261,0.5898329163964298,0.5863945578231292,0.09784295971392343,-0.042743853291674405
cremad,49,5,20,0.7,0.7313,0,1,3.8546,28.3261,0.6069890978720774,0.6034013605442177,0.025847726265562976,-0.043059995187976874
cremad,49,5,20,1.0,0.7313,0,1,3.8546,28.3261,0.6106427005157663,0.6068027210884354,-0.026788738827222325,-0.043104748424872774
