dataset,seed,fold,k,lam,lam_star,is_lam_star,centered,tau2,within,test_uar,test_acc,leak_bits,control_bits
cremad,49,3,1,0.1322,0.1322,1,1,3.6474,23.9445,0.6021625446044051,0.6,0.230216025053946,-0.04921259032004155
cremad,49,3,1,0.0,0.1322,0,1,3.6474,23.9445,0.5977390180878553,0.5959322033898306,0.3050929158342379,-0.047589753688371594
cremad,49,3,1,0.1,0.1322,0,1,3.6474,23.9445,0.6008397932816538,0.5986440677966102,0.24826880090034775,-0.04903990712865092
cremad,49,3,1,0.2,0.1322,0,1,3.6474,23.9445,0.6078872892826382,0.6061016949152542,0.19326574899227777,-0.04931284330875041
cremad,49,3,1,0.3,0.1322,0,1,3.6474,23.9445,0.6071120954841885,0.6054237288135593,0.14316924714966373,-0.04914804455821464
cremad,49,3,1,0.5,0.1322,0,1,3.6474,23.9445,0.5823920265780731,0.5810169491525424,0.060758465392597216,-0.04781053570704241
cremad,49,3,1,0.7,0.1322,0,1,3.6474,23.9445,0.5539098068167836,0.5532203389830509,0.00528484002181262,-0.04795643768483249
cremad,49,3,1,1.0,0.1322,0,1,3.6474,23.9445,0.4805247938968869,0.48067796610169494,-0.03042002844525271,-0.04762618151414255
cremad,49,3,2,0.2335,0.2335,1,1,3.6474,23.9445,0.6031438415159346,0.6013559322033898,0.17192663518539053,-0.0506172510688323
cremad,49,3,2,0.0,0.2335,0,1,3.6474,23.9445,0.5977390180878553,0.5959322033898306,0.3050929158342379,-0.047589753688371594
cremad,49,3,2,0.1,0.2335,0,1,3.6474,23.9445,0.5945459579180509,0.5925423728813559,0.24560504256351523,-0.048722127212185384
cremad,49,3,2,0.2,0.2335,0,1,3.6474,23.9445,0.602368647717485,0.6006779661016949,0.1896985637668025,-0.05015515186863251
cremad,49,3,2,0.3,0.2335,0,1,3.6474,23.9445,0.5988341331364587,0.5972881355932204,0.1384892567810505,-0.05149643836713835
cremad,49,3,2,0.5,0.2335,0,1,3.6474,23.9445,0.5994739756367663,0.5986440677966102,0.054654129876126945,-0.053078213172954136
cremad,49,3,2,0.7,0.2335,0,1,3.6474,23.9445,0.5813676633444075,0.5810169491525424,-0.0014237703635107124,-0.05281968067478804
cremad,49,3,2,1.0,0.2335,0,1,3.6474,23.9445,0.5333640949920019,0.5335593220338983,-0.035635804081119105,-0.05233909178697704
cremad,49,3,5,0.4323,0.4323,1,1,3.6474,23.9445,0.6168266272917436,0.6149152542372881,0.08488379198738638,-0.053008096362960444
cremad,49,3,5,0.0,0.4323,0,1,3.6474,23.9445,0.5977390180878553,0.5959322033898306,0.3050929158342379,-0.047589753688371594
cremad,49,3,5,0.1,0.4323,0,1,3.6474,23.9445,0.602368647717485,0.6006779661016949,0.2472934737754513,-0.04854187589976
