dataset,seed,fold,k,lam,lam_star,is_lam_star,is_matrix,tau2,within,test_uar,test_acc,leak_bits,control_bits
cremad,50,5,1,0.0,0.1189,0,0,4.5891,34.0163,0.47469965100836964,0.47687074829931975,0.44933483644801475,-0.06452919223000286
cremad,50,5,1,0.1,0.1189,0,0,4.5891,34.0163,0.4936285864294759,0.49523809523809526,0.35037317767797793,-0.06442233002009168
cremad,50,5,1,0.1189,0.1189,1,0,4.5891,34.0163,0.4978350165230551,0.4993197278911565,0.3321426949780526,-0.06443472783084037
cremad,50,5,1,0.2,0.1189,0,0,4.5891,34.0163,0.5049198554618735,0.5061224489795918,0.2582993728422158,-0.06421944909782695
cremad,50,5,1,0.3,0.1189,0,0,4.5891,34.0163,0.506692609407332,0.507482993197279,0.17721138463366382,-0.0635591635294297
cremad,50,5,1,0.5,0.1189,0,0,4.5891,34.0163,0.5089100960499089,0.508843537414966,0.05669171185183153,-0.06244603588336428
cremad,50,5,1,0.7,0.1189,0,0,4.5891,34.0163,0.4910899039500911,0.49115646258503404,-0.00610840787494471,-0.06173907183110394
cremad,50,5,1,1.0,0.1189,0,0,4.5891,34.0163,0.4386299762191544,0.4380952380952381,-0.031250898368760716,-0.05776570359728428
cremad,50,5,1,0.02540464149906926,0.1189,0,1,4.5891,34.0163,0.4583186633311715,0.4605442176870748,0.27448575545404985,-0.06474011147450565
cremad,50,5,2,0.0,0.2125,0,0,4.5891,34.0163,0.47469965100836964,0.47687074829931975,0.44933483644801475,-0.06452919223000286
cremad,50,5,2,0.1,0.2125,0,0,4.5891,34.0163,0.4994965872942339,0.5006802721088436,0.3533809617545618,-0.06461486731933874
cremad,50,5,2,0.2,0.2125,0,0,4.5891,34.0163,0.5125575218505821,0.5136054421768708,0.26582876923430643,-0.06571277607095283
cremad,50,5,2,0.2125,0.2125,1,0,4.5891,34.0163,0.5115630501250811,0.5122448979591837,0.2556172097346274,-0.06586810513675978
cremad,50,5,2,0.3,0.2125,0,0,4.5891,34.0163,0.5166558571913894,0.5170068027210885,0.18844462358735292,-0.06763924896133044
cremad,50,5,2,0.5,0.2125,0,0,4.5891,34.0163,0.5171036783100157,0.5163265306122449,0.06535552555316748,-0.0731064637743426
cremad,50,5,2,0.7,0.2125,0,0,4.5891,34.0163,0.5211989252293153,0.5204081632653061,-0.014476438566885186,-0.07823492041375602
cremad,50,5,2,1.0,0.2125,0,0,4.5891,34.0163,0.4991753914574261,0.49795918367346936,-0.05989670547524639,-0.08120640486213304
cremad,50,5,2,0.04140628507050835,0.2125,0,1,4.5891,34.0163,0.4511195527965657,0.454421768707483,0.22660784936520528,-0.06818888892430142
cremad,50,5,5,0.0,0.4028,0,0,4.5891,34.0163,0.47469965100836964,0.47687074829931975,0.44933483644801475,-0.06452919223000286
cremad,50,5,5,0.1,0.4028,0,0,4.5891,34.0163,0.4921893820068563,0.49387755102040815,0.35572039749112516,-0.06308427299935815
cremad,50,5,5,0.2,0.4028,0,0,4.5891,34.0163,0.5106766731523519,0.5115646258503401,0.27145017640326774,-0.06229257388090392
cremad,50,5,5,0.3,0.4028,0,0,4.5891,34.0163,0.5258439111769974,0.5258503401360545,0.19812600523269674,-0.062218898624535335
cremad,50,5,5,0.4028,0.4028,1,0,4.5891,34.0163,0.535807158961055,0.535374149659864,0.1341497093813402,-0.062091822473159475
cremad,50,5,5,0.5,0.4028,0,0,4.5891,34.0163,0.5555112881806109,0.5544217687074829,0.08434725306518587,-0.061669761750906105
cremad,50,5,5,0.7,0.4028,0,0,4.5891,34.0163,0.5658080854875073,0.5639455782312925,0.007832182557388379,-0.0601876983684253
cremad,50,5,5,1.0,0.4028,0,0,4.5891,34.0163,0.5682479384786435,0.5653061224489796,-0.0438951722628973,-0.055784786401804176
cremad,50,5,5,0.07344306865238598,0.4028,0,1,4.5891,34.0163,0.4066123104481299,0.4129251700680272,0.15330840954740665,-0.06537474043517033
cremad,50,5,10,0.0,0.5743,0,0,4.5891,34.0163,0.47469965100836964,0.47687074829931975,0.44933483644801475,-0.06452919223000286
cremad,50,5,10,0.1,0.5743,0,0,4.5891,34.0163,0.4934093085024244,0.49455782312925173,0.35663008556582865,-0.06338098116472857
cremad,50,5,10,0.2,0.5743,0,0,4.5891,34.0163,0.5163223076685506,0.5170068027210885,0.27243830914424727,-0.06307548096924087
cremad,50,5,10,0.3,0.5743,0,0,4.5891,34.0163,0.5366904475122765,0.536734693877551,0.19909180567664375,-0.06342513448209175
cremad,50,5,10,0.5,0.5743,0,0,4.5891,34.0163,0.5600481793755211,0.5591836734693878,0.08138222352914148,-0.06308219294179196
cremad,50,5,10,0.5743,0.5743,1,0,4.5891,34.0163,0.5660273634145588,0.564625850340136,0.047326237359797574,-0.06269738268988245
cremad,50,5,10,0.7,0.5743,0,0,4.5891,34.0163,0.5778745483183545,0.5755102040816327,0.0003620894464866353,-0.06202141506621839
cremad,50,5,10,1.0,0.5743,0,0,4.5891,34.0163,0.5937057969671701,0.5904761904761905,-0.055000803827506495,-0.060259163358574064
cremad,50,5,10,0.10627998641130106,0.5743,0,1,4.5891,34.0163,0.34340776429167047,0.3510204081632653,0.10401486489132328,-0.062264879467667456
cremad,50,5,20,0.0,0.7296,0,0,4.5891,34.0163,0.47469965100836964,0.47687074829931975,0.44933483644801475,-0.06452919223000286
cremad,50,5,20,0.1,0.7296,0,0,4.5891,34.0163,0.4945149634022052,0.4959183673469388,0.35600661647463516,-0.0629184186914209
cremad,50,5,20,0.2,0.7296,0,0,4.5891,34.0163,0.5177615120911702,0.5183673469387755,0.27169375345158153,-0.06174450198897041
cremad,50,5,20,0.3,0.7296,0,0,4.5891,34.0163,0.532925661694308,0.5333333333333333,0.19838937065531903,-0.06118092561801092
cremad,50,5,20,0.5,0.7296,0,0,4.5891,34.0163,0.5623706723493622,0.5619047619047619,0.08047438169327936,-0.05905586406266483
cremad,50,5,20,0.7,0.7296,0,0,4.5891,34.0163,0.5887179962321257,0.5870748299319728,-0.0008265627838222045,-0.05578181759339795
cremad,50,5,20,0.7296,0.7296,1,0,4.5891,34.0163,0.5862843200840051,0.5843537414965987,-0.010189846463823926,-0.05563954083789113
cremad,50,5,20,1.0,0.7296,0,0,4.5891,34.0163,0.6156181475647796,0.6129251700680272,-0.05920306193342828,-0.049937424271452535
cremad,50,5,20,0.14476328069898436,0.7296,0,1,4.5891,34.0163,0.281651687822354,0.28843537414965986,0.05674287987971738,-0.06050625806207943
