dataset,model,fixed_position,seed,fold,best_epoch,train_seconds,test_uar,test_macro_f1,test_acc,gate0,gate1,gate2,gate3,gate4,gate_argmax,gate_entropy_bits,concepts_linear_mi_lb_bits,concepts_linear_control_bits,concepts_linear_entropy_bits,concepts_mlp_mi_lb_bits,concepts_mlp_control_bits,concepts_mlp_entropy_bits,h_linear_mi_lb_bits,h_linear_control_bits,h_linear_entropy_bits,h_mlp_mi_lb_bits,h_mlp_control_bits,h_mlp_entropy_bits,h_raw_linear_mi_lb_bits,h_raw_linear_control_bits,h_raw_linear_entropy_bits,h_raw_mlp_mi_lb_bits,h_raw_mlp_control_bits,h_raw_mlp_entropy_bits
iemocap,fixed_position_2,2,42,1,8,92.8,0.5117454394006437,0.46066102991009505,0.446113074204947,0.0,0.0,1.0,0.0,0.0,2,-0.0,-0.0039017257556381857,-0.001498293178763599,0.9836697149306288,0.0023336947103527184,-0.006456279074439686,0.9836697149306288,0.780984819896662,-0.05772195067272046,0.9836697149306288,0.6234490638709617,-0.04142580970547227,0.9836697149306288,0.780984819896662,-0.05772195067272046,0.9836697149306288,0.6234490638709617,-0.04142580970547227,0.9836697149306288
iemocap,fixed_position_2,2,42,2,23,140.4,0.5220530357204408,0.5012393206602218,0.508833922261484,0.0,0.0,1.0,0.0,0.0,2,-0.0,0.03979989748990653,-0.0074816485264347365,0.9910444329385492,0.017868464722615163,-0.013363236278627677,0.9910444329385492,0.5292419188982689,-0.10778360947015064,0.9910444329385492,0.33194028642994844,-0.06784440328828956,0.9910444329385492,0.5292419188982689,-0.10778360947015064,0.9910444329385492,0.33194028642994844,-0.06784440328828956,0.9910444329385492
iemocap,fixed_position_2,2,42,3,18,125.6,0.4958938856118026,0.4916581690668702,0.5053956834532374,0.0,0.0,1.0,0.0,0.0,2,-0.0,0.09012607632724423,-0.0053650146893533535,0.9973008701007469,0.08164980990926674,-0.005448437888895263,0.9973008701007469,0.7489252113522555,-0.10893383705112769,0.9973008701007469,0.5093510114976515,-0.04681045632010883,0.9973008701007469,0.7489252113522555,-0.10893383705112769,0.9973008701007469,0.5093510114976515,-0.04681045632010883,0.9973008701007469
iemocap,fixed_position_2,2,42,4,13,111.5,0.5526270128300412,0.4976472245616421,0.5087557603686635,0.0,0.0,1.0,0.0,0.0,2,-0.0,0.02348284160848302,-0.0029223651715289956,0.9994846138022001,0.02166755230936568,-0.0007364184896042625,0.9994846138022001,0.62072155538682,-0.078848096993556,0.9994846138022001,0.5185953036483608,-0.042371992189922936,0.9994846138022001,0.62072155538682,-0.078848096993556,0.9994846138022001,0.5185953036483608,-0.042371992189922936,0.9994846138022001
iemocap,fixed_position_2,2,42,5,30,161.7,0.5532262274449791,0.5507830641025561,0.5401869158878505,0.0,0.0,1.0,0.0,0.0,2,-0.0,0.15768934532589252,-0.0030905902622585524,0.9998765061155545,0.15704907139874524,-0.004759607658372578,0.9998765061155545,0.881723093500902,-0.13678989658116614,0.9998765061155545,0.7690173671863605,-0.05503247891713825,0.9998765061155545,0.881723093500902,-0.13678989658116614,0.9998765061155545,0.7690173671863605,-0.05503247891713825,0.9998765061155545
iemocap,fixed_position_2,2,43,1,28,153.0,0.5554938264308519,0.5398630098107966,0.5247349823321554,0.0,0.0,1.0,0.0,0.0,2,-0.0,0.07256964156835966,-0.0031553039790760407,0.9836697149306288,0.05666612967126128,-0.008378758838752276,0.9836697149306288,0.8804062785577036,-0.11180830230390604,0.9836697149306288,0.7650304458721614,-0.04698486811040392,0.9836697149306288,0.8804062785577036,-0.11180830230390604,0.9836697149306288,0.7650304458721614,-0.04698486811040392,0.9836697149306288
iemocap,fixed_position_2,2,43,2,31,156.4,0.5413228745976055,0.523170438985727,0.5229681978798587,0.0,0.0,1.0,0.0,0.0,2,-0.0,0.022121741891669044,-0.006835356824362204,0.9910444329385492,0.020972861696165856,-0.007238286414114947,0.9910444329385492,0.553020629421255,-0.13097769056152353,0.9910444329385492,0.4007381716953268,-0.05605123661219735,0.9910444329385492,0.553020629421255,-0.13097769056152353,0.9910444329385492,0.4007381716953268,-0.05605123661219735,0.9910444329385492
iemocap,fixed_position_2,2,43,3,34,157.9,0.5196701060091153,0.5121065408455615,0.5251798561151079,0.0,0.0,1.0,0.0,0.0,2,-0.0,0.07775988995113248,-0.006942615416439368,0.9973008701007469,0.06865409738121964,-0.01755986462254233,0.9973008701007469,0.7964087874205367,-0.13753469035349264,0.9973008701007469,0.6599062647203522,-0.12218479094080292,0.9973008701007469,0.7964087874205367,-0.13753469035349264,0.9973008701007469,0.6599062647203522,-0.12218479094080292,0.9973008701007469
iemocap,fixed_position_2,2,43,4,29,156.6,0.563545558400891,0.5129440342815961,0.5170506912442396,0.0,0.0,1.0,0.0,0.0,2,-0.0,0.01434487704900922,-0.0014524403955505916,0.9994846138022001,0.013333121189339603,-0.0025942500832093485,0.9994846138022001,0.5373862009940011,-0.1267180526604691,0.9994846138022001,0.4857133995551556,-0.06458893200305915,0.9994846138022001,0.5373862009940011,-0.1267180526604691,0.9994846138022001,0.4857133995551556,-0.06458893200305915,0.9994846138022001
iemocap,fixed_position_2,2,43,5,39,159.6,0.5298524521863858,0.5299090937246643,0.5177570093457944,0.0,0.0,1.0,0.0,0.0,2,-0.0,0.10240807402031293,-0.00030726578973905294,0.9998765061155545,0.12845486016215446,-0.0006572131213830046,0.9998765061155545,0.8593623375519279,-0.16903652584829476,0.9998765061155545,0.7224402768725797,-0.09172116227920657,0.9998765061155545,0.8593623375519279,-0.16903652584829476,0.9998765061155545,0.7224402768725797,-0.09172116227920657,0.9998765061155545
iemocap,fixed_position_2,2,44,1,39,158.6,0.5345345464299598,0.5109043120935728,0.4902826855123675,0.0,0.0,1.0,0.0,0.0,2,-0.0,0.04278382052355556,-0.0058504729806769795,0.9836697149306288,0.06448137131977738,-0.010350765964646458,0.9836697149306288,0.8016253238116466,-0.09813908591484455,0.9836697149306288,0.6698243203901248,-0.06444387250771322,0.9836697149306288,0.8016253238116466,-0.09813908591484455,0.9836697149306288,0.6698243203901248,-0.06444387250771322,0.9836697149306288
