dataset,seed,fold,k,lam,lam_star,is_lam_star,centered,tau2,within,test_uar,test_acc,leak_bits,control_bits
cremad,47,5,1,0.1183,0.1183,1,1,4.4093,32.8491,0.5492139967262731,0.545578231292517,0.3531373406011431,-0.04205076434759292
cremad,47,5,1,0.0,0.1183,0,1,4.4093,32.8491,0.5444547391828036,0.5408163265306123,0.442374924323123,-0.03896902496260246
cremad,47,5,2,0.2116,0.2116,1,1,4.4093,32.8491,0.5479971586522129,0.54421768707483,0.28509231496205656,-0.03764835334797478
cremad,47,5,2,0.0,0.2116,0,1,4.4093,32.8491,0.5444547391828036,0.5408163265306123,0.442374924323123,-0.03896902496260246
cremad,47,5,5,0.4016,0.4016,1,1,4.4093,32.8491,0.5601686278143241,0.5571428571428572,0.16632076501364335,-0.04116202833966742
cremad,47,5,5,0.0,0.4016,0,1,4.4093,32.8491,0.5444547391828036,0.5408163265306123,0.442374924323123,-0.03896902496260246
cremad,47,5,10,0.5731,0.5731,1,1,4.4093,32.8491,0.5846289261558417,0.5816326530612245,0.08025933495543924,-0.04096110431159605
cremad,47,5,10,0.0,0.5731,0,1,4.4093,32.8491,0.5444547391828036,0.5408163265306123,0.442374924323123,-0.03896902496260246
cremad,47,5,20,0.7286,0.7286,1,1,4.4093,32.8491,0.59768986071219,0.5945578231292517,0.02506343277185774,-0.03767970630388007
cremad,47,5,20,0.0,0.7286,0,1,4.4093,32.8491,0.5444547391828036,0.5408163265306123,0.442374924323123,-0.03896902496260246
