dataset,seed,fold,k,lam,lam_star,is_lam_star,centered,tau2,within,test_uar,test_acc,leak_bits,control_bits
cremad,46,3,1,0.1213,0.1213,1,1,3.8012,27.5285,0.6080011074197121,0.6061016949152542,0.19942315532082544,-0.05120267799051259
cremad,46,3,1,0.0,0.1213,0,1,3.8012,27.5285,0.6001784176202781,0.5979661016949153,0.26499859758581756,-0.04989969983004805
cremad,46,3,2,0.2164,0.2164,1,1,3.8012,27.5285,0.6118770764119602,0.6094915254237289,0.1570729306266303,-0.04892918593491569
cremad,46,3,2,0.0,0.2164,0,1,3.8012,27.5285,0.6001784176202781,0.5979661016949153,0.26499859758581756,-0.04989969983004805
cremad,46,3,5,0.4084,0.4084,1,1,3.8012,27.5285,0.6205887781469178,0.6183050847457627,0.07983189012247394,-0.054933569635935875
cremad,46,3,5,0.0,0.4084,0,1,3.8012,27.5285,0.6001784176202781,0.5979661016949153,0.26499859758581756,-0.04989969983004805
cremad,46,3,10,0.58,0.58,1,1,3.8012,27.5285,0.6445121200935154,0.6427118644067796,0.02516000053896139,-0.0557540396452012
cremad,46,3,10,0.0,0.58,0,1,3.8012,27.5285,0.6001784176202781,0.5979661016949153,0.26499859758581756,-0.04989969983004805
cremad,46,3,20,0.7342,0.7342,1,1,3.8012,27.5285,0.6485234403839055,0.6454237288135594,-0.00030331023728269457,-0.058009105191953125
cremad,46,3,20,0.0,0.7342,0,1,3.8012,27.5285,0.6001784176202781,0.5979661016949153,0.26499859758581756,-0.04989969983004805
