dataset,seed,fold,k,lam,lam_star,is_lam_star,centered,tau2,within,test_uar,test_acc,leak_bits,control_bits
cremad,45,1,1,0.1335,0.1335,1,1,3.9088,25.3679,0.5798059964726631,0.5779132791327913,0.21569564674022734,-0.04166519672546798
cremad,45,1,1,0.0,0.1335,0,1,3.9088,25.3679,0.5710978835978836,0.5684281842818428,0.2927057998871647,-0.04352546144654834
cremad,45,1,2,0.2356,0.2356,1,1,3.9088,25.3679,0.583884479717813,0.5819783197831978,0.16825747488513798,-0.04054360213837782
cremad,45,1,2,0.0,0.2356,0,1,3.9088,25.3679,0.5710978835978836,0.5684281842818428,0.2927057998871647,-0.04352546144654834
cremad,45,1,5,0.4352,0.4352,1,1,3.9088,25.3679,0.6029541446208112,0.6009485094850948,0.07050334039088035,-0.044220667969738336
cremad,45,1,5,0.0,0.4352,0,1,3.9088,25.3679,0.5710978835978836,0.5684281842818428,0.2927057998871647,-0.04352546144654834
cremad,45,1,10,0.6064,0.6064,1,1,3.9088,25.3679,0.6144179894179894,0.6124661246612466,0.012900808972022837,-0.048761029869460515
cremad,45,1,10,0.0,0.6064,0,1,3.9088,25.3679,0.5710978835978836,0.5684281842818428,0.2927057998871647,-0.04352546144654834
cremad,45,1,20,0.755,0.755,1,1,3.9088,25.3679,0.6431878306878307,0.6409214092140921,-0.02089802632562776,-0.04601572539553089
cremad,45,1,20,0.0,0.755,0,1,3.9088,25.3679,0.5710978835978836,0.5684281842818428,0.2927057998871647,-0.04352546144654834
