dataset,seed,fold,k,lam,lam_star,is_lam_star,centered,tau2,within,test_uar,test_acc,leak_bits,control_bits
cremad,47,3,1,0.1349,0.1349,1,1,4.3007,27.5844,0.60031376891842,0.5972881355932204,0.2892872403343647,-0.06594892278942233
cremad,47,3,1,0.0,0.1349,0,1,4.3007,27.5844,0.5895256552233296,0.5857627118644068,0.38398898286891114,-0.06508928387261115
cremad,47,3,2,0.2377,0.2377,1,1,4.3007,27.5844,0.6029592715639227,0.6,0.230407784149663,-0.06164969677392751
cremad,47,3,2,0.0,0.2377,0,1,4.3007,27.5844,0.5895256552233296,0.5857627118644068,0.38398898286891114,-0.06508928387261115
cremad,47,3,5,0.4381,0.4381,1,1,4.3007,27.5844,0.6262427710102129,0.6230508474576271,0.12963323993040188,-0.05807587238462375
cremad,47,3,5,0.0,0.4381,0,1,4.3007,27.5844,0.5895256552233296,0.5857627118644068,0.38398898286891114,-0.06508928387261115
cremad,47,3,10,0.6092,0.6092,1,1,4.3007,27.5844,0.6433462532299742,0.64,0.060223187424260693,-0.06160934310975286
cremad,47,3,10,0.0,0.6092,0,1,4.3007,27.5844,0.5895256552233296,0.5857627118644068,0.38398898286891114,-0.06508928387261115
cremad,47,3,20,0.7572,0.7572,1,1,4.3007,27.5844,0.6453303802141012,0.6420338983050847,0.026932795948686028,-0.06161122056697543
cremad,47,3,20,0.0,0.7572,0,1,4.3007,27.5844,0.5895256552233296,0.5857627118644068,0.38398898286891114,-0.06508928387261115
