dataset,seed,fold,k,lam,lam_star,is_lam_star,is_matrix,tau2,within,test_uar,test_acc,leak_bits,control_bits
cremad,46,3,1,0.0,0.1213,0,0,3.8012,27.5285,0.4545865633074935,0.4623728813559322,0.2994473538692155,-0.04401974165952982
cremad,46,3,1,0.1,0.1213,0,0,3.8012,27.5285,0.47280669373692624,0.48,0.2332890747746479,-0.04612344120039413
cremad,46,3,1,0.1213,0.1213,1,0,3.8012,27.5285,0.4772302202534761,0.48406779661016947,0.21951861707226028,-0.04679150669705745
cremad,46,3,1,0.2,0.1213,0,0,3.8012,27.5285,0.4920296542389566,0.49830508474576274,0.17021429383773867,-0.049334109597275244
cremad,46,3,1,0.3,0.1213,0,0,3.8012,27.5285,0.514900947459087,0.52,0.11334456381485047,-0.05223233372766156
cremad,46,3,1,0.5,0.1213,0,0,3.8012,27.5285,0.5303832902670111,0.5342372881355932,0.029862982546995376,-0.055178583190026664
cremad,46,3,1,0.7,0.1213,0,0,3.8012,27.5285,0.5305401747262213,0.5328813559322034,-0.015391549091115841,-0.05810410899531249
cremad,46,3,1,1.0,0.1213,0,0,3.8012,27.5285,0.46957979574258646,0.4705084745762712,-0.035422285976930645,-0.05964367661668657
cremad,46,3,1,0.023804221432629835,0.1213,0,1,3.8012,27.5285,0.48723083548664947,0.488135593220339,0.16731845886486152,-0.0528317356624699
cremad,46,3,2,0.0,0.2164,0,0,3.8012,27.5285,0.4545865633074935,0.4623728813559322,0.2994473538692155,-0.04401974165952982
cremad,46,3,2,0.1,0.2164,0,0,3.8012,27.5285,0.48306878306878315,0.4901694915254237,0.23964745062169568,-0.04364256725331295
cremad,46,3,2,0.2,0.2164,0,0,3.8012,27.5285,0.49424141749723144,0.5003389830508475,0.18356048809417702,-0.043136255245350696
cremad,46,3,2,0.2164,0.2164,1,0,3.8012,27.5285,0.497000738279808,0.5030508474576271,0.17473493105181692,-0.043065201058044345
cremad,46,3,2,0.3,0.2164,0,0,3.8012,27.5285,0.508927033345638,0.5145762711864407,0.132492768731721,-0.042690318509903236
cremad,46,3,2,0.5,0.2164,0,0,3.8012,27.5285,0.5451827242524917,0.5484745762711865,0.05276458494991676,-0.041131798667299435
cremad,46,3,2,0.7,0.2164,0,0,3.8012,27.5285,0.5637658422542143,0.5654237288135593,0.003300818132665917,-0.043034204623316086
cremad,46,3,2,1.0,0.2164,0,0,3.8012,27.5285,0.5362587670727206,0.535593220338983,-0.02361375554839462,-0.04856793973021656
cremad,46,3,2,0.03937349621967201,0.2164,0,1,3.8012,27.5285,0.4874031007751938,0.48271186440677966,0.1289240035300976,-0.048868651758518844
cremad,46,3,5,0.0,0.4084,0,0,3.8012,27.5285,0.4545865633074935,0.4623728813559322,0.2994473538692155,-0.04401974165952982
cremad,46,3,5,0.1,0.4084,0,0,3.8012,27.5285,0.4804232804232805,0.48745762711864404,0.23779916318857008,-0.044522828288296346
cremad,46,3,5,0.2,0.4084,0,0,3.8012,27.5285,0.5043896886920143,0.5105084745762711,0.18151503920324474,-0.045839255982740745
cremad,46,3,5,0.3,0.4084,0,0,3.8012,27.5285,0.5180017226528855,0.5227118644067796,0.13111807386237118,-0.04739584078446679
cremad,46,3,5,0.4084,0.4084,1,0,3.8012,27.5285,0.5392088101390428,0.5430508474576271,0.08463033666490016,-0.04951458885296045
cremad,46,3,5,0.5,0.4084,0,0,3.8012,27.5285,0.5640642303433002,0.5667796610169491,0.051767057013061724,-0.051226441995744665
cremad,46,3,5,0.7,0.4084,0,0,3.8012,27.5285,0.6026239694844345,0.6033898305084746,0.003937342901640051,-0.05630965101817775
cremad,46,3,5,1.0,0.4084,0,0,3.8012,27.5285,0.6109665313153684,0.6094915254237289,-0.014888472233602457,-0.0632835551300932
cremad,46,3,5,0.0702538543729238,0.4084,0,1,3.8012,27.5285,0.4826965669988925,0.4732203389830508,0.06538550789233621,-0.0550627791402718
cremad,46,3,10,0.0,0.58,0,0,3.8012,27.5285,0.4545865633074935,0.4623728813559322,0.2994473538692155,-0.04401974165952982
cremad,46,3,10,0.1,0.58,0,0,3.8012,27.5285,0.48053709856035437,0.48745762711864404,0.23645347454035504,-0.04426163925822468
cremad,46,3,10,0.2,0.58,0,0,3.8012,27.5285,0.5091331364587178,0.5152542372881356,0.1797942556707719,-0.04481283484924159
cremad,46,3,10,0.3,0.58,0,0,3.8012,27.5285,0.5286760182109019,0.5342372881355932,0.12923354937491371,-0.045643260758168935
cremad,46,3,10,0.5,0.58,0,0,3.8012,27.5285,0.5813738156761412,0.584406779661017,0.05021355389371074,-0.047180074578984765
cremad,46,3,10,0.58,0.58,1,0,3.8012,27.5285,0.5955334071613141,0.5972881355932204,0.027228182897165,-0.04880842280801634
cremad,46,3,10,0.7,0.58,0,0,3.8012,27.5285,0.6200689061154178,0.6203389830508474,0.002156687076880104,-0.05164474469144942
cremad,46,3,10,1.0,0.58,0,0,3.8012,27.5285,0.6417527993109389,0.64,-0.021183028756516897,-0.05894248675572822
cremad,46,3,10,0.10154842127693514,0.58,0,1,3.8012,27.5285,0.48100467577211764,0.46915254237288134,0.017270218811745508,-0.05354921004875912
cremad,46,3,20,0.0,0.7342,0,0,3.8012,27.5285,0.4545865633074935,0.4623728813559322,0.2994473538692155,-0.04401974165952982
cremad,46,3,20,0.1,0.7342,0,0,3.8012,27.5285,0.47987572289897873,0.48677966101694914,0.23629904218597142,-0.04462990423606161
cremad,46,3,20,0.2,0.7342,0,0,3.8012,27.5285,0.5035006767564907,0.5098305084745762,0.17962315252993388,-0.045721434021981366
