pos,seed,fold,tau2,within,protocol,draw,k,lam,lam_star,is_lam_star,test_uar,test_acc,n_rows,leak_bits,control_bits,leak_mlp_bits,control_mlp_bits,dataset
0,52,4,,,fixed,0,1,1.0,,0,0.4569034551619691,0.47333333333333333,150,0.4201262312525478,-0.040875981555286156,,,ravdess
0,52,4,,,fixed,0,2,1.0,,0,0.45366675378285287,0.4666666666666667,150,0.3478421292767808,-0.06071401539842469,,,ravdess
0,52,4,,,fixed,0,5,1.0,,0,0.46954451637114175,0.47333333333333333,150,0.2554064932449176,-0.08848865626777647,,,ravdess
0,52,4,,,fixed,0,10,1.0,,0,0.4827024111079839,0.4866666666666667,150,0.2718008626741124,-0.06595426543048788,,,ravdess
0,52,4,,,fixed,0,-1,1.0,,0,0.4747229035154732,0.48,150,0.23235478159307332,-0.07852389152112327,0.08377521431968082,-0.02685432195856352,ravdess
0,52,4,,,resampled,0,1,1.0,,0,0.4074424027984399,0.42,150,0.2801767542154856,-0.08002779479364941,,,ravdess
0,52,4,,,resampled,0,2,1.0,,0,0.44140598823261357,0.44666666666666666,150,0.27920336658803535,-0.07440261490027877,,,ravdess
0,52,4,,,resampled,0,5,1.0,,0,0.4769351520512511,0.48,150,0.23650691234510157,-0.06956797905652268,,,ravdess
0,52,4,,,resampled,0,10,1.0,,0,0.4774385830887379,0.48,150,0.23064758192509416,-0.07182250287740288,,,ravdess
0,52,4,,,fixed,1,1,1.0,,0,0.370637077294686,0.37333333333333335,150,0.5683162996395277,-0.1243940399480521,,,ravdess
0,52,4,,,fixed,1,2,1.0,,0,0.45444487577639747,0.44666666666666666,150,0.3277347189546622,-0.10836831212457243,,,ravdess
0,52,4,,,fixed,1,5,1.0,,0,0.5130326949620428,0.49333333333333335,150,0.3448042381285168,-0.11469358479109948,,,ravdess
0,52,4,,,fixed,1,10,1.0,,0,0.5032047964113182,0.48,150,0.28156540280305276,-0.12776061806667904,,,ravdess
0,52,4,,,fixed,1,-1,1.0,,0,0.4735852311939268,0.44666666666666666,150,0.2519446619779844,-0.13107751559031344,0.0796132562090004,-0.08447626708203115,ravdess
0,52,4,,,resampled,1,1,1.0,,0,0.44975414078674947,0.43333333333333335,150,0.38627185627643734,-0.08302412284908423,,,ravdess
0,52,4,,,resampled,1,2,1.0,,0,0.45912914078674943,0.43333333333333335,150,0.3229086019290983,-0.09170925934102092,,,ravdess
0,52,4,,,resampled,1,5,1.0,,0,0.4872541407867495,0.46,150,0.22619191646620251,-0.13592902811212237,,,ravdess
0,52,4,,,resampled,1,10,1.0,,0,0.4602700138026225,0.44,150,0.2696495269337582,-0.12227833448227043,,,ravdess
0,52,4,,,pseudo_split,0,0,1.0,,0,0.4281249999999999,0.43333333333333335,300,-0.07774868622040376,-0.041919634843401,-0.04269918078808699,-0.04360536116025315,ravdess
