pos,seed,fold,tau2,within,protocol,draw,k,lam,lam_star,is_lam_star,test_uar,test_acc,n_rows,leak_bits,control_bits,leak_mlp_bits,control_mlp_bits,dataset
0,51,1,,,fixed,0,1,1.0,,0,0.48908384702822044,0.4866666666666667,150,0.335088491448305,0.023290906116339105,,,ravdess
0,51,1,,,fixed,0,2,1.0,,0,0.4899731129910158,0.48,150,0.3080409621719977,0.022300353984238352,,,ravdess
0,51,1,,,fixed,0,5,1.0,,0,0.4967407113347011,0.4866666666666667,150,0.22403658722345776,0.048481757737178555,,,ravdess
0,51,1,,,fixed,0,10,1.0,,0,0.5031051216473211,0.49333333333333335,150,0.15792600944894586,0.06649276698125872,,,ravdess
0,51,1,,,fixed,0,-1,1.0,,0,0.5214062631741659,0.5066666666666667,150,0.15220776480065323,0.048031057605958605,0.06878743493144901,0.023268149679953165,ravdess
0,51,1,,,resampled,0,1,1.0,,0,0.4292292390757865,0.43333333333333335,150,0.14879884463141035,-0.00801614557058894,,,ravdess
0,51,1,,,resampled,0,2,1.0,,0,0.47217026721502425,0.4666666666666667,150,0.061540577724794154,0.04566621812458482,,,ravdess
0,51,1,,,resampled,0,5,1.0,,0,0.4931616515056413,0.48,150,0.13855222239457055,0.049789901698636285,,,ravdess
0,51,1,,,resampled,0,10,1.0,,0,0.5204141996821026,0.5066666666666667,150,0.15306829720260318,0.04761154714866933,,,ravdess
0,51,1,,,fixed,1,1,1.0,,0,0.3560492403483132,0.3466666666666667,150,0.47222797388813786,-0.039861037751712125,,,ravdess
0,51,1,,,fixed,1,2,1.0,,0,0.4245594705273414,0.4,150,0.42337990179578,-0.053970383354172036,,,ravdess
0,51,1,,,fixed,1,5,1.0,,0,0.4443225931677019,0.41333333333333333,150,0.27859438842543893,-0.0374592078071081,,,ravdess
0,51,1,,,fixed,1,10,1.0,,0,0.4904404152965534,0.44666666666666666,150,0.17190624314454483,-0.025839598093752247,,,ravdess
0,51,1,,,fixed,1,-1,1.0,,0,0.48620257885762996,0.44666666666666666,150,0.16063266017175337,-0.03719295139820389,0.12284247939620441,-0.013908543389068662,ravdess
0,51,1,,,resampled,1,1,1.0,,0,0.49107390238704174,0.46,150,0.04390296514718406,-0.03316256528196737,,,ravdess
0,51,1,,,resampled,1,2,1.0,,0,0.4657281390817196,0.44,150,0.14676483726647538,-0.03351203517723933,,,ravdess
0,51,1,,,resampled,1,5,1.0,,0,0.4770892324321033,0.44,150,0.14537378486238417,-0.02634300949074575,,,ravdess
0,51,1,,,resampled,1,10,1.0,,0,0.4929022424187066,0.46,150,0.159327777306006,-0.054444005800535766,,,ravdess
0,51,1,,,pseudo_split,0,0,1.0,,0,0.375,0.37333333333333335,300,-0.1056588905676672,-0.034081165190140705,-0.0771113412378539,-0.059583845929112034,ravdess
