pos,seed,fold,tau2,within,protocol,draw,k,lam,lam_star,is_lam_star,test_uar,test_acc,n_rows,leak_bits,control_bits,leak_mlp_bits,control_mlp_bits,dataset
4,52,2,7.2012,43.5644,fixed,0,1,0.1419,0.1419,1,0.4064019395637043,0.41333333333333333,150,0.3618624879793393,-0.11743926129207871,,,ravdess
4,52,2,7.2012,43.5644,fixed,0,1,0.0,0.1419,0,0.38377917833800185,0.38666666666666666,150,0.4716026890932048,-0.110744206837873,,,ravdess
4,52,2,7.2012,43.5644,fixed,0,1,0.1,0.1419,0,0.4022189330277566,0.41333333333333333,150,0.3877200821162876,-0.11571241346295302,,,ravdess
4,52,2,7.2012,43.5644,fixed,0,1,0.2,0.1419,0,0.40072012138188606,0.4066666666666667,150,0.3322374482065902,-0.11859633312319406,,,ravdess
4,52,2,7.2012,43.5644,fixed,0,1,0.3,0.1419,0,0.3985051141668789,0.4066666666666667,150,0.3051448890284201,-0.11590615614367028,,,ravdess
4,52,2,7.2012,43.5644,fixed,0,1,0.5,0.1419,0,0.395623673711909,0.4,150,0.3380331643517047,-0.09605928839624323,,,ravdess
4,52,2,7.2012,43.5644,fixed,0,1,0.7,0.1419,0,0.3555118411000764,0.36,150,0.47969805236494945,-0.06712477458336785,,,ravdess
4,52,2,7.2012,43.5644,fixed,0,1,1.0,0.1419,0,0.3191653934300993,0.32,150,0.9123813334154234,-0.017229082981342625,,,ravdess
4,52,2,7.2012,43.5644,fixed,0,2,0.2485,0.2485,1,0.40708099906629325,0.41333333333333333,150,0.27395355922669085,-0.11383056944604464,,,ravdess
4,52,2,7.2012,43.5644,fixed,0,2,0.0,0.2485,0,0.38377917833800185,0.38666666666666666,150,0.4716026890932048,-0.110744206837873,,,ravdess
4,52,2,7.2012,43.5644,fixed,0,2,0.1,0.2485,0,0.396115991851286,0.4066666666666667,150,0.38071825083788924,-0.1119888064473824,,,ravdess
4,52,2,7.2012,43.5644,fixed,0,2,0.2,0.2485,0,0.42027544351073765,0.4266666666666667,150,0.30537684566667256,-0.11341566772097122,,,ravdess
4,52,2,7.2012,43.5644,fixed,0,2,0.3,0.2485,0,0.41276281724811137,0.42,150,0.24502071920418045,-0.11335002353315726,,,ravdess
4,52,2,7.2012,43.5644,fixed,0,2,0.5,0.2485,0,0.41879456327985737,0.4266666666666667,150,0.19104728926795822,-0.10399555358024948,,,ravdess
