dataset,model,fixed_position,seed,fold,best_epoch,train_seconds,test_uar,test_macro_f1,test_acc,gate0,gate1,gate2,gate3,gate4,gate_argmax,gate_entropy_bits,concepts_linear_mi_lb_bits,concepts_linear_control_bits,concepts_linear_entropy_bits,concepts_mlp_mi_lb_bits,concepts_mlp_control_bits,concepts_mlp_entropy_bits,h_linear_mi_lb_bits,h_linear_control_bits,h_linear_entropy_bits,h_mlp_mi_lb_bits,h_mlp_control_bits,h_mlp_entropy_bits,h_raw_linear_mi_lb_bits,h_raw_linear_control_bits,h_raw_linear_entropy_bits,h_raw_mlp_mi_lb_bits,h_raw_mlp_control_bits,h_raw_mlp_entropy_bits
ravdess,fixed_position_4,4,45,1,30,72.4,0.49062500000000003,0.4347076593836535,0.4766666666666667,0.0,0.0,0.0,0.0,1.0,4,-0.0,0.1199251846612217,-0.06060980913723757,2.3219280948873626,-0.030986753148333435,-0.06383162907969409,2.3219280948873626,-2.38951796380368,-0.9761390126753624,2.3219280948873626,0.4948681770982477,-0.31891340314831185,2.3219280948873626,1.2886145000260012,-0.9151279810856288,2.3219280948873626,0.8660513242073902,-0.24604769614701105,2.3219280948873626
ravdess,fixed_position_4,4,45,2,35,72.9,0.46875,0.4034795625805636,0.4533333333333333,0.0,0.0,0.0,0.0,1.0,4,-0.0,0.08922463792313584,-0.05346432120763822,2.3219280948873626,0.027742278162412592,-0.04599666315282391,2.3219280948873626,-2.0954637352431718,-0.9269211831076123,2.3219280948873626,1.0218482781332352,-0.3576679164408949,2.3219280948873626,1.6740416568201577,-0.8675410658687963,2.3219280948873626,1.3471052071111953,-0.29123242655278503,2.3219280948873626
ravdess,fixed_position_4,4,45,3,35,72.7,0.49687499999999996,0.46746865695306195,0.5,0.0,0.0,0.0,0.0,1.0,4,-0.0,-0.06302679033095338,-0.10029298376052376,2.3219280948873626,-0.04041937764934023,-0.05666464289908513,2.3219280948873626,-2.7616333097151218,-1.1576226955059203,2.3219280948873626,0.24507324003911668,-0.3270199969013996,2.3219280948873626,1.4963135632439242,-1.1614511358544664,2.3219280948873626,0.9436344415495763,-0.47161346237043356,2.3219280948873626
ravdess,fixed_position_4,4,45,4,36,72.8,0.48750000000000004,0.4276068589621559,0.4666666666666667,0.0,0.0,0.0,0.0,1.0,4,-0.0,-0.0017044169309028412,-0.04971933733864642,2.3219280948873626,0.0076763265271502235,-0.025147499212915037,2.3219280948873626,-2.329103547279332,-0.7587562816995752,2.3219280948873626,0.7381954158912398,-0.3526782218673019,2.3219280948873626,1.888215629836286,-0.7761271634654818,2.3219280948873626,1.3342528647059138,-0.2699662439369468,2.3219280948873626
ravdess,fixed_position_4,4,45,5,38,74.0,0.4609375,0.426340068030683,0.4375,0.0,0.0,0.0,0.0,1.0,4,-0.0,-0.0182765408074137,-0.06120480367899983,2.0,-0.042365462237504925,-0.08068446166548249,2.0,-3.2035237580784326,-1.2790443782465566,2.0,0.4817642528903181,-0.1931391606741224,2.0,1.3364047099968448,-1.1389059330842417,2.0,0.9262612921247393,-0.21640419652505694,2.0
ravdess,fixed_position_4,4,46,1,30,72.4,0.484375,0.4067948618246965,0.45666666666666667,0.0,0.0,0.0,0.0,1.0,4,-0.0,0.08649309871399558,-0.06332039385638932,2.3219280948873626,0.008981243967191244,-0.03611143213734058,2.3219280948873626,-1.8317825034296877,-0.7258653972352125,2.3219280948873626,0.5662819472961031,-0.252141216479393,2.3219280948873626,1.3339000635666063,-0.5923356343187924,2.3219280948873626,0.6075088140058629,-0.2956486384486601,2.3219280948873626
ravdess,fixed_position_4,4,46,2,32,72.3,0.421875,0.3794141479250613,0.4066666666666667,0.0,0.0,0.0,0.0,1.0,4,-0.0,0.15020049026404836,-0.053035444539251575,2.3219280948873626,0.03543114789588042,-0.021117861925302073,2.3219280948873626,-2.4910703789652215,-0.9125982654131515,2.3219280948873626,1.0506843336509222,-0.27438038213643745,2.3219280948873626,1.781001971694629,-0.8675934041789009,2.3219280948873626,1.4860920292729207,-0.22684904587946786,2.3219280948873626
ravdess,fixed_position_4,4,46,3,27,69.3,0.42500000000000004,0.37210907726637266,0.42333333333333334,0.0,0.0,0.0,0.0,1.0,4,-0.0,0.021211254029994464,-0.05478001353422757,2.3219280948873626,-0.013175788463386073,-0.04014827919663411,2.3219280948873626,-2.014475975409362,-0.7851553811510059,2.3219280948873626,0.6022599735141669,-0.22652513514352135,2.3219280948873626,1.7496871315722324,-0.733808077677311,2.3219280948873626,0.9015624740940404,-0.24957549981203364,2.3219280948873626
ravdess,fixed_position_4,4,46,4,22,53.9,0.496875,0.4264247455128395,0.48,0.0,0.0,0.0,0.0,1.0,4,-0.0,-0.0020265221877346917,-0.038631817031232085,2.3219280948873626,-0.03142574797529818,-0.04164950730666783,2.3219280948873626,-1.8306556113374821,-0.6599534379401226,2.3219280948873626,0.6753746487894297,-0.25554547265831307,2.3219280948873626,1.9634787502607824,-0.6319802697826362,2.3219280948873626,1.364831248694339,-0.2253700275396282,2.3219280948873626
ravdess,fixed_position_4,4,46,5,33,63.9,0.48828125,0.45871435688350354,0.4791666666666667,0.0,0.0,0.0,0.0,1.0,4,-0.0,0.05052206163803041,-0.05427638256588052,2.0,1.7618377031736188e-05,-0.06177911556225135,2.0,-2.8911618170499356,-0.7436688960197104,2.0,0.45594217700919826,-0.3172931208565597,2.0,1.442017191924698,-0.7378396113335497,2.0,1.0067074431900729,-0.29756038451584166,2.0
ravdess,fixed_position_4,4,47,1,30,64.2,0.47500000000000003,0.4146234227231484,0.44666666666666666,0.0,0.0,0.0,0.0,1.0,4,-0.0,0.0657827100718702,-0.07999069326202957,2.3219280948873626,-0.005026485917964507,-0.046776343074313775,2.3219280948873626,-2.0651990517872747,-0.5464851440305059,2.3219280948873626,0.439845615068879,-0.291693390258533,2.3219280948873626,1.2891750455004227,-0.5072277584374301,2.3219280948873626,0.8858107409146696,-0.29658887980475557,2.3219280948873626
ravdess,fixed_position_4,4,47,2,37,64.1,0.47500000000000003,0.42078853544393247,0.46,0.0,0.0,0.0,0.0,1.0,4,-0.0,0.05720960936585762,-0.06272126779389842,2.3219280948873626,0.03922601317800112,-0.05124500984744884,2.3219280948873626,-2.0100810405417304,-0.7292941932092534,2.3219280948873626,0.8313022764460885,-0.25356620042713596,2.3219280948873626,1.8006283202512932,-0.7592729776448692,2.3219280948873626,1.3330070695659815,-0.2927506895626881,2.3219280948873626
ravdess,fixed_position_4,4,47,3,26,60.1,0.471875,0.41544343930271177,0.4633333333333333,0.0,0.0,0.0,0.0,1.0,4,-0.0,-0.019497638478887858,-0.06250275870948352,2.3219280948873626,-0.040191723244628275,-0.027161608161667683,2.3219280948873626,-1.8336970132566766,-0.6615426506902367,2.3219280948873626,0.3396126501532024,-0.21529006315498567,2.3219280948873626,1.7049212336763184,-0.6035665055922292,2.3219280948873626,1.193480521027292,-0.18608401689384113,2.3219280948873626
ravdess,fixed_position_4,4,47,4,36,62.9,0.50625,0.47339662886817174,0.49,0.0,0.0,0.0,0.0,1.0,4,-0.0,-0.044877741961682815,-0.03886438690439675,2.3219280948873626,-0.04134553913464645,-0.0495192664327746,2.3219280948873626,-1.948205899951983,-0.7415009387658311,2.3219280948873626,0.9025882324351875,-0.2236472443364903,2.3219280948873626,1.9087118238567418,-0.725686487037716,2.3219280948873626,1.429337023349294,-0.2685471372042718,2.3219280948873626
ravdess,fixed_position_4,4,47,5,29,63.6,0.46484375,0.4074497746289304,0.44166666666666665,0.0,0.0,0.0,0.0,1.0,4,-0.0,0.029851836046218105,-0.06180686901697863,2.0,0.0012687859570719162,-0.019091415777052312,2.0,-2.2072458188323942,-0.8277382988715458,2.0,0.3218245159128048,-0.22208898865810323,2.0,1.3756028900227113,-0.7365368168554323,2.0,0.8912673306870447,-0.23788205433070786,2.0
