dataset,mode,no_style,seed,fold,kappa,best_epoch,train_seconds,test_uar,test_macro_f1,test_acc,c_aff_linear_mi_lb_bits,c_aff_linear_control_bits,c_aff_linear_entropy_bits,c_aff_mlp_mi_lb_bits,c_aff_mlp_control_bits,c_aff_mlp_entropy_bits,h_linear_mi_lb_bits,h_linear_control_bits,h_linear_entropy_bits,h_mlp_mi_lb_bits,h_mlp_control_bits,h_mlp_entropy_bits
ravdess,cmn,True,42,1,0.0,9,75.9,0.5062500000000001,0.47197934465673663,0.54,0.06395932671503468,-0.06017986264992459,2.3219280948873626,-0.0034163180489521494,-0.038158535289084305,2.3219280948873626,2.063064449801166,-3.1758256403579495,2.3219280948873626,1.843105546681457,-0.7645371796640412,2.3219280948873626
ravdess,cmn,True,42,3,0.0,9,75.7,0.53125,0.4733828834496612,0.56,0.021429286151061877,-0.054057205626445004,2.3219280948873626,-0.005601369257015598,-0.043425682802553656,2.3219280948873626,2.1943194427110764,-3.241427575431713,2.3219280948873626,1.8965754408478404,-0.5941061275126476,2.3219280948873626
ravdess,cmn,True,42,5,0.0,11,76.8,0.54296875,0.5520196673123569,0.5541666666666667,-1.1209733404182742e-05,-0.05310085178095747,2.0,0.010998365051438919,-0.037526799830343016,2.0,1.9198089624757724,-3.382186300994264,2.0,1.6712475087651837,-0.5456074577053687,2.0
ravdess,cmn,True,43,1,0.0,12,73.7,0.45625,0.3737058810571776,0.4866666666666667,0.08413605320335504,-0.04728343332136031,2.3219280948873626,0.02908577417080105,-0.09988965336163114,2.3219280948873626,2.1572323604059043,-2.9602893537814303,2.3219280948873626,1.7724092776645364,-0.784720744462942,2.3219280948873626
ravdess,cmn,True,43,3,0.0,11,72.7,0.421875,0.35815687055789525,0.45,-0.0010630453037068222,-0.029753430967503824,2.3219280948873626,-0.024159900625455144,-0.019374945677061106,2.3219280948873626,2.1513459307697436,-3.2756320504506053,2.3219280948873626,1.917062275328437,-0.7707752322257391,2.3219280948873626
ravdess,cmn,True,43,5,0.0,11,75.1,0.5625,0.5465155104846118,0.5958333333333333,0.03221713692289696,-0.05162524851176631,2.0,0.029568883552128833,-0.03233694498143613,2.0,1.8624752099467852,-3.21358062502623,2.0,1.6572259888197816,-0.7565370493927372,2.0
ravdess,cmn,True,44,1,0.0,9,72.6,0.475,0.43890524228776023,0.5033333333333333,0.1488417808680076,-0.015067385192792049,2.3219280948873626,0.031694603616569506,-0.0471786356618753,2.3219280948873626,2.19006489752956,-3.8307503046999827,2.3219280948873626,1.9625201367117429,-0.6369454959076468,2.3219280948873626
ravdess,cmn,True,44,3,0.0,11,72.3,0.49375,0.4473913216319687,0.5233333333333333,-0.0014130250909545339,-0.043020430104729446,2.3219280948873626,-0.017144855040660545,-0.03595196039712789,2.3219280948873626,2.2059958115027003,-3.195341728347141,2.3219280948873626,1.912773791162705,-0.5716189475596138,2.3219280948873626
ravdess,cmn,True,44,5,0.0,10,56.8,0.47265625,0.43653184617209023,0.5041666666666667,0.10652322700165029,-0.04737250065810095,2.0,0.03171781110265992,-0.032097978688304885,2.0,1.8475019500438714,-2.8655409388557063,2.0,1.7096610660523328,-0.7659816917135371,2.0
