pos,seed,fold,tau2,within,protocol,draw,k,lam,lam_star,is_lam_star,test_uar,test_acc,n_rows,leak_bits,control_bits,leak_mlp_bits,control_mlp_bits,dataset
0,52,1,,,fixed,0,1,1.0,,0,0.5611624727896385,0.5582655826558266,738,0.2229808594982896,-0.11050247864340346,,,cremad
0,52,1,,,fixed,0,2,1.0,,0,0.5975096940781167,0.5975609756097561,738,0.14906344551887152,-0.11566231682366102,,,cremad
0,52,1,,,fixed,0,5,1.0,,0,0.5940066199886929,0.5907859078590786,738,0.12589674646688298,-0.11073143831023557,,,cremad
0,52,1,,,fixed,0,10,1.0,,0,0.5971665707621004,0.592140921409214,738,0.09208210074470458,-0.10616859226687492,,,cremad
0,52,1,,,fixed,0,-1,1.0,,0,0.5994723493921451,0.5948509485094851,738,0.06429089751055717,-0.1057161460903302,0.0653029631988673,-0.058772693191182945,cremad
0,52,1,,,resampled,0,1,1.0,,0,0.519182247631962,0.5176151761517616,738,0.06383900803723552,-0.09176210467841006,,,cremad
0,52,1,,,resampled,0,2,1.0,,0,0.5510550175703569,0.5487804878048781,738,0.08471718764462732,-0.10730553904869478,,,cremad
0,52,1,,,resampled,0,5,1.0,,0,0.5867227876029719,0.5826558265582655,738,0.04533717746633137,-0.10708311180718955,,,cremad
0,52,1,,,resampled,0,10,1.0,,0,0.6034588118808338,0.5975609756097561,738,0.06857666891740966,-0.09776438400234078,,,cremad
0,52,1,,,fixed,1,1,1.0,,0,0.5022315348583188,0.4986449864498645,738,0.4402516962699745,-0.11816679829796684,,,cremad
0,52,1,,,fixed,1,2,1.0,,0,0.5573519080620241,0.5501355013550135,738,0.2934320198560605,-0.13115460819413638,,,cremad
0,52,1,,,fixed,1,5,1.0,,0,0.5949452672021038,0.5880758807588076,738,0.17841873955978338,-0.13526081180849037,,,cremad
0,52,1,,,fixed,1,10,1.0,,0,0.6096221828621295,0.6029810298102981,738,0.1042604671978884,-0.12754594977144773,,,cremad
0,52,1,,,fixed,1,-1,1.0,,0,0.6141275832029638,0.6070460704607046,738,0.0718148390413722,-0.1165088682406008,0.11929476832988861,-0.06844083051820782,cremad
0,52,1,,,resampled,1,1,1.0,,0,0.5213275702739618,0.516260162601626,738,0.09137015414160476,-0.15150485084795662,,,cremad
0,52,1,,,resampled,1,2,1.0,,0,0.5345087017337771,0.5284552845528455,738,0.0839479717671896,-0.12518191550256397,,,cremad
0,52,1,,,resampled,1,5,1.0,,0,0.5913827049895907,0.5840108401084011,738,0.08371555158791821,-0.1146640754698458,,,cremad
0,52,1,,,resampled,1,10,1.0,,0,0.603349866679139,0.5962059620596206,738,0.07352370976968814,-0.12195623640038189,,,cremad
0,52,1,,,pseudo_split,0,0,1.0,,0,0.5802469135802469,0.5792682926829268,1476,-0.057598219475228696,-0.051886748883797296,-0.033371557713326894,-0.03481457803486876,cremad
