pos,seed,fold,tau2,within,protocol,draw,k,lam,lam_star,is_lam_star,test_uar,test_acc,n_rows,leak_bits,control_bits,leak_mlp_bits,control_mlp_bits,dataset
0,51,1,,,fixed,0,1,1.0,,0,0.5143284889408841,0.5176151761517616,738,0.46062163556673097,-0.1170262749899944,,,cremad
0,51,1,,,fixed,0,2,1.0,,0,0.5663392843087017,0.5663956639566395,738,0.37776389161985335,-0.11693742387789996,,,cremad
0,51,1,,,fixed,0,5,1.0,,0,0.6179263335193451,0.6192411924119241,738,0.19634881449582586,-0.12370720302508964,,,cremad
0,51,1,,,fixed,0,10,1.0,,0,0.6013688354047955,0.6029810298102981,738,0.19787047919407952,-0.12119491947288719,,,cremad
0,51,1,,,fixed,0,-1,1.0,,0,0.6201134791609147,0.6219512195121951,738,0.15702591225499063,-0.1191957772722958,0.1840522616611442,-0.046824537882982575,cremad
0,51,1,,,resampled,0,1,1.0,,0,0.5187278296550332,0.521680216802168,738,0.13150990707497723,-0.1071615379394304,,,cremad
0,51,1,,,resampled,0,2,1.0,,0,0.5530112621358444,0.556910569105691,738,0.14466836601767596,-0.12383979521465971,,,cremad
0,51,1,,,resampled,0,5,1.0,,0,0.6109855476423799,0.6124661246612466,738,0.156602484630751,-0.11669851863517167,,,cremad
0,51,1,,,resampled,0,10,1.0,,0,0.6101209954858747,0.6111111111111112,738,0.16099429678247645,-0.11747421717758844,,,cremad
0,51,1,,,fixed,1,1,1.0,,0,0.5165582108351645,0.510840108401084,738,0.25721182133275455,-0.12242961700764265,,,cremad
0,51,1,,,fixed,1,2,1.0,,0,0.5427963711854973,0.5365853658536586,738,0.2850852452692534,-0.1093724055801637,,,cremad
0,51,1,,,fixed,1,5,1.0,,0,0.5966668889345877,0.592140921409214,738,0.18534377704495641,-0.11827324209633439,,,cremad
0,51,1,,,fixed,1,10,1.0,,0,0.6066021831537204,0.6029810298102981,738,0.11841892665116216,-0.11538491138705353,,,cremad
0,51,1,,,fixed,1,-1,1.0,,0,0.6149044136700271,0.6111111111111112,738,0.10428746199802585,-0.11381035544847062,0.10566149166380434,-0.044615597001022245,cremad
0,51,1,,,resampled,1,1,1.0,,0,0.499391000588055,0.4959349593495935,738,0.1258299264187963,-0.10979033695681117,,,cremad
0,51,1,,,resampled,1,2,1.0,,0,0.56714202408041,0.5623306233062331,738,0.11518870640107526,-0.09894398488533351,,,cremad
0,51,1,,,resampled,1,5,1.0,,0,0.5897088924085158,0.5853658536585366,738,0.1183911171086276,-0.11543203937683089,,,cremad
0,51,1,,,resampled,1,10,1.0,,0,0.6056668287396494,0.6002710027100271,738,0.09594392145500574,-0.11029680349019522,,,cremad
0,51,1,,,pseudo_split,0,0,1.0,,0,0.5683421516754851,0.5684281842818428,1476,-0.07252955839795217,-0.05738067358457233,-0.049251415481651684,-0.040311046234726255,cremad
