dataset,variant,seed,fold,best_epoch,train_seconds,test_uar,test_macro_f1,h_linear_mi_lb_bits,h_linear_control_bits,h_linear_entropy_bits
ravdess,leace_trainfit,43,1,22,7.7,0.41875,0.3920530182601527,0.9470184164817079,-0.6535632500634501,2.3219280948873626
ravdess,leace_trainfit,43,2,21,9.1,0.446875,0.4226437611963266,1.529092854819752,-0.6552868103813538,2.3219280948873626
ravdess,leace_trainfit,43,3,29,9.5,0.484375,0.4618395567227579,1.2753055640225568,-0.6544457829000958,2.3219280948873626
ravdess,leace_trainfit,43,4,32,10.7,0.465625,0.441383518297176,0.794600639135707,-0.8145271132926974,2.3219280948873626
ravdess,leace_trainfit,43,5,27,9.1,0.4296875,0.4226306765008544,0.500242315012001,-0.7111447577289614,2.0
ravdess,leace_trainfit,44,1,14,8.5,0.359375,0.344638985401853,0.8401965719878979,-0.6529903161726907,2.3219280948873626
ravdess,leace_trainfit,44,2,24,8.7,0.43437500000000007,0.4025937868300605,1.467856169651337,-0.6213584895245603,2.3219280948873626
ravdess,leace_trainfit,44,3,24,7.0,0.446875,0.4255085163538348,1.2919356411987728,-0.7752391947579556,2.3219280948873626
ravdess,leace_trainfit,44,4,28,7.9,0.49374999999999997,0.4810271813199061,1.6028447946854558,-0.7993821031152972,2.3219280948873626
ravdess,leace_trainfit,44,5,32,7.5,0.44140625,0.4553221445264327,0.6672824992441779,-0.4228172197553439,2.0
ravdess,leace_trans,42,1,29,7.9,0.50625,0.48445861249741135,2.032821617653228,-0.7094028415623002,2.3219280948873626
ravdess,leace_trans,42,2,19,8.9,0.48437499999999994,0.45126919289761086,2.2654212194680015,-0.5503438191294587,2.3219280948873626
ravdess,leace_trans,42,3,24,8.8,0.5,0.4708940171142256,2.1548812816829352,-0.6260065869078897,2.3219280948873626
ravdess,leace_trans,42,4,35,9.8,0.553125,0.5287203059039,1.9582148837249185,-0.481703579714055,2.3219280948873626
ravdess,leace_trans,42,5,30,8.5,0.54296875,0.5359385036589834,1.4429192294032325,-0.8076239939061649,2.0
ravdess,leace_trans,43,1,22,7.0,0.46875,0.45679896786860574,2.052384886599585,-0.4248710618422815,2.3219280948873626
ravdess,leace_trans,43,2,21,8.6,0.47500000000000003,0.44926071741941026,2.248564130681495,-0.4617104555461138,2.3219280948873626
ravdess,leace_trans,43,3,29,9.0,0.546875,0.5222589217872005,2.1370639714033413,-0.4654438792894413,2.3219280948873626
ravdess,leace_trans,43,4,32,10.2,0.5625,0.5406054435395122,1.9638213870341834,-0.7012726047617344,2.3219280948873626
ravdess,leace_trans,43,5,27,8.7,0.5078125,0.5039269454155817,1.6222650584808749,-0.7313599593068325,2.0
ravdess,leace_trans,44,1,14,7.9,0.40937500000000004,0.3902486379023635,1.918886958447119,-0.5506196537730466,2.3219280948873626
ravdess,leace_trans,44,2,24,8.3,0.475,0.4502766121801009,2.021043369347206,-0.5260342916979797,2.3219280948873626
ravdess,leace_trans,44,3,24,6.5,0.44999999999999996,0.41863215233823653,1.6732501864648464,-0.5087885935569147,2.3219280948873626
ravdess,leace_trans,44,4,28,7.5,0.5843750000000001,0.5537965708681278,1.9482421561793994,-0.5442403135803904,2.3219280948873626
ravdess,leace_trans,44,5,32,7.1,0.48046875,0.48810864909020574,1.6493482783332118,-0.39687714331554336,2.0
ravdess,plain,42,1,29,6.6,0.503125,0.4797653505873969,1.067721772262721,-0.4965775446250147,2.3219280948873626
ravdess,plain,42,2,19,7.7,0.446875,0.400425990946924,1.482638261065838,-0.44626680084423986,2.3219280948873626
ravdess,plain,42,3,24,7.5,0.45625000000000004,0.4362478958843352,1.3033300919616855,-0.487020121544087,2.3219280948873626
ravdess,plain,42,4,35,8.6,0.5125,0.4882078364791009,1.4214540909363236,-0.3247440710683063,2.3219280948873626
ravdess,plain,42,5,30,7.7,0.5,0.4873711210894871,0.9862117227707019,-0.6916451930489282,2.0
ravdess,plain,43,1,22,5.8,0.484375,0.4681827049283946,0.9300480280689081,-0.34074810809086165,2.3219280948873626
ravdess,plain,43,2,21,7.4,0.453125,0.4210604536308762,1.3269408048098368,-0.36326635112123684,2.3219280948873626
ravdess,plain,43,3,29,7.8,0.49062500000000003,0.4663505918906746,1.3542136067729955,-0.3653258731015079,2.3219280948873626
ravdess,plain,43,4,32,9.2,0.496875,0.47690271405812235,1.1763285418909812,-0.7203287787184514,2.3219280948873626
ravdess,plain,43,5,27,8.0,0.47265625,0.46677656132184714,1.1721409258068245,-0.5172841370843235,2.0
ravdess,plain,44,1,14,6.7,0.41875,0.400698177134437,0.9000504197486112,-0.43597170264954377,2.3219280948873626
ravdess,plain,44,2,24,7.4,0.446875,0.4071419397182077,1.4384310410439634,-0.397699225764816,2.3219280948873626
