dataset,variant,seed,fold,best_epoch,train_seconds,test_uar,test_macro_f1,h_linear_mi_lb_bits,h_linear_control_bits,h_linear_entropy_bits
ravdess,leace_trans,43,4,21,23.7,0.47187499999999993,0.43671030313473086,2.2455122151605584,-0.40284119323337864,2.3219280948873626
ravdess,leace_trans,43,5,26,22.8,0.484375,0.4643340503186012,1.9223776828073231,-0.3820188806059033,2.0
ravdess,leace_trans,44,1,17,17.6,0.490625,0.48091857998478266,2.2615431842460465,-0.3473727934677924,2.3219280948873626
ravdess,leace_trans,44,2,14,16.9,0.496875,0.4799394300858155,2.274265828300101,-0.6542900541294676,2.3219280948873626
ravdess,leace_trans,44,3,14,15.7,0.50625,0.46839869509963106,1.8775353109357302,-0.4565687384900947,2.3219280948873626
ravdess,leace_trans,44,4,29,9.0,0.521875,0.5003219128559351,2.1326666054145553,-0.4519685680800678,2.3219280948873626
ravdess,leace_trans,44,5,14,6.8,0.3984375,0.3751784443897499,1.8989876387238807,-0.3218095641046168,2.0
ravdess,plain,42,1,17,17.4,0.490625,0.47285118509276625,1.3272450753778335,-0.2601965602530747,2.3219280948873626
ravdess,plain,42,2,23,21.0,0.43125,0.4099911921583748,1.3746584327998024,-0.3775224936962971,2.3219280948873626
ravdess,plain,42,3,21,16.6,0.490625,0.4645080052196634,1.3081800557281715,-0.417592977334472,2.3219280948873626
ravdess,plain,42,4,22,16.3,0.48437499999999994,0.4506950044284643,1.4496655885201126,-0.5585655934316347,2.3219280948873626
ravdess,plain,42,5,36,14.6,0.4765625,0.460972466798738,0.8322788555910181,-0.33033885432962284,2.0
ravdess,plain,43,1,32,15.5,0.503125,0.49048645700893,1.459243376216711,-0.4367998472471353,2.3219280948873626
ravdess,plain,43,2,33,13.9,0.48125,0.46718918878404003,1.340270661004753,-0.5220104686617839,2.3219280948873626
ravdess,plain,43,3,30,21.9,0.496875,0.44184664253753,1.3307787457435705,-0.32093646476738513,2.3219280948873626
ravdess,plain,43,4,21,21.4,0.471875,0.4303702551001434,1.260512959068792,-0.3170060024533048,2.3219280948873626
ravdess,plain,43,5,26,21.6,0.44921875,0.4288983430659087,0.8338683430804013,-0.25141193493619474,2.0
ravdess,plain,44,1,17,15.9,0.459375,0.44992073269830357,1.3131853966298668,-0.2878609572397366,2.3219280948873626
