dataset,mode,no_style,encoder_lr,seed,fold,kappa,best_epoch,train_seconds,test_uar,test_macro_f1,test_acc,concepts_linear_mi_lb_bits,concepts_linear_control_bits,concepts_linear_entropy_bits,concepts_mlp_mi_lb_bits,concepts_mlp_control_bits,concepts_mlp_entropy_bits,delta_linear_mi_lb_bits,delta_linear_control_bits,delta_linear_entropy_bits,delta_mlp_mi_lb_bits,delta_mlp_control_bits,delta_mlp_entropy_bits,h_linear_mi_lb_bits,h_linear_control_bits,h_linear_entropy_bits,h_mlp_mi_lb_bits,h_mlp_control_bits,h_mlp_entropy_bits
iemocap,operator,False,1e-05,42,1,0.0,10,2010.5,0.6117574988234272,0.5850806607916057,0.5777385159010601,0.004775687909795767,-0.0020124156679578453,0.9836697149306288,0.009313418892239578,-0.011478951727729614,0.9836697149306288,0.08488415109333092,-0.046512226549018765,0.9836697149306288,0.6505025481909372,-0.04924211379694321,0.9836697149306288,0.8809474021988503,-1.6095402946559552,0.9836697149306288,0.8035954099931256,-0.1888191146183802,0.9836697149306288
iemocap,operator,False,1e-05,42,3,0.0,10,2059.7,0.5898366846903338,0.5607643830632584,0.5548561151079137,0.048453002413155755,-0.0014422674729517304,0.9973008701007469,0.028637763272946648,-0.007496780229942379,0.9973008701007469,0.4204549318970243,-0.11082718487174992,0.9973008701007469,0.5627783739353801,-0.11903369455000878,0.9973008701007469,0.4656370572607945,-1.6304916083373457,0.9973008701007469,0.5197108298429982,-0.3503823803473862,0.9973008701007469
iemocap,operator,False,1e-05,42,5,0.0,12,1332.5,0.6401485399153583,0.6285572825011974,0.625233644859813,0.1654676871316143,-0.006387852839727315,0.9998765061155545,0.2867395467083699,-0.0061574996280348016,0.9998765061155545,0.49641966058195486,-0.2632361827345201,0.9998765061155545,0.6666566974307071,-0.18559227450541316,0.9998765061155545,0.8429322109084074,-1.3516842972232315,0.9998765061155545,0.7910192766652937,-0.17896734108157186,0.9998765061155545
iemocap,operator,False,1e-05,43,1,0.0,12,1288.6,0.6350468811137036,0.6043634472654043,0.5998233215547704,0.07810682315675532,-0.0009826411555700076,0.9836697149306288,0.14773636054510786,-0.005165167798027337,0.9836697149306288,0.22399188300054051,-0.09914895687274017,0.9836697149306288,0.7351352888137005,-0.0789749617863682,0.9836697149306288,0.8493283372102518,-1.7241761014357673,0.9836697149306288,0.8377563002448325,-0.2845899980620248,0.9836697149306288
iemocap,operator,False,1e-05,43,3,0.0,6,919.7,0.6375179941247864,0.6146908514266409,0.6097122302158273,0.033854066484267475,-0.008684449934341698,0.9973008701007469,0.03319445348072403,-0.011590379912147286,0.9973008701007469,0.08769998832857251,-0.137745531416124,0.9973008701007469,0.5775530525416974,-0.11297797734649384,0.9973008701007469,0.4862464457467165,-1.9375937837296566,0.9973008701007469,0.5323465296622454,-0.3783788413693976,0.9973008701007469
iemocap,operator,False,1e-05,43,5,0.0,7,974.2,0.6267228232839912,0.6045986883765665,0.6009345794392523,0.07763475059515168,-0.0004620871102544166,0.9998765061155545,0.08622331884959711,-0.005067147727083721,0.9998765061155545,-0.10760139471157781,-0.06022492395503376,0.9998765061155545,0.8541313473531289,-0.05122363249706974,0.9998765061155545,0.8110091632489067,-1.5185169267137657,0.9998765061155545,0.773790227800504,-0.11980490562807578,0.9998765061155545
iemocap,operator,False,1e-05,44,1,0.0,7,493.4,0.6322183583728075,0.6036239850208328,0.5962897526501767,0.11368086409304301,-0.005740372814986405,0.9836697149306288,0.14993278647796426,-0.0030362609154468423,0.9836697149306288,0.002200370327177792,-0.14410164083932542,0.9836697149306288,0.678772669768074,-0.061403422691689746,0.9836697149306288,0.8576210862205452,-1.2275107143890756,0.9836697149306288,0.8422968671593765,-0.2134413075084305,0.9836697149306288
iemocap,operator,False,1e-05,44,3,0.0,9,517.7,0.574682664613194,0.5515662230364673,0.5431654676258992,0.0173228407028444,-0.004024929900634744,0.9973008701007469,0.018192216143809725,0.001204330681772503,0.9973008701007469,0.18408935720012654,-0.059572083568678824,0.9973008701007469,0.5983513150645895,-0.07798672391825479,0.9973008701007469,0.29238343237350983,-1.4240451924846915,0.9973008701007469,0.4495752142577024,-0.2705650986883885,0.9973008701007469
iemocap,operator,False,1e-05,44,5,0.0,11,309.8,0.6426775963683945,0.6291167667851175,0.6224299065420561,0.2116301665982645,-0.005459823998748781,0.9998765061155545,0.14282370099840513,-0.0060732692864545745,0.9998765061155545,0.40530254920706255,-0.08095046137399986,0.9998765061155545,0.7021509378538235,-0.10423408377804366,0.9998765061155545,0.79750703463777,-1.7464676379684279,0.9998765061155545,0.820116123412628,-0.19864445782141138,0.9998765061155545
