dataset,seed,fold,k,lam,lam_star,is_lam_star,centered,tau2,within,test_uar,test_acc,leak_bits,control_bits
iemocap,50,3,1,0.171,0.171,1,1,18.6271,90.3085,0.5405397324274278,0.5224820143884892,0.1337398339010285,-0.004008005765598677
iemocap,50,3,1,0.0,0.171,0,1,18.6271,90.3085,0.5413184311116237,0.5251798561151079,0.17592702660545678,-0.0038156823640640436
iemocap,50,3,1,0.1,0.171,0,1,18.6271,90.3085,0.5452563324436672,0.5287769784172662,0.1513738690057327,-0.003924481075738617
iemocap,50,3,1,0.2,0.171,0,1,18.6271,90.3085,0.5397326831860642,0.5224820143884892,0.12658766181177983,-0.004033045905640353
iemocap,50,3,1,0.3,0.171,0,1,18.6271,90.3085,0.5383568934798829,0.52068345323741,0.10221462248823376,-0.004298373911066022
iemocap,50,3,1,0.5,0.171,0,1,18.6271,90.3085,0.532556566233792,0.512589928057554,0.05669301255843562,-0.005454470434054892
iemocap,50,3,1,0.7,0.171,0,1,18.6271,90.3085,0.5252735014191539,0.5,0.022272226215394375,-0.006626666806871295
iemocap,50,3,1,1.0,0.171,0,1,18.6271,90.3085,0.4837519902851588,0.45143884892086333,-0.002039997297046625,-0.007453047161187332
iemocap,50,3,2,0.292,0.292,1,1,18.6271,90.3085,0.5498526668246049,0.5323741007194245,0.11419389765136667,-0.003813580295136232
iemocap,50,3,2,0.0,0.292,0,1,18.6271,90.3085,0.5413184311116237,0.5251798561151079,0.17592702660545678,-0.0038156823640640436
iemocap,50,3,2,0.1,0.292,0,1,18.6271,90.3085,0.5426201205551617,0.5269784172661871,0.15424410324848326,-0.003642105240298399
iemocap,50,3,2,0.2,0.292,0,1,18.6271,90.3085,0.5506418505406179,0.5341726618705036,0.1329247856457666,-0.0037263801712301703
iemocap,50,3,2,0.3,0.292,0,1,18.6271,90.3085,0.5497425491158029,0.5323741007194245,0.11260854105984097,-0.0038247594860385536
iemocap,50,3,2,0.5,0.292,0,1,18.6271,90.3085,0.541103782614392,0.5233812949640287,0.07520881425882531,-0.004063322858535612
iemocap,50,3,2,0.7,0.292,0,1,18.6271,90.3085,0.5322833444871975,0.5116906474820144,0.04247543806792131,-0.003958878732764459
iemocap,50,3,2,1.0,0.292,0,1,18.6271,90.3085,0.5018984074407222,0.47571942446043164,0.012432671136127005,-0.004088485163610267
iemocap,50,3,5,0.5077,0.5077,1,1,18.6271,90.3085,0.5424387353248356,0.5278776978417267,0.07131273210128641,-0.002633569615441922
iemocap,50,3,5,0.0,0.5077,0,1,18.6271,90.3085,0.5413184311116237,0.5251798561151079,0.17592702660545678,-0.0038156823640640436
iemocap,50,3,5,0.1,0.5077,0,1,18.6271,90.3085,0.5396276074587258,0.5242805755395683,0.15324508074816412,-0.003480405840437184
iemocap,50,3,5,0.2,0.5077,0,1,18.6271,90.3085,0.5371758213752569,0.5224820143884892,0.13140066205551904,-0.003227711878205586
iemocap,50,3,5,0.3,0.5077,0,1,18.6271,90.3085,0.543224878466138,0.5287769784172662,0.11049682748385992,-0.0030265672017544265
iemocap,50,3,5,0.5,0.5077,0,1,18.6271,90.3085,0.5409681470895414,0.5269784172661871,0.07266650038251188,-0.0026492049972460796
iemocap,50,3,5,0.7,0.5077,0,1,18.6271,90.3085,0.5295622741624875,0.5134892086330936,0.0409036525517259,-0.002361779456916069
iemocap,50,3,5,1.0,0.5077,0,1,18.6271,90.3085,0.5099228554938647,0.4919064748201439,0.01000416084238942,-0.002188526817559433
iemocap,50,3,10,0.6735,0.6735,1,1,18.6271,90.3085,0.5326184664533227,0.5161870503597122,0.0468519444810217,-0.002680380970404128
iemocap,50,3,10,0.0,0.6735,0,1,18.6271,90.3085,0.5413184311116237,0.5251798561151079,0.17592702660545678,-0.0038156823640640436
iemocap,50,3,10,0.1,0.6735,0,1,18.6271,90.3085,0.544766942056548,0.5287769784172662,0.15346909128169084,-0.003505362615909391
iemocap,50,3,10,0.2,0.6735,0,1,18.6271,90.3085,0.5439445736354953,0.5278776978417267,0.13172111885000715,-0.0032244930219920143
iemocap,50,3,10,0.3,0.6735,0,1,18.6271,90.3085,0.5376498925826872,0.5215827338129496,0.1110347693357483,-0.0029888343728143862
iemocap,50,3,10,0.5,0.6735,0,1,18.6271,90.3085,0.5352110086049715,0.5197841726618705,0.07374430427429535,-0.0027307321417260333
iemocap,50,3,10,0.7,0.6735,0,1,18.6271,90.3085,0.5346911876920655,0.5179856115107914,0.0432825487146874,-0.0026818438462039573
iemocap,50,3,10,1.0,0.6735,0,1,18.6271,90.3085,0.5296959082805851,0.5089928057553957,0.013386634709952494,-0.0026079701153882695
iemocap,50,3,20,0.8049,0.8049,1,1,18.6271,90.3085,0.539525909411415,0.5233812949640287,0.03810495208397724,-0.002179779918720204
iemocap,50,3,20,0.0,0.8049,0,1,18.6271,90.3085,0.5413184311116237,0.5251798561151079,0.17592702660545678,-0.0038156823640640436
iemocap,50,3,20,0.1,0.8049,0,1,18.6271,90.3085,0.5438855847189494,0.5287769784172662,0.1547567614611962,-0.0035235239993609557
iemocap,50,3,20,0.2,0.8049,0,1,18.6271,90.3085,0.5421460493477314,0.5278776978417267,0.1343255969018744,-0.003248339046026949
iemocap,50,3,20,0.3,0.8049,0,1,18.6271,90.3085,0.5422589997976524,0.5287769784172662,0.11493160869451591,-0.0029693608385275017
iemocap,50,3,20,0.5,0.8049,0,1,18.6271,90.3085,0.5359131899525882,0.5215827338129496,0.08013678035652905,-0.0025732985071073022
iemocap,50,3,20,0.7,0.8049,0,1,18.6271,90.3085,0.5333206478009392,0.5179856115107914,0.05085901898040934,-0.002243223037721065
iemocap,50,3,20,1.0,0.8049,0,1,18.6271,90.3085,0.5415476457279202,0.5251798561151079,0.019835814961353893,-0.0021210882654808527
