dataset,seed,fold,k,lam,lam_star,is_lam_star,centered,tau2,within,test_uar,test_acc,leak_bits,control_bits
iemocap,48,3,1,0.1759,0.1759,1,1,24.2393,113.5991,0.5415159957644666,0.5278776978417267,0.11525484267591901,-0.008865252859267203
iemocap,48,3,1,0.0,0.1759,0,1,24.2393,113.5991,0.5297897098039155,0.5170863309352518,0.16238972709786248,-0.008543612918124888
iemocap,48,3,1,0.1,0.1759,0,1,24.2393,113.5991,0.5413084546190243,0.5278776978417267,0.13537350027083705,-0.008782429556755122
iemocap,48,3,1,0.2,0.1759,0,1,24.2393,113.5991,0.5391590082101106,0.5251798561151079,0.10897680128096465,-0.008820969221622565
iemocap,48,3,1,0.3,0.1759,0,1,24.2393,113.5991,0.5351391318928413,0.5188848920863309,0.08444016344444738,-0.00849813648100528
iemocap,48,3,1,0.5,0.1759,0,1,24.2393,113.5991,0.5242991666894861,0.5062949640287769,0.042563239745637915,-0.007227464483976043
iemocap,48,3,1,0.7,0.1759,0,1,24.2393,113.5991,0.49988580879122113,0.47931654676258995,0.012971494721697563,-0.005996304585630385
iemocap,48,3,1,1.0,0.1759,0,1,24.2393,113.5991,0.4608842599776489,0.4379496402877698,-0.00179401151972447,-0.003998875599119378
iemocap,48,3,2,0.2991,0.2991,1,1,24.2393,113.5991,0.5231539681610002,0.5071942446043165,0.09719225823258504,-0.008151110140623974
iemocap,48,3,2,0.0,0.2991,0,1,24.2393,113.5991,0.5297897098039155,0.5170863309352518,0.16238972709786248,-0.008543612918124888
iemocap,48,3,2,0.1,0.2991,0,1,24.2393,113.5991,0.5323516135961862,0.5188848920863309,0.13980354529436023,-0.008241119133058916
iemocap,48,3,2,0.2,0.2991,0,1,24.2393,113.5991,0.5292976945092686,0.5161870503597122,0.11765809103934488,-0.008099629473944603
iemocap,48,3,2,0.3,0.2991,0,1,24.2393,113.5991,0.524025048300373,0.5080935251798561,0.09702213072367305,-0.008165893951797898
iemocap,48,3,2,0.5,0.2991,0,1,24.2393,113.5991,0.5178991874774552,0.4973021582733813,0.05974157586504203,-0.008228588461668629
iemocap,48,3,2,0.7,0.2991,0,1,24.2393,113.5991,0.5003186127374377,0.4766187050359712,0.029452311626949723,-0.007853963035852063
iemocap,48,3,2,1.0,0.2991,0,1,24.2393,113.5991,0.4706372989081307,0.44244604316546765,0.00023841649246092445,-0.006689808758372662
iemocap,48,3,5,0.5162,0.5162,1,1,24.2393,113.5991,0.5238788345835466,0.5044964028776978,0.047732410077726106,-0.008188672670883523
iemocap,48,3,5,0.0,0.5162,0,1,24.2393,113.5991,0.5297897098039155,0.5170863309352518,0.16238972709786248,-0.008543612918124888
iemocap,48,3,5,0.1,0.5162,0,1,24.2393,113.5991,0.5291261708099849,0.5161870503597122,0.13645385591217163,-0.008534940352062925
iemocap,48,3,5,0.2,0.5162,0,1,24.2393,113.5991,0.5330485451287479,0.5188848920863309,0.1119330805473372,-0.008460064186678773
iemocap,48,3,5,0.3,0.5162,0,1,24.2393,113.5991,0.5309578798027885,0.5152877697841727,0.08930123288101222,-0.00837688718892804
iemocap,48,3,5,0.5,0.5162,0,1,24.2393,113.5991,0.5254621654351701,0.5062949640287769,0.050481289450458156,-0.008200548524560647
iemocap,48,3,5,0.7,0.5162,0,1,24.2393,113.5991,0.5234584239157409,0.49910071942446044,0.0216264278456213,-0.007870674892996421
iemocap,48,3,5,1.0,0.5162,0,1,24.2393,113.5991,0.5101513534492278,0.48381294964028776,-0.0003275947876947294,-0.006905255172555247
