dataset,seed,fold,k,lam,lam_star,is_lam_star,centered,tau2,within,test_uar,test_acc,leak_bits,control_bits
iemocap,49,5,1,0.0743,0.0743,1,1,8.2035,102.2305,0.5867446562931691,0.5560747663551402,0.28471232407568114,-0.0032492211958822237
iemocap,49,5,1,0.0,0.0743,0,1,8.2035,102.2305,0.5899475632890709,0.5588785046728972,0.31790854830190307,-0.0033409226101200895
iemocap,49,5,1,0.1,0.0743,0,1,8.2035,102.2305,0.5890148255066222,0.5588785046728972,0.27330930253220587,-0.0032733101691034827
iemocap,49,5,1,0.2,0.0743,0,1,8.2035,102.2305,0.5862438634789127,0.5542056074766355,0.2297790171563786,-0.003430471132140789
iemocap,49,5,1,0.3,0.0743,0,1,8.2035,102.2305,0.5784635565464853,0.5457943925233645,0.18805052900759722,-0.003547846387912501
iemocap,49,5,1,0.5,0.0743,0,1,8.2035,102.2305,0.5621316502146692,0.5299065420560748,0.11180770910085958,-0.004129021036816449
iemocap,49,5,1,0.7,0.0743,0,1,8.2035,102.2305,0.5215889427647333,0.48411214953271026,0.054881113447106444,-0.005133922503918309
iemocap,49,5,1,1.0,0.0743,0,1,8.2035,102.2305,0.4525874774903257,0.411214953271028,0.012080696971202953,-0.006528165792900054
iemocap,49,5,2,0.1383,0.1383,1,1,8.2035,102.2305,0.5810127117312254,0.5485981308411215,0.26315829504325716,-0.003372420617321459
iemocap,49,5,2,0.0,0.1383,0,1,8.2035,102.2305,0.5899475632890709,0.5588785046728972,0.31790854830190307,-0.0033409226101200895
iemocap,49,5,2,0.1,0.1383,0,1,8.2035,102.2305,0.5844995893207184,0.5523364485981308,0.27821600133074353,-0.0033356048416764983
iemocap,49,5,2,0.2,0.1383,0,1,8.2035,102.2305,0.5862537488605144,0.5542056074766355,0.23891507453879812,-0.003391975951432813
iemocap,49,5,2,0.3,0.1383,0,1,8.2035,102.2305,0.5904176782790322,0.5588785046728972,0.20095637259283405,-0.0034280286756648293
iemocap,49,5,2,0.5,0.1383,0,1,8.2035,102.2305,0.5689269409956277,0.5392523364485982,0.13152486255888185,-0.0031650772153667406
iemocap,49,5,2,0.7,0.1383,0,1,8.2035,102.2305,0.5581673361334074,0.5280373831775701,0.07498772868374592,-0.002488380425716419
iemocap,49,5,2,1.0,0.1383,0,1,8.2035,102.2305,0.5047752338382148,0.4700934579439252,0.023537251979139806,-0.000360245412154403
iemocap,49,5,5,0.2863,0.2863,1,1,8.2035,102.2305,0.5863663887570165,0.5542056074766355,0.19838448934306152,-0.002103397584881761
iemocap,49,5,5,0.0,0.2863,0,1,8.2035,102.2305,0.5899475632890709,0.5588785046728972,0.31790854830190307,-0.0033409226101200895
iemocap,49,5,5,0.1,0.2863,0,1,8.2035,102.2305,0.5836090291664371,0.5514018691588785,0.27509707275427,-0.00292054024670263
iemocap,49,5,5,0.2,0.2863,0,1,8.2035,102.2305,0.5909958517033111,0.5588785046728972,0.23327401907641732,-0.002523689988010447
iemocap,49,5,5,0.3,0.2863,0,1,8.2035,102.2305,0.5880787175241398,0.5551401869158878,0.19301535703743267,-0.002034348649811446
iemocap,49,5,5,0.5,0.2863,0,1,8.2035,102.2305,0.580923399410968,0.5485981308411215,0.12144202784033631,-0.0012161172694292732
iemocap,49,5,5,0.7,0.2863,0,1,8.2035,102.2305,0.566403047106516,0.5327102803738317,0.06461280572733674,-0.00048262535416310204
iemocap,49,5,5,1.0,0.2863,0,1,8.2035,102.2305,0.5507470840915749,0.5158878504672897,0.016028004344449953,-0.0001069879953801145
iemocap,49,5,10,0.4452,0.4452,1,1,8.2035,102.2305,0.5898448363325524,0.5579439252336449,0.13931837634621358,-0.002012163029476377
iemocap,49,5,10,0.0,0.4452,0,1,8.2035,102.2305,0.5899475632890709,0.5588785046728972,0.31790854830190307,-0.0033409226101200895
iemocap,49,5,10,0.1,0.4452,0,1,8.2035,102.2305,0.5909170157256441,0.5607476635514018,0.274601233179932,-0.002947765275286174
iemocap,49,5,10,0.2,0.4452,0,1,8.2035,102.2305,0.5967714292610669,0.5654205607476636,0.23238518042537548,-0.0025849056842587315
iemocap,49,5,10,0.3,0.4452,0,1,8.2035,102.2305,0.59701502444963,0.5654205607476636,0.19242241441824648,-0.002322221938990121
iemocap,49,5,10,0.5,0.4452,0,1,8.2035,102.2305,0.5901505952717372,0.5570093457943925,0.12111751444779872,-0.0018836947894304013
iemocap,49,5,10,0.7,0.4452,0,1,8.2035,102.2305,0.5887389093252504,0.5560747663551402,0.06478712220530092,-0.0015732626119265847
iemocap,49,5,10,1.0,0.4452,0,1,8.2035,102.2305,0.573499327563606,0.5401869158878505,0.016006687209940806,-0.0010618773970444417
iemocap,49,5,20,0.6161,0.6161,1,1,8.2035,102.2305,0.5756605176314606,0.5420560747663551,0.08739771727998835,-0.0007830986045341826
iemocap,49,5,20,0.0,0.6161,0,1,8.2035,102.2305,0.5899475632890709,0.5588785046728972,0.31790854830190307,-0.0033409226101200895
iemocap,49,5,20,0.1,0.6161,0,1,8.2035,102.2305,0.5857985038744591,0.5551401869158878,0.2742500466303105,-0.0028655344386218085
iemocap,49,5,20,0.2,0.6161,0,1,8.2035,102.2305,0.5897558433094081,0.5570093457943925,0.23212864635157848,-0.0023904470373300457
iemocap,49,5,20,0.3,0.6161,0,1,8.2035,102.2305,0.5891743559897205,0.5560747663551402,0.1922596705737628,-0.0018881651881791361
iemocap,49,5,20,0.5,0.6161,0,1,8.2035,102.2305,0.5798935854469127,0.5457943925233645,0.1215706785351024,-0.001186659208881502
iemocap,49,5,20,0.7,0.6161,0,1,8.2035,102.2305,0.5776986477648477,0.5448598130841121,0.06622108631850787,-0.0002912694265707616
