dataset,seed,fold,k,lam,lam_star,is_lam_star,centered,tau2,within,test_uar,test_acc,leak_bits,control_bits
iemocap,49,1,1,0.0758,0.0758,1,1,9.2315,112.5871,0.5473985519834166,0.5,0.22932573416908053,-0.00437950535244902
iemocap,49,1,1,0.0,0.0758,0,1,9.2315,112.5871,0.5483680199921288,0.4991166077738516,0.2547250975636436,-0.004448909228643383
iemocap,49,1,1,0.1,0.0758,0,1,9.2315,112.5871,0.5504646496501182,0.5044169611307421,0.22069177170766163,-0.0043569216411176726
iemocap,49,1,1,0.2,0.0758,0,1,9.2315,112.5871,0.5479034421176038,0.49823321554770317,0.18413124104654832,-0.004274428094827587
iemocap,49,1,1,0.3,0.0758,0,1,9.2315,112.5871,0.5541900722799733,0.5035335689045937,0.148002137879241,-0.004188072189633352
iemocap,49,1,1,0.5,0.0758,0,1,9.2315,112.5871,0.5431610465811437,0.4911660777385159,0.08112391468944513,-0.00399183381543633
iemocap,49,1,1,0.7,0.0758,0,1,9.2315,112.5871,0.5312545022753953,0.47614840989399293,0.03537856122770555,-0.0038825167895153445
iemocap,49,1,1,1.0,0.0758,0,1,9.2315,112.5871,0.5000946549735252,0.44081272084805656,0.008369114649064091,-0.004568380460266086
iemocap,49,1,2,0.1409,0.1409,1,1,9.2315,112.5871,0.5543502610115393,0.5035335689045937,0.20333554363404627,-0.0038134994088508956
iemocap,49,1,2,0.0,0.1409,0,1,9.2315,112.5871,0.5483680199921288,0.4991166077738516,0.2547250975636436,-0.004448909228643383
iemocap,49,1,2,0.1,0.1409,0,1,9.2315,112.5871,0.5563101639879753,0.5070671378091873,0.21831033152047274,-0.0039910484239040755
iemocap,49,1,2,0.2,0.1409,0,1,9.2315,112.5871,0.5539626850791284,0.5008833922261484,0.1822133250218908,-0.003524552581980034
iemocap,49,1,2,0.3,0.1409,0,1,9.2315,112.5871,0.5572988119493326,0.5017667844522968,0.14738871584470203,-0.0030262132240675976
iemocap,49,1,2,0.5,0.1409,0,1,9.2315,112.5871,0.5549709935422706,0.49646643109540634,0.08328508375110677,-0.002049838636580925
iemocap,49,1,2,0.7,0.1409,0,1,9.2315,112.5871,0.5527971965941618,0.49646643109540634,0.0345086518104194,-0.0011438060480963852
iemocap,49,1,2,1.0,0.1409,0,1,9.2315,112.5871,0.5340101912998053,0.4726148409893993,-0.002641383219996296,-0.0008208635804641817
iemocap,49,1,5,0.2908,0.2908,1,1,9.2315,112.5871,0.5507688889399478,0.4929328621908127,0.1535270222331243,-0.0038806310171853875
iemocap,49,1,5,0.0,0.2908,0,1,9.2315,112.5871,0.5483680199921288,0.4991166077738516,0.2547250975636436,-0.004448909228643383
iemocap,49,1,5,0.1,0.2908,0,1,9.2315,112.5871,0.5474994469202815,0.49646643109540634,0.21911796606147493,-0.0042847233037228705
iemocap,49,1,5,0.2,0.2908,0,1,9.2315,112.5871,0.5469130071498798,0.49381625441696114,0.18428354545269576,-0.004082671459956333
iemocap,49,1,5,0.3,0.2908,0,1,9.2315,112.5871,0.5499299627654511,0.4920494699646643,0.15052323614149044,-0.003862640089160929
iemocap,49,1,5,0.5,0.2908,0,1,9.2315,112.5871,0.5525788376023913,0.4920494699646643,0.08863632892140427,-0.0035582399895046635
iemocap,49,1,5,0.7,0.2908,0,1,9.2315,112.5871,0.5507021214154072,0.4902826855123675,0.03961553813748753,-0.0034079230156747187
