dataset,seed,fold,k,lam,lam_star,is_lam_star,is_matrix,tau2,within,test_uar,test_acc,leak_bits,control_bits
iemocap,49,5,1,0.0,0.0743,0,0,8.2035,102.2305,0.4836387903181798,0.491588785046729,0.30583732612475767,-0.0012429844170372961
iemocap,49,5,1,0.0743,0.0743,1,0,8.2035,102.2305,0.49077719209881243,0.4953271028037383,0.2757938967618264,-0.0011827096053836916
iemocap,49,5,1,0.1,0.0743,0,0,8.2035,102.2305,0.49203753347066437,0.4953271028037383,0.2654036678138869,-0.001199999073639213
iemocap,49,5,1,0.2,0.0743,0,0,8.2035,102.2305,0.5124980536298939,0.5112149532710281,0.22248475335376638,-0.0018651877514214155
iemocap,49,5,1,0.3,0.0743,0,0,8.2035,102.2305,0.5075362930227617,0.5009345794392523,0.1808212593929407,-0.003036463339666784
iemocap,49,5,1,0.5,0.0743,0,0,8.2035,102.2305,0.5061840104748458,0.4897196261682243,0.11141325561648241,-0.006070325545516453
iemocap,49,5,1,0.7,0.0743,0,0,8.2035,102.2305,0.4976529507412694,0.4738317757009346,0.062296008310426365,-0.007444329868658284
iemocap,49,5,1,1.0,0.0743,0,0,8.2035,102.2305,0.4525874774903257,0.411214953271028,0.012080696971202953,-0.006528165792900054
iemocap,49,5,1,0.0035766510910602936,0.0743,0,1,8.2035,102.2305,0.49558948554606824,0.4981308411214953,0.25228084166371434,-0.0023814339513251737
iemocap,49,5,2,0.0,0.1383,0,0,8.2035,102.2305,0.4836387903181798,0.491588785046729,0.30583732612475767,-0.0012429844170372961
iemocap,49,5,2,0.1,0.1383,0,0,8.2035,102.2305,0.4964182288052228,0.4981308411214953,0.26839398038626794,-0.000895444402511214
iemocap,49,5,2,0.1383,0.1383,1,0,8.2035,102.2305,0.5018476157141409,0.5018691588785047,0.2541065987606259,-0.0007263934824718321
iemocap,49,5,2,0.2,0.1383,0,0,8.2035,102.2305,0.5138086557883755,0.5121495327102804,0.23003098111424047,-0.0005790948843943378
iemocap,49,5,2,0.3,0.1383,0,0,8.2035,102.2305,0.5137315657292232,0.5093457943925234,0.19295072490072163,-0.0009250084289323945
iemocap,49,5,2,0.5,0.1383,0,0,8.2035,102.2305,0.5112466395107322,0.5,0.12756943651413255,-0.0022074717078847117
iemocap,49,5,2,0.7,0.1383,0,0,8.2035,102.2305,0.5229241873431147,0.505607476635514,0.07723369985838457,-0.0033396112214004736
iemocap,49,5,2,1.0,0.1383,0,0,8.2035,102.2305,0.5047752338382148,0.4700934579439252,0.023537251979139806,-0.000360245412154403
iemocap,49,5,2,0.005733349111875833,0.1383,0,1,8.2035,102.2305,0.5042216668416386,0.49906542056074765,0.2291555073431516,-0.001957171883584796
iemocap,49,5,5,0.0,0.2863,0,0,8.2035,102.2305,0.4836387903181798,0.491588785046729,0.30583732612475767,-0.0012429844170372961
iemocap,49,5,5,0.1,0.2863,0,0,8.2035,102.2305,0.4895034360906991,0.49439252336448597,0.2664828046158617,-0.0006039805073746463
