dataset,seed,fold,k,lam,lam_star,is_lam_star,centered,tau2,within,test_uar,test_acc,leak_bits,control_bits
iemocap,50,5,1,0.0877,0.0877,1,1,8.7467,90.9625,0.5868956914299396,0.569158878504673,0.23413997169661183,4.567010378220271e-05
iemocap,50,5,1,0.0,0.0877,0,1,8.7467,90.9625,0.5940745249202251,0.5766355140186916,0.26204223215024536,-0.0009837928848156485
iemocap,50,5,1,0.1,0.0877,0,1,8.7467,90.9625,0.5861546173225288,0.5682242990654206,0.23025230196366586,0.00021885614763395012
iemocap,50,5,1,0.2,0.0877,0,1,8.7467,90.9625,0.5834087575358218,0.5626168224299065,0.19857505400023934,0.0013804571622466622
iemocap,50,5,1,0.3,0.0877,0,1,8.7467,90.9625,0.5832155821885143,0.5607476635514018,0.16691660890444937,0.00199620785469512
iemocap,50,5,1,0.5,0.0877,0,1,8.7467,90.9625,0.5708915666291469,0.5429906542056074,0.1093399824640302,0.0031881445263992614
iemocap,50,5,1,0.7,0.0877,0,1,8.7467,90.9625,0.5513489606938364,0.5177570093457944,0.06391171682010421,0.0028997311536487214
iemocap,50,5,1,1.0,0.0877,0,1,8.7467,90.9625,0.48684061529123857,0.44766355140186914,0.02271059601604397,0.001240428563594187
iemocap,50,5,2,0.1613,0.1613,1,1,8.7467,90.9625,0.5960166873841553,0.5785046728971963,0.2071761226818688,0.00010195015007785635
iemocap,50,5,2,0.0,0.1613,0,1,8.7467,90.9625,0.5940745249202251,0.5766355140186916,0.26204223215024536,-0.0009837928848156485
iemocap,50,5,2,0.1,0.1613,0,1,8.7467,90.9625,0.5936206789971894,0.5747663551401869,0.22763190544156064,-0.0002777857234804726
iemocap,50,5,2,0.2,0.1613,0,1,8.7467,90.9625,0.6027449325421892,0.5822429906542056,0.19454232825745932,0.0002419108679778681
iemocap,50,5,2,0.3,0.1613,0,1,8.7467,90.9625,0.5912726697089695,0.5700934579439252,0.16303805631993284,0.0003983848494251152
iemocap,50,5,2,0.5,0.1613,0,1,8.7467,90.9625,0.5710996119803603,0.5457943925233645,0.1070082806537811,-0.0006045048744075521
iemocap,50,5,2,0.7,0.1613,0,1,8.7467,90.9625,0.5406073806763051,0.5112149532710281,0.062163713390114284,-0.002082735825067572
iemocap,50,5,2,1.0,0.1613,0,1,8.7467,90.9625,0.4976249755389665,0.45981308411214955,0.01979885619930999,-0.003667878971127636
iemocap,50,5,5,0.3247,0.3247,1,1,8.7467,90.9625,0.6009789727884025,0.5766355140186916,0.1534434109908951,-0.0005549859843171356
iemocap,50,5,5,0.0,0.3247,0,1,8.7467,90.9625,0.5940745249202251,0.5766355140186916,0.26204223215024536,-0.0009837928848156485
iemocap,50,5,5,0.1,0.3247,0,1,8.7467,90.9625,0.6030929254141664,0.5831775700934579,0.22627054043330863,-0.0008111797894666539
iemocap,50,5,5,0.2,0.3247,0,1,8.7467,90.9625,0.6033365206027294,0.5831775700934579,0.19267979811495783,-0.0006357210760173926
iemocap,50,5,5,0.3,0.3247,0,1,8.7467,90.9625,0.6041582329109465,0.5803738317757009,0.16095307046604446,-0.0005524426190440801
iemocap,50,5,5,0.5,0.3247,0,1,8.7467,90.9625,0.5965360010939726,0.569158878504673,0.10568943804310416,-0.000724286636038074
iemocap,50,5,5,0.7,0.3247,0,1,8.7467,90.9625,0.5773156672702665,0.5448598130841121,0.06276377039503711,-0.0011988234404426423
iemocap,50,5,5,1.0,0.3247,0,1,8.7467,90.9625,0.5440321409605526,0.5074766355140187,0.02344182567418207,-0.0018804217899940356
iemocap,50,5,10,0.4902,0.4902,1,1,8.7467,90.9625,0.6002123369752448,0.5728971962616822,0.11483008045587084,-0.0016771970276560078
iemocap,50,5,10,0.0,0.4902,0,1,8.7467,90.9625,0.5940745249202251,0.5766355140186916,0.26204223215024536,-0.0009837928848156485
iemocap,50,5,10,0.1,0.4902,0,1,8.7467,90.9625,0.6030089170133262,0.5831775700934579,0.22809106810998914,-0.0010372470777172405
iemocap,50,5,10,0.2,0.4902,0,1,8.7467,90.9625,0.6028390416838817,0.5822429906542056,0.19625201158771322,-0.0010416442686090877
iemocap,50,5,10,0.3,0.4902,0,1,8.7467,90.9625,0.6014745931794858,0.5766355140186916,0.16619780440939613,-0.001239272128164104
iemocap,50,5,10,0.5,0.4902,0,1,8.7467,90.9625,0.6009348803278459,0.5738317757009346,0.11243290525562721,-0.0017117616700391691
iemocap,50,5,10,0.7,0.4902,0,1,8.7467,90.9625,0.5881471897684661,0.5570093457943925,0.06990799241074686,-0.0021640819411180567
iemocap,50,5,10,1.0,0.4902,0,1,8.7467,90.9625,0.5733733005892243,0.5383177570093458,0.029057788924716332,-0.002905476321063749
iemocap,50,5,20,0.6579,0.6579,1,1,8.7467,90.9625,0.5855778894066459,0.5570093457943925,0.08087271337513369,-0.001206311676949956
iemocap,50,5,20,0.0,0.6579,0,1,8.7467,90.9625,0.5940745249202251,0.5766355140186916,0.26204223215024536,-0.0009837928848156485
