dataset,seed,fold,k,lam,lam_star,is_lam_star,centered,tau2,within,test_uar,test_acc,leak_bits,control_bits
ravdess,47,1,1,0.1114,0.1114,1,1,9.3061,74.2673,0.44999999999999996,0.43,0.26183661879921694,-0.06090914456291552
ravdess,47,1,1,0.0,0.1114,0,1,9.3061,74.2673,0.428125,0.4066666666666667,0.3134578151772094,-0.05594998952930341
ravdess,47,1,2,0.2004,0.2004,1,1,9.3061,74.2673,0.45625,0.43,0.21040722799921507,-0.05644181285048022
ravdess,47,1,2,0.0,0.2004,0,1,9.3061,74.2673,0.428125,0.4066666666666667,0.3134578151772094,-0.05594998952930341
ravdess,47,1,5,0.3852,0.3852,1,1,9.3061,74.2673,0.46562499999999996,0.44,0.14636303448916044,-0.07463238268942884
ravdess,47,1,5,0.0,0.3852,0,1,9.3061,74.2673,0.428125,0.4066666666666667,0.3134578151772094,-0.05594998952930341
ravdess,47,1,10,0.5562,0.5562,1,1,9.3061,74.2673,0.459375,0.43333333333333335,0.09753378382505806,-0.07144834928879629
ravdess,47,1,10,0.0,0.5562,0,1,9.3061,74.2673,0.428125,0.4066666666666667,0.3134578151772094,-0.05594998952930341
ravdess,47,1,20,0.7148,0.7148,1,1,9.3061,74.2673,0.4625,0.43333333333333335,0.06665555456358163,-0.07254467288470279
ravdess,47,1,20,0.0,0.7148,0,1,9.3061,74.2673,0.428125,0.4066666666666667,0.3134578151772094,-0.05594998952930341
