dataset,seed,fold,k,lam,lam_star,is_lam_star,centered,tau2,within,test_uar,test_acc,leak_bits,control_bits
ravdess,47,2,1,0.1551,0.1551,1,1,8.734,47.57,0.4,0.38,0.22810792083462417,-0.05426117289694776
ravdess,47,2,1,0.0,0.1551,0,1,8.734,47.57,0.396875,0.37666666666666665,0.3202971103240273,-0.06141991106570632
ravdess,47,2,2,0.2686,0.2686,1,1,8.734,47.57,0.4125,0.39666666666666667,0.20779766413021106,-0.0746937936620955
ravdess,47,2,2,0.0,0.2686,0,1,8.734,47.57,0.396875,0.37666666666666665,0.3202971103240273,-0.06141991106570632
ravdess,47,2,5,0.4786,0.4786,1,1,8.734,47.57,0.42812500000000003,0.41,0.12621358710777075,-0.06838919970838964
ravdess,47,2,5,0.0,0.4786,0,1,8.734,47.57,0.396875,0.37666666666666665,0.3202971103240273,-0.06141991106570632
ravdess,47,2,10,0.6474,0.6474,1,1,8.734,47.57,0.440625,0.42333333333333334,0.08389072381022267,-0.07102847640261611
ravdess,47,2,10,0.0,0.6474,0,1,8.734,47.57,0.396875,0.37666666666666665,0.3202971103240273,-0.06141991106570632
ravdess,47,2,20,0.786,0.786,1,1,8.734,47.57,0.43124999999999997,0.4166666666666667,0.05414362047610766,-0.05798963495781084
ravdess,47,2,20,0.0,0.786,0,1,8.734,47.57,0.396875,0.37666666666666665,0.3202971103240273,-0.06141991106570632
