dataset,seed,fold,k,lam,lam_star,is_lam_star,centered,tau2,within,test_uar,test_acc,leak_bits,control_bits
ravdess,46,5,1,0.1683,0.1683,1,1,7.6137,37.6209,0.4296875,0.42916666666666664,0.13026333201898943,-0.04387498265102785
ravdess,46,5,1,0.0,0.1683,0,1,7.6137,37.6209,0.41796875,0.42083333333333334,0.1953250824996542,-0.04957652951389635
ravdess,46,5,2,0.2881,0.2881,1,1,7.6137,37.6209,0.41015625,0.4041666666666667,0.10298666281302382,-0.054663824403173855
ravdess,46,5,2,0.0,0.2881,0,1,7.6137,37.6209,0.41796875,0.42083333333333334,0.1953250824996542,-0.04957652951389635
ravdess,46,5,5,0.503,0.503,1,1,7.6137,37.6209,0.41015625,0.4,0.06292440739096938,-0.044234094614783004
ravdess,46,5,5,0.0,0.503,0,1,7.6137,37.6209,0.41796875,0.42083333333333334,0.1953250824996542,-0.04957652951389635
ravdess,46,5,10,0.6693,0.6693,1,1,7.6137,37.6209,0.46875,0.4583333333333333,0.0799156595223025,-0.04642729202627027
ravdess,46,5,10,0.0,0.6693,0,1,7.6137,37.6209,0.41796875,0.42083333333333334,0.1953250824996542,-0.04957652951389635
ravdess,46,5,20,0.8019,0.8019,1,1,7.6137,37.6209,0.47265625,0.4625,0.06404229910471004,-0.05506808694389598
ravdess,46,5,20,0.0,0.8019,0,1,7.6137,37.6209,0.41796875,0.42083333333333334,0.1953250824996542,-0.04957652951389635
