dataset,seed,fold,k,lam,lam_star,is_lam_star,centered,tau2,within,test_uar,test_acc,leak_bits,control_bits
ravdess,45,2,1,0.1511,0.1511,1,1,7.6959,43.2272,0.365625,0.35,0.5053933120660692,-0.05385361755372697
ravdess,45,2,1,0.0,0.1511,0,1,7.6959,43.2272,0.35312499999999997,0.33,0.6323938479791698,-0.04136780696963127
ravdess,45,2,2,0.2626,0.2626,1,1,7.6959,43.2272,0.371875,0.35333333333333333,0.41084667322375235,-0.04869210772134469
ravdess,45,2,2,0.0,0.2626,0,1,7.6959,43.2272,0.35312499999999997,0.33,0.6323938479791698,-0.04136780696963127
ravdess,45,2,5,0.4709,0.4709,1,1,7.6959,43.2272,0.40937500000000004,0.4,0.2666479450773265,-0.060192219864311
ravdess,45,2,5,0.0,0.4709,0,1,7.6959,43.2272,0.35312499999999997,0.33,0.6323938479791698,-0.04136780696963127
ravdess,45,2,10,0.6403,0.6403,1,1,7.6959,43.2272,0.4312499999999999,0.41333333333333333,0.16050319979710492,-0.06608404813719027
ravdess,45,2,10,0.0,0.6403,0,1,7.6959,43.2272,0.35312499999999997,0.33,0.6323938479791698,-0.04136780696963127
ravdess,45,2,20,0.7807,0.7807,1,1,7.6959,43.2272,0.4375,0.42333333333333334,0.11527746660538396,-0.059379089675770214
ravdess,45,2,20,0.0,0.7807,0,1,7.6959,43.2272,0.35312499999999997,0.33,0.6323938479791698,-0.04136780696963127
