dataset,seed,fold,k,lam,lam_star,is_lam_star,is_matrix,tau2,within,test_uar,test_acc,leak_bits,control_bits
ravdess,46,4,1,0.0,0.204,0,0,5.9704,23.3021,0.22187500000000002,0.23333333333333334,0.24133725933556294,-0.03637146555387716
ravdess,46,4,1,0.1,0.204,0,0,5.9704,23.3021,0.26249999999999996,0.27666666666666667,0.1933381103802736,-0.04163247053011121
ravdess,46,4,1,0.2,0.204,0,0,5.9704,23.3021,0.278125,0.29333333333333333,0.13973323478709387,-0.04735496802554806
ravdess,46,4,1,0.204,0.204,1,0,5.9704,23.3021,0.28125,0.2966666666666667,0.1376976149961875,-0.04748999398652298
ravdess,46,4,1,0.3,0.204,0,0,5.9704,23.3021,0.296875,0.31333333333333335,0.09206884204278332,-0.05348266212534325
ravdess,46,4,1,0.5,0.204,0,0,5.9704,23.3021,0.3375,0.35,0.04672993885726395,-0.06642226710723342
ravdess,46,4,1,0.7,0.204,0,0,5.9704,23.3021,0.36875,0.37666666666666665,0.027837928992972216,-0.07065086683729449
ravdess,46,4,1,1.0,0.204,0,0,5.9704,23.3021,0.303125,0.2966666666666667,0.002665838721809255,-0.057807222265453984
ravdess,46,4,1,0.015574612913703883,0.204,0,1,5.9704,23.3021,0.3,0.31666666666666665,0.11848664222167216,-0.023565419855245295
ravdess,46,4,2,0.0,0.3388,0,0,5.9704,23.3021,0.22187500000000002,0.23333333333333334,0.24133725933556294,-0.03637146555387716
ravdess,46,4,2,0.1,0.3388,0,0,5.9704,23.3021,0.25937499999999997,0.2733333333333333,0.19960324273489904,-0.030386620212608406
ravdess,46,4,2,0.2,0.3388,0,0,5.9704,23.3021,0.26875000000000004,0.2833333333333333,0.1581926679505279,-0.023407553445699225
ravdess,46,4,2,0.3,0.3388,0,0,5.9704,23.3021,0.30625,0.3233333333333333,0.1199467788367965,-0.01872431869912239
ravdess,46,4,2,0.3388,0.3388,1,0,5.9704,23.3021,0.3125,0.33,0.10647776451185997,-0.01772487227683195
ravdess,46,4,2,0.5,0.3388,0,0,5.9704,23.3021,0.35937500000000006,0.37333333333333335,0.06467846443409497,-0.021492543772950956
ravdess,46,4,2,0.7,0.3388,0,0,5.9704,23.3021,0.4,0.4033333333333333,0.03241060550743047,-0.029083259630545033
ravdess,46,4,2,1.0,0.3388,0,0,5.9704,23.3021,0.39375,0.37,-0.017710377789136977,-0.03230565819139697
ravdess,46,4,2,0.024362500785797648,0.3388,0,1,5.9704,23.3021,0.3,0.31333333333333335,0.1373245980431097,-0.01791150553034626
ravdess,46,4,5,0.0,0.5616,0,0,5.9704,23.3021,0.22187500000000002,0.23333333333333334,0.24133725933556294,-0.03637146555387716
ravdess,46,4,5,0.1,0.5616,0,0,5.9704,23.3021,0.253125,0.26666666666666666,0.19893041487085839,-0.030385812558925807
ravdess,46,4,5,0.2,0.5616,0,0,5.9704,23.3021,0.271875,0.2866666666666667,0.15634407386368787,-0.02349931370621583
ravdess,46,4,5,0.3,0.5616,0,0,5.9704,23.3021,0.28750000000000003,0.30333333333333334,0.1160724848714274,-0.016969599863631224
ravdess,46,4,5,0.5,0.5616,0,0,5.9704,23.3021,0.34375,0.35333333333333333,0.057116073069328976,-0.014356901853064041
