dataset,model,fixed_position,seed,fold,best_epoch,train_seconds,test_uar,test_macro_f1,test_acc,gate0,gate1,gate2,gate3,gate4,gate_argmax,gate_entropy_bits,concepts_linear_mi_lb_bits,concepts_linear_control_bits,concepts_linear_entropy_bits,concepts_mlp_mi_lb_bits,concepts_mlp_control_bits,concepts_mlp_entropy_bits,h_linear_mi_lb_bits,h_linear_control_bits,h_linear_entropy_bits,h_mlp_mi_lb_bits,h_mlp_control_bits,h_mlp_entropy_bits,h_raw_linear_mi_lb_bits,h_raw_linear_control_bits,h_raw_linear_entropy_bits,h_raw_mlp_mi_lb_bits,h_raw_mlp_control_bits,h_raw_mlp_entropy_bits
cremad,fixed_position_2,2,42,1,37,250.5,0.6423059964726631,0.6364656685181201,0.6409214092140921,0.0,0.0,1.0,0.0,0.0,2,-0.0,0.14018698511295202,-0.05911854696739116,4.169925001442313,0.13347257925916978,-0.04001609817324159,4.169925001442313,2.8495460736683698,-1.552520610959335,4.169925001442313,2.4916801478084727,-0.38975058539628016,4.169925001442313,2.8495460736683698,-1.552520610959335,4.169925001442313,2.4916801478084727,-0.38975058539628016,4.169925001442313
cremad,fixed_position_2,2,42,2,38,248.3,0.657235142118863,0.6513738218255479,0.6542372881355932,0.0,0.0,1.0,0.0,0.0,2,-0.0,0.07545263166842364,-0.048308947751099396,4.1699193444441836,0.04744829007637996,-0.04870132061429633,4.1699193444441836,2.628035937290213,-1.6242074580811021,4.1699193444441836,2.3164916179815243,-0.3100416718751866,4.1699193444441836,2.628035937290213,-1.6242074580811021,4.1699193444441836,2.3164916179815243,-0.3100416718751866,4.1699193444441836
cremad,fixed_position_2,2,42,3,37,250.4,0.6311000369139904,0.6283057010495365,0.6277966101694915,0.0,0.0,1.0,0.0,0.0,2,-0.0,0.10006063456222947,-0.05813608941960968,4.1699193444441836,0.0665090285618053,-0.06997059478138823,4.1699193444441836,3.0572965656384126,-1.6043290571713653,4.1699193444441836,2.695839947619146,-0.2771585550800184,4.1699193444441836,3.0572965656384126,-1.6043290571713653,4.1699193444441836,2.695839947619146,-0.2771585550800184,4.1699193444441836
cremad,fixed_position_2,2,42,4,38,246.6,0.6320003128631447,0.6292632967705817,0.628719275549806,0.0,0.0,1.0,0.0,0.0,2,-0.0,0.08434943280059848,-0.061882870912381094,4.247550686408009,0.06815079430105886,-0.06347441547364685,4.247550686408009,3.118531618685828,-1.279579933108761,4.247550686408009,2.8127916632870447,-0.30233928353938744,4.247550686408009,3.118531618685828,-1.279579933108761,4.247550686408009,2.8127916632870447,-0.30233928353938744,4.247550686408009
cremad,fixed_position_2,2,42,5,35,248.5,0.5753296889959542,0.5717471081871756,0.5727891156462585,0.0,0.0,1.0,0.0,0.0,2,-0.0,0.13225825468455632,-0.04138536434506257,4.169716095873848,0.11973838544653326,-0.04270292504917883,4.169716095873848,3.0295289768459597,-1.5935691184411551,4.169716095873848,2.571820498603699,-0.25599081780366273,4.169716095873848,3.0295289768459597,-1.5935691184411551,4.169716095873848,2.571820498603699,-0.25599081780366273,4.169716095873848
cremad,fixed_position_2,2,43,1,32,249.6,0.6283068783068784,0.6185911059892847,0.6266937669376694,0.0,0.0,1.0,0.0,0.0,2,-0.0,0.11578170785305009,-0.058258741452815066,4.169925001442313,0.1520331020791721,-0.0469715311008958,4.169925001442313,2.8879249549880175,-1.3777819083960052,4.169925001442313,2.4985871876134373,-0.29206716635181795,4.169925001442313,2.8879249549880175,-1.3777819083960052,4.169925001442313,2.4985871876134373,-0.29206716635181795,4.169925001442313
cremad,fixed_position_2,2,43,2,34,243.9,0.624187892211148,0.6132065125181394,0.6196610169491525,0.0,0.0,1.0,0.0,0.0,2,-0.0,0.09180816677740733,-0.04836489361612628,4.1699193444441836,0.08250647905840403,-0.029482315610160903,4.1699193444441836,2.6837444328007676,-1.5600659566574855,4.1699193444441836,2.2276710820523546,-0.28810390125892305,4.1699193444441836,2.6837444328007676,-1.5600659566574855,4.1699193444441836,2.2276710820523546,-0.28810390125892305,4.1699193444441836
cremad,fixed_position_2,2,43,3,36,244.3,0.651624215577704,0.6478887978575347,0.648135593220339,0.0,0.0,1.0,0.0,0.0,2,-0.0,0.051075268505694105,-0.054317537476912925,4.1699193444441836,0.07777160073044342,-0.037811766207555664,4.1699193444441836,3.095367350159769,-1.5166471738825997,4.1699193444441836,2.7235664080987303,-0.258804383923529,4.1699193444441836,3.095367350159769,-1.5166471738825997,4.1699193444441836,2.7235664080987303,-0.258804383923529,4.1699193444441836
cremad,fixed_position_2,2,43,4,37,244.0,0.6279889604004648,0.6322598079695533,0.6261319534282018,0.0,0.0,1.0,0.0,0.0,2,-0.0,0.08101464296372374,-0.053707722893048704,4.247550686408009,0.09785486714403113,-0.02690278927559664,4.247550686408009,2.9409922867920097,-1.5602826950237896,4.247550686408009,2.4830745647802677,-0.2503287471050033,4.247550686408009,2.9409922867920097,-1.5602826950237896,4.247550686408009,2.4830745647802677,-0.2503287471050033,4.247550686408009
cremad,fixed_position_2,2,43,5,36,243.5,0.592485870471602,0.5901798446965765,0.5897959183673469,0.0,0.0,1.0,0.0,0.0,2,-0.0,0.08456724455117648,-0.049481489128814005,4.169716095873848,0.06285627531766913,-0.0614883218458413,4.169716095873848,3.0662638843642807,-1.6823478003968297,4.169716095873848,2.6544654449792424,-0.24911195354052929,4.169716095873848,3.0662638843642807,-1.6823478003968297,4.169716095873848,2.6544654449792424,-0.24911195354052929,4.169716095873848
