dataset,mode,arm,seed,fold,kappa,best_epoch,train_seconds,test_uar,test_macro_f1,test_acc,c_aff_linear_mi_lb_bits,c_aff_linear_control_bits,c_aff_linear_entropy_bits,c_aff_mlp_mi_lb_bits,c_aff_mlp_control_bits,c_aff_mlp_entropy_bits,c_style_linear_mi_lb_bits,c_style_linear_control_bits,c_style_linear_entropy_bits,c_style_mlp_mi_lb_bits,c_style_mlp_control_bits,c_style_mlp_entropy_bits,h_linear_mi_lb_bits,h_linear_control_bits,h_linear_entropy_bits,h_mlp_mi_lb_bits,h_mlp_control_bits,h_mlp_entropy_bits
cremad,floor,orth,42,1,1.0,31,20.1,0.5297619047619048,0.5204832671796166,0.5284552845528455,0.3069516170452413,-0.043851666817482204,4.169925001442313,0.2689197596066295,-0.044820459307938876,4.169925001442313,1.7459917219650785,-0.06521588003465961,4.169925001442313,1.5596780325155577,-0.04824887676701728,4.169925001442313,1.6463613970659994,-1.8776736389304283,4.169925001442313,1.822118837206708,-0.26026591227434626,4.169925001442313
cremad,floor,orth,42,1,4.0,34,20.6,0.5407848324514991,0.5354139364617853,0.5399728997289973,0.24223501139432235,-0.049699270785469096,4.169925001442313,0.19088549695858248,-0.04513047369563772,4.169925001442313,0.2373509718380853,-0.03382476230814291,4.169925001442313,0.12077761213042137,-0.0208211296837435,4.169925001442313,0.25651046980713454,-2.0059454472222322,4.169925001442313,0.7613822555959131,-0.321902905174249,4.169925001442313
cremad,floor,orth,42,1,16.0,32,20.5,0.51576278659612,0.5010887165758063,0.513550135501355,0.2458148240679141,-0.04528183366556515,4.169925001442313,0.20968789845765823,-0.04304959523576013,4.169925001442313,-0.04765468920118909,-0.06688396120982798,4.169925001442313,-0.0433509615559835,-0.06827794157488576,4.169925001442313,-0.1716880574379429,-2.2127308594376265,4.169925001442313,0.4499015686005787,-0.49296071991875934,4.169925001442313
cremad,floor,orth,42,2,1.0,40,20.3,0.5215669988925803,0.5172429593601582,0.5179661016949153,0.3560542852789035,-0.04829663624478897,4.1699193444441836,0.3815251078483062,-0.045707381729575225,4.1699193444441836,1.8217726579185238,-0.03082952391887961,4.1699193444441836,1.683450031933729,-0.04317727311096853,4.1699193444441836,1.9816513821759165,-1.9445892771513051,4.1699193444441836,2.0135754692522836,-0.31184949748713287,4.1699193444441836
cremad,floor,orth,42,2,4.0,34,21.0,0.4991940445428818,0.49232210756977907,0.49491525423728816,0.3092916510028134,-0.04573374694099552,4.1699193444441836,0.32506399128210095,-0.059668115055764304,4.1699193444441836,0.3727504227015932,-0.018408069357190193,4.1699193444441836,0.2609686896781582,-0.03184784075189384,4.1699193444441836,0.626538949647002,-2.1823153390580927,4.1699193444441836,1.1387523118436018,-0.3607579001293173,4.1699193444441836
cremad,floor,orth,42,2,16.0,25,17.8,0.4602374800049219,0.43098890997401185,0.4528813559322034,0.2987810100399355,-0.0453977609505678,4.1699193444441836,0.2334212878274391,-0.043704100276403146,4.1699193444441836,0.05332185751383722,-0.13601112574145002,4.1699193444441836,0.016067870117954186,-0.06863036666578815,4.1699193444441836,0.3756450113389831,-2.3702769681037754,4.1699193444441836,0.8786170052879596,-0.3106173715733602,4.1699193444441836
cremad,floor,orth,42,3,1.0,36,21.4,0.6097145318075551,0.609183705241923,0.6094915254237289,0.1725924520983071,-0.05806523624709481,4.1699193444441836,0.09549765285627831,-0.059735605346448395,4.1699193444441836,1.4359575844257622,-0.042896932245533925,4.1699193444441836,1.2567716305090149,-0.046531924319892504,4.1699193444441836,1.3721494758688504,-2.192748453746823,4.1699193444441836,1.710955753244912,-0.43859774209911695,4.1699193444441836
cremad,floor,orth,42,3,4.0,34,20.7,0.6069767441860465,0.6028714439990668,0.6061016949152542,0.12256105102756898,-0.05757207071181103,4.1699193444441836,0.08085703625752494,-0.051300561101371045,4.1699193444441836,0.12832439614680347,-0.021225303599588408,4.1699193444441836,0.03658186414992759,-0.04376195831287788,4.1699193444441836,-0.19328899579060277,-2.22433975704799,4.1699193444441836,0.48193513972866775,-0.3338644449616499,4.1699193444441836
cremad,floor,orth,42,3,16.0,37,20.1,0.5304632705795497,0.5104669736375084,0.528135593220339,0.10530026941638937,-0.04333999939419808,4.1699193444441836,0.09325221507533943,-0.048712719777708635,4.1699193444441836,-0.07987059820554787,-0.12596844889138303,4.1699193444441836,-0.0436103880350327,-0.07782858090833056,4.1699193444441836,-0.6177883804141784,-2.2021375072295184,4.1699193444441836,0.29483190304764184,-0.39940156880850086,4.1699193444441836
cremad,floor,orth,42,4,1.0,34,20.3,0.5756961204970054,0.564538521388291,0.5724450194049159,0.17499230359813822,-0.02683525920950469,4.247550686408009,0.22855550862614749,-0.017774918593740807,4.247550686408009,0.5994849961108941,-0.020263144854419046,4.247550686408009,0.4265721190979397,-0.01734513547027028,4.247550686408009,0.7724005840247057,-1.7130856793524547,4.247550686408009,1.0973260881352078,-0.2576847713875976,4.247550686408009
